cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-WLIW2O,ACH-000440,1,,,CA46,PT-lYQODzcw,,,gs://ccle_bams/RRBS/G29750/CA46/v2/CA46.bam,gs://ccle_bams/RRBS/G29750/CA46/v2/CA46.bai,,Male,,ascites,Lymphoma,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,,,RRBS,,,CCLE line,CCLE2,2/5/2013,,,,nxY1Gw==,,,,,,,,,,
CDS-q62U1U,ACH-000210,1,,,CADOES1,PT-tjesU71h,,,gs://ccle_bams/RRBS/G29750/CADO-ES1/v3/CADO-ES1.bam,gs://ccle_bams/RRBS/G29750/CADO-ES1/v3/CADO-ES1.bai,,Female,,pleural_effusion,Bone Cancer,Ewing_sarcoma,,bone,,,RRBS,,,CCLE line; (RNAseq) EWS/ERG,CCLE2,19/3/2013,,,,a83hLA==,,,,,,,,,,
CDS-CezZF6,ACH-000212,1,,,CAL120,PT-gAFBmmkd,,,gs://ccle_bams/RRBS/G29750/CAL-120/v1/CAL-120.bam,gs://ccle_bams/RRBS/G29750/CAL-120/v1/CAL-120.bai,,Female,,pleural_effusion,Breast Cancer,breast_carcinoma,ERneg_HER2neg,breast,,,RRBS,,,"CCLE line; Basal, TNBC",CCLE2,1/5/2013,,,,fjPa4g==,,,,,,,,,,
CDS-X9ACdg,ACH-000826,1,,,CAL12T,PT-LcMrjh59,,,gs://ccle_bams/RRBS/G29750/CAL-12T/v2/CAL-12T.bam,gs://ccle_bams/RRBS/G29750/CAL-12T/v2/CAL-12T.bai,,Male,,lung,Lung Cancer,NSCLC,,lung,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,ewWwnw==,,,,,,,,,,
CDS-zUkqi9,ACH-000142,1,,,CAL29,PT-4VBlhVkn,,,gs://ccle_bams/RRBS/G29750/CAL-29/v1/CAL-29.bam,gs://ccle_bams/RRBS/G29750/CAL-29/v1/CAL-29.bai,,Female,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,RRBS,,,CCLE line,CCLE2,3/5/2013,,,,Q6eo6A==,,,,,,,,,,
CDS-tBjPfe,ACH-000518,1,,,CAL33,PT-URvhIhps,,,gs://ccle_bams/RRBS/G29750/CAL-33/v2/CAL-33.bam,gs://ccle_bams/RRBS/G29750/CAL-33/v2/CAL-33.bai,,Male,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,RRBS,,,CCLE line,CCLE2,8/4/2013,,,,ZhL/pQ==,,,,,,,,,,
CDS-bze13Z,ACH-000856,1,,,CAL51,PT-E903yYa4,,,gs://ccle_bams/RRBS/G29750/CAL-51/v1/CAL-51.bam,gs://ccle_bams/RRBS/G29750/CAL-51/v1/CAL-51.bai,,Female,,pleural_effusion,Breast Cancer,breast_carcinoma,ERneg_HER2neg,breast,,,RRBS,,,CCLE line; TNBC; basal,CCLE2,2/6/2013,,,,W4mctA==,,,,,,,,,,
CDS-A8M50T,ACH-000457,1,,,CAL54,PT-xHuSpVDZ,,,gs://ccle_bams/RRBS/G29750/CAL-54/v1/CAL-54.bam,gs://ccle_bams/RRBS/G29750/CAL-54/v1/CAL-54.bai,,Male,,pleural_effusion,Kidney Cancer,renal_cell_carcinoma,,kidney,,,RRBS,,,CCLE line,CCLE2,28/4/2013,,,,4GuXFA==,,,,,,,,,,
CDS-ujJ07p,ACH-000174,1,,,CAL62,PT-WPsQkjle,,,gs://ccle_bams/RRBS/G29750/CAL-62/v1/CAL-62.bam,gs://ccle_bams/RRBS/G29750/CAL-62/v1/CAL-62.bai,,Female,,pleural_effusion,Thyroid Cancer,thyroid_carcinoma,anaplastic,thyroid,,,RRBS,,,CCLE line,CCLE2,25/4/2013,,,,+/VgXQ==,,,,,,,,,,
CDS-wfcWgp,ACH-000857,1,,,CAL851,PT-r5hjpoyG,,,gs://ccle_bams/RRBS/G29750/CAL-85-1/v1/CAL-85-1.bam,gs://ccle_bams/RRBS/G29750/CAL-85-1/v1/CAL-85-1.bai,,Female,,breast,Breast Cancer,breast_carcinoma,ERneg_HER2neg,breast,,,RRBS,,,CCLE line; TNBC; basal,CCLE2,3/5/2013,,,,xZiS3A==,,,,,,,,,,
CDS-YFzSiY,ACH-000832,1,,,CAL27,PT-cqOBcRo7,,,gs://ccle_bams/RRBS/G29750/CAL_27/v1/CAL_27.bam,gs://ccle_bams/RRBS/G29750/CAL_27/v1/CAL_27.bai,,Male,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,,upper_aerodigestive,,,RRBS,,,CCLE line,CCLE2,1/5/2013,,,,Ct9YQw==,,,,,,,,,,
CDS-EG1TnS,ACH-000783,1,,,CAMA1,PT-se3M9FvW,,,gs://ccle_bams/RRBS/G29750/CAMA-1/v2/CAMA-1.bam,gs://ccle_bams/RRBS/G29750/CAMA-1/v2/CAMA-1.bai,,Female,,pleural_effusion,Breast Cancer,breast_carcinoma,ERpos_HER2neg,breast,,,RRBS,,,CCLE line; ERpos; luminal,CCLE2,26/4/2013,,,,YbyCtg==,,,,,,,,,,
CDS-X6y1gE,ACH-000464,1,,,CAS1,PT-BjK7llHs,,,gs://ccle_bams/RRBS/G29750/CAS-1/v1/CAS-1.bam,gs://ccle_bams/RRBS/G29750/CAS-1/v1/CAS-1.bai,,Male,,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,RRBS,,,CCLE line,CCLE2,13/5/2013,,,,1T/Fxg==,,,,,,,,,,
CDS-6CGINe,ACH-000329,1,,,CCFSTTG1,PT-ngM8bNo6,,,gs://ccle_bams/RRBS/G29750/CCF-STTG1/v3/CCF-STTG1.bam,gs://ccle_bams/RRBS/G29750/CCF-STTG1/v3/CCF-STTG1.bai,,Female,,central_nervous_system,Brain Cancer,glioma,astrocytoma,central_nervous_system,,,RRBS,,,CCLE line,CCLE2,10/3/2013,,,,3ggaCQ==,,,,,,,,,,
CDS-N5iLGD,ACH-000963,1,,,CCK81,PT-lWCdRXvd,,,gs://ccle_bams/RRBS/G29750/CCK-81/v1/CCK-81.bam,gs://ccle_bams/RRBS/G29750/CCK-81/v1/CCK-81.bai,,Female,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,3/5/2013,,,,r0YelA==,,,,,,,,,,
CDS-fqLEiR,ACH-000138,1,,,CFPAC1,PT-ItVTVtt7,,,gs://ccle_bams/RRBS/G29750/CFPAC-1/v1/CFPAC-1.bam,gs://ccle_bams/RRBS/G29750/CFPAC-1/v1/CFPAC-1.bai,,Male,,liver,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,RRBS,,,CCLE line,CCLE2,3/5/2013,,,,fo2hzw==,,,,,,,,,,
CDS-HAvsdW,ACH-000136,1,,,CHP126,PT-Ap2uMqE1,,,gs://ccle_bams/RRBS/G29750/CHP-126/v2/CHP-126.bam,gs://ccle_bams/RRBS/G29750/CHP-126/v2/CHP-126.bai,,Female,,autonomic_ganglia,Neuroblastoma,neuroblastoma,,peripheral_nervous_system,,,RRBS,,,CCLE line; MYCN amp; adrenergic; 1p -,CCLE2,27/3/2013,,,,oEXhiw==,,,,,,,,,,
CDS-kGzDPS,ACH-000120,1,,,CHP212,PT-xSlFaibS,,,gs://ccle_bams/RRBS/G29750/CHP-212/v2/CHP-212.bam,gs://ccle_bams/RRBS/G29750/CHP-212/v2/CHP-212.bai,,Male,,central_nervous_system,Neuroblastoma,neuroblastoma,,peripheral_nervous_system,,,RRBS,,,CCLE line; MYCN amp; mesenchymal; 1p-,CCLE2,6/4/2013,,,,tw/IAQ==,,,,,,,,,,
CDS-M3WUvy,ACH-000687,1,,,CI1,PT-5eKFDPam,,,gs://ccle_bams/RRBS/G29750/CI-1/v2/CI-1.bam,gs://ccle_bams/RRBS/G29750/CI-1/v2/CI-1.bai,,Female,,ascites,Lymphoma,non_hodgkin_lymphoma,b_cell,lymphocyte,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,Udnlow==,,,,,,,,,,
CDS-a1meS5,ACH-000458,1,,,CJM,PT-E2N9Y7B0,,,gs://ccle_bams/RRBS/G29750/CJM/v2/CJM.bam,gs://ccle_bams/RRBS/G29750/CJM/v2/CJM.bai,,Unknown,,skin,Skin Cancer,melanoma,,skin,,,RRBS,,,CCLE line,CCLE2,2/5/2013,,,,+WIh1A==,,,,,,,,,,
CDS-7TyY4I,ACH-000249,1,,,CL11,PT-5R8LVeXn,,,gs://ccle_bams/RRBS/G29750/CL-11/v1/CL-11.bam,gs://ccle_bams/RRBS/G29750/CL-11/v1/CL-11.bai,,Male,,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,25/4/2013,,,,F/oyog==,,,,,,,,,,
CDS-GZTnXy,ACH-000342,1,,,CL14,PT-4QUL9NzR,,,gs://ccle_bams/RRBS/G29750/CL-14/v4/CL-14.bam,gs://ccle_bams/RRBS/G29750/CL-14/v4/CL-14.bai,,Male,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,19/5/2013,,,,IdizMA==,,,,,,,,,,
CDS-GnwUUj,ACH-000895,1,,,CL34,PT-3Ofo8ke2,,,gs://ccle_bams/RRBS/G29750/CL-34/v1/CL-34.bam,gs://ccle_bams/RRBS/G29750/CL-34/v1/CL-34.bai,,Female,,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,3/5/2013,,,,nX7dtw==,,,,,,,,,,
CDS-3WmcwL,ACH-000798,1,,,CL40,PT-xuy2ypeC,,,gs://ccle_bams/RRBS/G29750/CL-40/v1/CL-40.bam,gs://ccle_bams/RRBS/G29750/CL-40/v1/CL-40.bai,,Female,,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,1/5/2013,,,,lILszQ==,,,,,,,,,,
CDS-G1Zh25,ACH-000641,1,,,CMK,PT-ddfuFAg6,,,gs://ccle_bams/RRBS/G29750/CMK/v4/CMK.bam,gs://ccle_bams/RRBS/G29750/CMK/v4/CMK.bai,,Male,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M7,blood,,,RRBS,,,CCLE line; M7; no known fusion; p53 mut(not in hotspot); RAS WT; EVI high,CCLE2,17/5/2013,,,,C9zKSA==,,,,,,,,,,
CDS-FpxYhe,ACH-000920,1,,,CMLT1,PT-JZ6RQh6s,,,gs://ccle_bams/RRBS/G29750/CML-T1/v2/CML-T1.bam,gs://ccle_bams/RRBS/G29750/CML-T1/v2/CML-T1.bai,,Female,,haematopoietic_and_lymphoid_tissue,Leukemia,CML,blast_crisis,blood,,,RRBS,,,CCLE line,CCLE2,2/4/2013,,,,TbFjHA==,,,,,,,,,,
CDS-5qTvBW,ACH-000202,1,,,COLO320,PT-emNEMU8h,,,gs://ccle_bams/RRBS/G29750/COLO-320/v2/COLO-320.bam,gs://ccle_bams/RRBS/G29750/COLO-320/v2/COLO-320.bai,,Female,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,2/5/2013,,,,Aou0gA==,,,,,,,,,,
CDS-8Kq0sk,ACH-000350,1,,,COLO678,PT-iNFSYqrG,,,gs://ccle_bams/RRBS/G29750/COLO-678/v2/COLO-678.bam,gs://ccle_bams/RRBS/G29750/COLO-678/v2/COLO-678.bai,,Male,,lymph_node,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,cHTZXw==,,,,,,,,,,
CDS-9MMjHL,ACH-000805,1,,,COLO679,PT-V2kUjTNl,,,gs://ccle_bams/RRBS/G29750/COLO-679/v1/COLO-679.bam,gs://ccle_bams/RRBS/G29750/COLO-679/v1/COLO-679.bai,,Female,,skin,Skin Cancer,melanoma,,skin,,,RRBS,,,CCLE line,CCLE2,25/4/2013,,,,KIWvpQ==,,,,,,,,,,
CDS-izuik6,ACH-000717,1,,,COLO680N,PT-GpICjqyy,,,gs://ccle_bams/RRBS/G29750/COLO-680N/v1/COLO-680N.bam,gs://ccle_bams/RRBS/G29750/COLO-680N/v1/COLO-680N.bai,,Female,,oesophagus,Esophageal Cancer,esophagus_squamous,,esophagus,,,RRBS,,,CCLE line,CCLE2,21/4/2013,,,,ZLmrfg==,,,,,,,,,,
CDS-3cW51s,ACH-000812,1,,,COLO783,PT-PPrfnDOA,,,gs://ccle_bams/RRBS/G29750/COLO-783/v4/COLO-783.bam,gs://ccle_bams/RRBS/G29750/COLO-783/v4/COLO-783.bai,,Female,,lymph_node,Skin Cancer,melanoma,,skin,,,RRBS,,,CCLE line,CCLE2,14/3/2013,,,,qnBkKA==,,,,,,,,,,
CDS-ShGBRK,ACH-000401,1,,,COLO800,PT-N11bLU7C,,,gs://ccle_bams/RRBS/G29750/COLO-800/v2/COLO-800.bam,gs://ccle_bams/RRBS/G29750/COLO-800/v2/COLO-800.bai,,Male,,skin,Skin Cancer,melanoma,,skin,,,RRBS,,,CCLE line; COLO 800 and COLO 794 were both derived from the same 14 year old male This has been confirmed by STR profiling (ECACC).,CCLE2,8/4/2013,,,,U5XCvg==,,,,,,,,,,
CDS-Hq6tE1,ACH-000253,1,,,COLO201,PT-noUcvQer,,,gs://ccle_bams/RRBS/G29750/COLO_201/v1/COLO_201.bam,gs://ccle_bams/RRBS/G29750/COLO_201/v1/COLO_201.bai,,Male,,ascites,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,"CCLE line; COLO-201, COLO-205 &amp; COLO-206F were all established from the ascites fluid obtained from a 70-year-old male patient with adenocarcinoma of the colon (ECACC).",CCLE2,1/5/2013,,,,2kGuAw==,,,,,,,,,,
CDS-eW73tu,ACH-000803,1,,,COLO668,PT-AFKNLwA7,,,gs://ccle_bams/RRBS/G29750/COLO_668/v5/COLO_668.bam,gs://ccle_bams/RRBS/G29750/COLO_668/v5/COLO_668.bai,,Female,,central_nervous_system,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line; Oat,CCLE2,4/6/2013,,,,KbKnIA==,,,,,,,,,,
CDS-DkVztU,ACH-000864,1,,,COLO684,PT-B15oIzKN,,,gs://ccle_bams/RRBS/G29750/COLO_684/v1/COLO_684.bam,gs://ccle_bams/RRBS/G29750/COLO_684/v1/COLO_684.bai,,Female,,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,RRBS,,,CCLE line; Identical lines: COLO-704 and COLO 684 are identical lines.  The definitive tissue of origin cannot be ascertained.  Was originally annotated as lung?,CCLE2,3/5/2013,,,,R6qp6A==,,,,,,,,,,
CDS-eTtv7K,ACH-000582,1,,,COLO741,PT-rhPQPSqN,,,gs://ccle_bams/RRBS/G29750/COLO_741/v1/COLO_741.bam,gs://ccle_bams/RRBS/G29750/COLO_741/v1/COLO_741.bai,,Female,,skin,Skin Cancer,melanoma,,skin,,,RRBS,,,CCLE line; was annotated as colon,CCLE2,1/5/2013,,,,L7hmSQ==,,,,,,,,,,
CDS-GDaNmB,ACH-000968,1,,,COLO792,PT-JJfZxDtK,,,gs://ccle_bams/RRBS/G29750/COLO_792/v1/COLO_792.bam,gs://ccle_bams/RRBS/G29750/COLO_792/v1/COLO_792.bai,,Male,,central_nervous_system,Skin Cancer,melanoma,,skin,,,RRBS,,,CCLE line,CCLE2,25/4/2013,,,,lDXMIQ==,,,,,,,,,,
CDS-HdeXKM,ACH-000644,1,,,COLO829,PT-Q1vPcwaj,,,gs://ccle_bams/RRBS/G29750/COLO_829/v2/COLO_829.bam,gs://ccle_bams/RRBS/G29750/COLO_829/v2/COLO_829.bai,,Male,,skin,Skin Cancer,melanoma,,skin,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,UH/VQA==,,,,,,,,,,
CDS-SrqMfG,ACH-000161,1,,,CORL105,PT-LYgZzmpF,,,gs://ccle_bams/RRBS/G29750/COR-L105/v1/COR-L105.bam,gs://ccle_bams/RRBS/G29750/COR-L105/v1/COR-L105.bai,,Male,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,RRBS,,,CCLE line,CCLE2,25/4/2013,,,,2RiJhQ==,,,,,,,,,,
CDS-FqzRCY,ACH-000662,1,,,CORL23,PT-kz9TRx3J,,,gs://ccle_bams/RRBS/G29750/COR-L23/v2/COR-L23.bam,gs://ccle_bams/RRBS/G29750/COR-L23/v2/COR-L23.bai,,Male,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_large_cell,lung,,,RRBS,,,CCLE line; The cell line COR-L23/CPR is a drug-resistant variant of COR-L23 (ECACC). The line was developed by growing the parent line in increasing concentrations of cisplatin.,CCLE2,1/5/2013,,,,VpRfwQ==,,,,,,,,,,
CDS-CWQvxI,ACH-000382,1,,,CORL24,PT-c8j5pZ1U,,,gs://ccle_bams/RRBS/G29750/COR-L24/v4/COR-L24.bam,gs://ccle_bams/RRBS/G29750/COR-L24/v4/COR-L24.bai,,Male,,lymph_node,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line,CCLE2,14/3/2013,,,,GU+DsQ==,,,,,,,,,,
CDS-SMbduv,ACH-000257,1,,,CORL279,PT-CIe4uKZN,,,gs://ccle_bams/RRBS/G29750/COR-L279/v2/COR-L279.bam,gs://ccle_bams/RRBS/G29750/COR-L279/v2/COR-L279.bai,,Male,,lymph_node,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line,CCLE2,1/5/2013,,,,hXp4ww==,,,,,,,,,,
CDS-yGBGoK,ACH-000187,1,,,CORL311,PT-sJQR6Brk,,,gs://ccle_bams/RRBS/G29750/COR-L311/v3/COR-L311.bam,gs://ccle_bams/RRBS/G29750/COR-L311/v3/COR-L311.bai,,Male,,lung,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line,CCLE2,10/6/2013,,,,rLjHgg==,,,,,,,,,,
CDS-3VKdof,ACH-000695,1,,,CORL47,PT-tnXr3fCM,,,gs://ccle_bams/RRBS/G29750/COR-L47/v4/COR-L47.bam,gs://ccle_bams/RRBS/G29750/COR-L47/v4/COR-L47.bai,,Male,,bone_marrow,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line,CCLE2,21/5/2013,,,,M16PvA==,,,,,,,,,,
CDS-1tjK4i,ACH-000508,1,,,CORL88,PT-LdMQiaqM,,,gs://ccle_bams/RRBS/G29750/COR-L88/v2/COR-L88.bam,gs://ccle_bams/RRBS/G29750/COR-L88/v2/COR-L88.bai,,Male,,pleural_effusion,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,nSXJOA==,,,,,,,,,,
CDS-In5XzS,ACH-000743,1,,,CORL95,PT-ZgnWHCtE,,,gs://ccle_bams/RRBS/G29750/COR-L95/v2/COR-L95.bam,gs://ccle_bams/RRBS/G29750/COR-L95/v2/COR-L95.bai,,Male,,lung,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line,CCLE2,5/4/2013,,,,plv0iw==,,,,,,,,,,
CDS-nRJVyJ,ACH-000256,1,,,COV318,PT-rZyIN7De,,,gs://ccle_bams/RRBS/G29750/COV318/v2/COV318.bam,gs://ccle_bams/RRBS/G29750/COV318/v2/COV318.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,RRBS,,,CCLE line; ovarian epithelial-serous carcinoma,CCLE2,2/4/2013,,,,iK+FQQ==,,,,,,,,,,
CDS-rDyZy5,ACH-000278,1,,,COV362,PT-YIEmg6lh,,,gs://ccle_bams/RRBS/G29750/COV362/v1/COV362.bam,gs://ccle_bams/RRBS/G29750/COV362/v1/COV362.bai,,Female,,pleural_effusion,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,RRBS,,,CCLE line; High grade ovarian serous adenocarcinoma; Epithelial-Endometroid,CCLE2,25/4/2013,,,,RofXPQ==,,,,,,,,,,
CDS-GQcqtj,ACH-000123,1,,,COV434,PT-FLPvEA6A,,,gs://ccle_bams/RRBS/G29750/COV434/v2/COV434.bam,gs://ccle_bams/RRBS/G29750/COV434/v2/COV434.bai,,Female,,ovary,Ovarian Cancer,ovary_adenocarcinoma,endometrioid,ovary,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,9C7UVA==,,,,,,,,,,
CDS-lT2asc,ACH-001048,1,,,COV504,PT-i2xCBB0f,,,gs://ccle_bams/RRBS/G29750/COV504/v2/COV504.bam,gs://ccle_bams/RRBS/G29750/COV504/v2/COV504.bai,,Female,,pleural_effusion,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,RRBS,,,CCLE line; ovarian epithelial-serous carcinoma,CCLE2,6/4/2013,,,,GO+bzQ==,,,,,,,,,,
CDS-a38kVW,ACH-000608,1,,,COV644,PT-xCdHMX9l,,,gs://ccle_bams/RRBS/G29750/COV644/v2/COV644.bam,gs://ccle_bams/RRBS/G29750/COV644/v2/COV644.bai,,Female,,ovary,Ovarian Cancer,ovary_adenocarcinoma,mucinous,ovary,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,UfKuFQ==,,,,,,,,,,
CDS-vbowgN,ACH-000998,1,,,CW2,PT-w6EAkAoU,,,gs://ccle_bams/RRBS/G29750/CW-2/v2/CW-2.bam,gs://ccle_bams/RRBS/G29750/CW-2/v2/CW-2.bai,,Female,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,2/5/2013,,,,xozZuQ==,,,,,,,,,,
CDS-lKqNFK,ACH-000433,1,,,CAKI1,PT-t8VTrLZV,,,gs://ccle_bams/RRBS/G29750/Caki-1/v2/Caki-1.bam,gs://ccle_bams/RRBS/G29750/Caki-1/v2/Caki-1.bai,,Male,,skin,Kidney Cancer,renal_cell_carcinoma,clear_cell,kidney,,,RRBS,,,CCLE line,CCLE2,11/4/2013,,,,FksUOg==,,,,,,,,,,
CDS-dKrXMK,ACH-000234,1,,,CAKI2,PT-N6PSjjqJ,,,gs://ccle_bams/RRBS/G29750/Caki-2/v4/Caki-2.bam,gs://ccle_bams/RRBS/G29750/Caki-2/v4/Caki-2.bai,,Male,,kidney,Kidney Cancer,renal_cell_carcinoma,clear_cell,kidney,,,RRBS,,,CCLE line,CCLE2,29/5/2013,,,,bX8tvA==,,,,,,,,,,
CDS-VMsW6Q,ACH-000511,1,,,CALU1,PT-iR3c8FWV,,,gs://ccle_bams/RRBS/G29750/Calu-1/v3/Calu-1.bam,gs://ccle_bams/RRBS/G29750/Calu-1/v3/Calu-1.bai,,Male,,pleura,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,RRBS,,,CCLE line,CCLE2,1/4/2013,,,,9lZJYw==,,,,,,,,,,
CDS-K2xa1y,ACH-000392,1,,,CALU3,PT-cocORV9F,,,gs://ccle_bams/RRBS/G29750/Calu-3/v2/Calu-3.bam,gs://ccle_bams/RRBS/G29750/Calu-3/v2/Calu-3.bai,,Male,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,RRBS,,,CCLE line,CCLE2,2/5/2013,,,,DG9Ifw==,,,,,,,,,,
CDS-ZbR7HA,ACH-000264,1,,,CALU6,PT-aou4L6mT,,,gs://ccle_bams/RRBS/G29750/Calu-6/v1/Calu-6.bam,gs://ccle_bams/RRBS/G29750/Calu-6/v1/Calu-6.bai,,Female,,pleural_effusion,Lung Cancer,NSCLC,,lung,,,RRBS,,,CCLE line,CCLE2,1/5/2013,,,,vrdcKg==,,,,,,,,,,
CDS-7H4LPS,ACH-000713,1,,,CAOV3,PT-2HnAko4G,,,gs://ccle_bams/RRBS/G29750/Caov-3/v1/Caov-3.bam,gs://ccle_bams/RRBS/G29750/Caov-3/v1/Caov-3.bai,,Female,,ovary,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,RRBS,,,CCLE line; High grade ovarian serous adenocarcinoma,CCLE2,24/4/2013,,,,546Qdw==,,,,,,,,,,
CDS-rb15eF,ACH-000103,1,,,CAOV4,PT-uHhCIhkV,,,gs://ccle_bams/RRBS/G29750/Caov-4/v2/Caov-4.bam,gs://ccle_bams/RRBS/G29750/Caov-4/v2/Caov-4.bai,,Female,,ovary,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,RRBS,,,CCLE line; High grade ovarian serous adenocarcinoma,CCLE2,6/4/2013,,,,fKB7IA==,,,,,,,,,,
CDS-d3pWwI,ACH-000354,1,,,CAPAN1,PT-I6QrApbZ,,,gs://ccle_bams/RRBS/G29750/Capan-1/v3/Capan-1.bam,gs://ccle_bams/RRBS/G29750/Capan-1/v3/Capan-1.bai,,Male,,liver,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,RRBS,,,CCLE line,CCLE2,3/6/2013,,,,hQiE7g==,,,,,,,,,,
CDS-OhKbH2,ACH-000107,1,,,CAPAN2,PT-yuRwemmM,,,gs://ccle_bams/RRBS/G29750/Capan-2/v1/Capan-2.bam,gs://ccle_bams/RRBS/G29750/Capan-2/v1/Capan-2.bai,,Male,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,RRBS,,,CCLE line,CCLE2,24/4/2013,,,,RDGCpA==,,,,,,,,,,
CDS-gSEU6x,ACH-000867,1,,,CHAGOK1,PT-LWKBMn1m,,,gs://ccle_bams/RRBS/G29750/ChaGo-K-1/v1/ChaGo-K-1.bam,gs://ccle_bams/RRBS/G29750/ChaGo-K-1/v1/ChaGo-K-1.bai,,Male,,lung,Lung Cancer,NSCLC,,lung,,,RRBS,,,CCLE line,CCLE2,1/5/2013,,,,CHJOgA==,,,,,,,,,,
CDS-DpwDvu,ACH-000055,1,,,D283MED,PT-HjzEeNiG,,,gs://ccle_bams/RRBS/G29750/D283_Med/v1/D283_Med.bam,gs://ccle_bams/RRBS/G29750/D283_Med/v1/D283_Med.bai,,Male,,abdomen,Brain Cancer,medulloblastoma,med_group_3,central_nervous_system,,,RRBS,,,"CCLE line; group 3, MYC-expressing",CCLE2,3/5/2013,,,,Xu8iQg==,,,,,,,,,,
CDS-OfpomX,ACH-000095,1,,,D341,PT-iu3arJcw,,,gs://ccle_bams/RRBS/G29750/D341_Med/v2/D341_Med.bam,gs://ccle_bams/RRBS/G29750/D341_Med/v2/D341_Med.bai,,Male,,central_nervous_system,Brain Cancer,medulloblastoma,med_group_3,central_nervous_system,,,RRBS,,,"CCLE line; group 3, MYC-amp",CCLE2,2/5/2013,,,,VFlVhg==,,,,,,,,,,
CDS-8ezMbI,ACH-000243,1,,,DANG,PT-CPFTAKCt,,,gs://ccle_bams/RRBS/G29750/DAN-G/v3/DAN-G.bam,gs://ccle_bams/RRBS/G29750/DAN-G/v3/DAN-G.bai,,Female,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,RRBS,,,CCLE line,CCLE2,5/6/2013,,,,oy6yrw==,,,,,,,,,,
