cds_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,stripped_cell_line_name,gender,notes,primary_site,primary_disease,subtype,comments,arxspan_id,ccle_name,version,sm_id,source,datatype,sequencing_type,sequencing_date,baits,origin,subsubtype,patient_id,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-q62U1U,,gs://ccle_bams/RRBS/G29750/CADO-ES1/v3/CADO-ES1.bam,gs://ccle_bams/RRBS/G29750/CADO-ES1/v3/CADO-ES1.bai,,CADOES1,Female,Female,pleural_effusion,Bone Cancer,Ewing_sarcoma,CCLE line; (RNAseq) EWS/ERG,ACH-000210,,1,,CCLE2,RRBS,,734854.5,,bone,,PT-tjesU71h,,,,a83hLA==,,,,,,,,,,
CDS-CezZF6,,gs://ccle_bams/RRBS/G29750/CAL-120/v1/CAL-120.bam,gs://ccle_bams/RRBS/G29750/CAL-120/v1/CAL-120.bai,,CAL120,Female,Female,pleural_effusion,Breast Cancer,breast_carcinoma,"CCLE line; Basal, TNBC",ACH-000212,,1,,CCLE2,RRBS,,734895.0,,breast,ERneg_HER2neg,PT-gAFBmmkd,,,,fjPa4g==,,,,,,,,,,
CDS-X9ACdg,,gs://ccle_bams/RRBS/G29750/CAL-12T/v2/CAL-12T.bam,gs://ccle_bams/RRBS/G29750/CAL-12T/v2/CAL-12T.bai,,CAL12T,Male,Male,lung,Lung Cancer,NSCLC,CCLE line,ACH-000826,,1,,CCLE2,RRBS,,734862.5,,lung,,PT-LcMrjh59,,,,ewWwnw==,,,,,,,,,,
CDS-zUkqi9,,gs://ccle_bams/RRBS/G29750/CAL-29/v1/CAL-29.bam,gs://ccle_bams/RRBS/G29750/CAL-29/v1/CAL-29.bai,,CAL29,Female,Female,urinary_tract,Bladder Cancer,bladder_carcinoma,CCLE line,ACH-000142,,1,,CCLE2,RRBS,,734898.0,,urinary_tract,bladder_transitional_cell,PT-4VBlhVkn,,,,Q6eo6A==,,,,,,,,,,
CDS-tBjPfe,,gs://ccle_bams/RRBS/G29750/CAL-33/v2/CAL-33.bam,gs://ccle_bams/RRBS/G29750/CAL-33/v2/CAL-33.bai,,CAL33,Male,Male,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,CCLE line,ACH-000518,,1,,CCLE2,RRBS,,734873.0,,upper_aerodigestive,oral,PT-URvhIhps,,,,ZhL/pQ==,,,,,,,,,,
CDS-bze13Z,,gs://ccle_bams/RRBS/G29750/CAL-51/v1/CAL-51.bam,gs://ccle_bams/RRBS/G29750/CAL-51/v1/CAL-51.bai,,CAL51,Female,Female,pleural_effusion,Breast Cancer,breast_carcinoma,CCLE line; TNBC; basal,ACH-000856,,1,,CCLE2,RRBS,,734927.0,,breast,ERneg_HER2neg,PT-E903yYa4,,,,W4mctA==,,,,,,,,,,
CDS-A8M50T,,gs://ccle_bams/RRBS/G29750/CAL-54/v1/CAL-54.bam,gs://ccle_bams/RRBS/G29750/CAL-54/v1/CAL-54.bai,,CAL54,Male,Male,pleural_effusion,Kidney Cancer,renal_cell_carcinoma,CCLE line,ACH-000457,,1,,CCLE2,RRBS,,734893.0,,kidney,,PT-xHuSpVDZ,,,,4GuXFA==,,,,,,,,,,
CDS-ujJ07p,,gs://ccle_bams/RRBS/G29750/CAL-62/v1/CAL-62.bam,gs://ccle_bams/RRBS/G29750/CAL-62/v1/CAL-62.bai,,CAL62,Female,Female,pleural_effusion,Thyroid Cancer,thyroid_carcinoma,CCLE line,ACH-000174,,1,,CCLE2,RRBS,,734890.0,,thyroid,anaplastic,PT-WPsQkjle,,,,+/VgXQ==,,,,,,,,,,
CDS-wfcWgp,,gs://ccle_bams/RRBS/G29750/CAL-85-1/v1/CAL-85-1.bam,gs://ccle_bams/RRBS/G29750/CAL-85-1/v1/CAL-85-1.bai,,CAL851,Female,Female,breast,Breast Cancer,breast_carcinoma,CCLE line; TNBC; basal,ACH-000857,,1,,CCLE2,RRBS,,734898.0,,breast,ERneg_HER2neg,PT-r5hjpoyG,,,,xZiS3A==,,,,,,,,,,
CDS-YFzSiY,,gs://ccle_bams/RRBS/G29750/CAL_27/v1/CAL_27.bam,gs://ccle_bams/RRBS/G29750/CAL_27/v1/CAL_27.bai,,CAL27,Male,Male,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,CCLE line,ACH-000832,,1,,CCLE2,RRBS,,734895.0,,upper_aerodigestive,,PT-cqOBcRo7,,,,Ct9YQw==,,,,,,,,,,
CDS-EG1TnS,,gs://ccle_bams/RRBS/G29750/CAMA-1/v2/CAMA-1.bam,gs://ccle_bams/RRBS/G29750/CAMA-1/v2/CAMA-1.bai,,CAMA1,Female,Female,pleural_effusion,Breast Cancer,breast_carcinoma,CCLE line; ERpos; luminal,ACH-000783,,1,,CCLE2,RRBS,,734891.5,,breast,ERpos_HER2neg,PT-se3M9FvW,,,,YbyCtg==,,,,,,,,,,
CDS-X6y1gE,,gs://ccle_bams/RRBS/G29750/CAS-1/v1/CAS-1.bam,gs://ccle_bams/RRBS/G29750/CAS-1/v1/CAS-1.bai,,CAS1,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000464,,1,,CCLE2,RRBS,,734908.0,,central_nervous_system,glioblastoma,PT-BjK7llHs,,,,1T/Fxg==,,,,,,,,,,
CDS-6CGINe,,gs://ccle_bams/RRBS/G29750/CCF-STTG1/v3/CCF-STTG1.bam,gs://ccle_bams/RRBS/G29750/CCF-STTG1/v3/CCF-STTG1.bai,,CCFSTTG1,Female,Female,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000329,,1,,CCLE2,RRBS,,734845.5,,central_nervous_system,astrocytoma,PT-ngM8bNo6,,,,3ggaCQ==,,,,,,,,,,
CDS-N5iLGD,,gs://ccle_bams/RRBS/G29750/CCK-81/v1/CCK-81.bam,gs://ccle_bams/RRBS/G29750/CCK-81/v1/CCK-81.bai,,CCK81,Female,Female,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000963,,1,,CCLE2,RRBS,,734898.0,,colorectal,,PT-lWCdRXvd,,,,r0YelA==,,,,,,,,,,
CDS-fqLEiR,,gs://ccle_bams/RRBS/G29750/CFPAC-1/v1/CFPAC-1.bam,gs://ccle_bams/RRBS/G29750/CFPAC-1/v1/CFPAC-1.bai,,CFPAC1,Male,Male,liver,Pancreatic Cancer,exocrine,CCLE line,ACH-000138,,1,,CCLE2,RRBS,,734898.25,,pancreas,exocrine_adenocarcinoma,PT-ItVTVtt7,,,,fo2hzw==,,,,,,,,,,
CDS-HAvsdW,,gs://ccle_bams/RRBS/G29750/CHP-126/v2/CHP-126.bam,gs://ccle_bams/RRBS/G29750/CHP-126/v2/CHP-126.bai,,CHP126,Female,Female,autonomic_ganglia,Neuroblastoma,neuroblastoma,CCLE line; MYCN amp; adrenergic; 1p -,ACH-000136,,1,,CCLE2,RRBS,,734862.0,,peripheral_nervous_system,,PT-Ap2uMqE1,,,,oEXhiw==,,,,,,,,,,
CDS-kGzDPS,,gs://ccle_bams/RRBS/G29750/CHP-212/v2/CHP-212.bam,gs://ccle_bams/RRBS/G29750/CHP-212/v2/CHP-212.bai,,CHP212,Male,Male,central_nervous_system,Neuroblastoma,neuroblastoma,CCLE line; MYCN amp; mesenchymal; 1p-,ACH-000120,,1,,CCLE2,RRBS,,734871.5,,peripheral_nervous_system,,PT-xSlFaibS,,,,tw/IAQ==,,,,,,,,,,
CDS-M3WUvy,,gs://ccle_bams/RRBS/G29750/CI-1/v2/CI-1.bam,gs://ccle_bams/RRBS/G29750/CI-1/v2/CI-1.bai,,CI1,Female,Female,ascites,Lymphoma,non_hodgkin_lymphoma,CCLE line,ACH-000687,,1,,CCLE2,RRBS,,734862.75,,lymphocyte,b_cell,PT-5eKFDPam,,,,Udnlow==,,,,,,,,,,
CDS-a1meS5,,gs://ccle_bams/RRBS/G29750/CJM/v2/CJM.bam,gs://ccle_bams/RRBS/G29750/CJM/v2/CJM.bai,,CJM,Unknown,Unknown,skin,Skin Cancer,melanoma,CCLE line,ACH-000458,,1,,CCLE2,RRBS,,734897.5,,skin,,PT-E2N9Y7B0,,,,+WIh1A==,,,,,,,,,,
CDS-7TyY4I,,gs://ccle_bams/RRBS/G29750/CL-11/v1/CL-11.bam,gs://ccle_bams/RRBS/G29750/CL-11/v1/CL-11.bai,,CL11,Male,Male,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000249,,1,,CCLE2,RRBS,,734890.0,,colorectal,,PT-5R8LVeXn,,,,F/oyog==,,,,,,,,,,
CDS-GZTnXy,,gs://ccle_bams/RRBS/G29750/CL-14/v4/CL-14.bam,gs://ccle_bams/RRBS/G29750/CL-14/v4/CL-14.bai,,CL14,Male,Male,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000342,,1,,CCLE2,RRBS,,734914.875,,colorectal,,PT-4QUL9NzR,,,,IdizMA==,,,,,,,,,,
CDS-GnwUUj,,gs://ccle_bams/RRBS/G29750/CL-34/v1/CL-34.bam,gs://ccle_bams/RRBS/G29750/CL-34/v1/CL-34.bai,,CL34,Female,Female,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000895,,1,,CCLE2,RRBS,,734898.0,,colorectal,,PT-3Ofo8ke2,,,,nX7dtw==,,,,,,,,,,
CDS-3WmcwL,,gs://ccle_bams/RRBS/G29750/CL-40/v1/CL-40.bam,gs://ccle_bams/RRBS/G29750/CL-40/v1/CL-40.bai,,CL40,Female,Female,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000798,,1,,CCLE2,RRBS,,734895.0,,colorectal,,PT-xuy2ypeC,,,,lILszQ==,,,,,,,,,,
CDS-G1Zh25,,gs://ccle_bams/RRBS/G29750/CMK/v4/CMK.bam,gs://ccle_bams/RRBS/G29750/CMK/v4/CMK.bai,,CMK,Male,Male,haematopoietic_and_lymphoid_tissue,Leukemia,AML,CCLE line; M7; no known fusion; p53 mut(not in hotspot); RAS WT; EVI high,ACH-000641,,1,,CCLE2,RRBS,,734912.375,,blood,M7,PT-ddfuFAg6,,,,C9zKSA==,,,,,,,,,,
CDS-FpxYhe,,gs://ccle_bams/RRBS/G29750/CML-T1/v2/CML-T1.bam,gs://ccle_bams/RRBS/G29750/CML-T1/v2/CML-T1.bai,,CMLT1,Female,Female,haematopoietic_and_lymphoid_tissue,Leukemia,CML,CCLE line,ACH-000920,,1,,CCLE2,RRBS,,734867.75,,blood,blast_crisis,PT-JZ6RQh6s,,,,TbFjHA==,,,,,,,,,,
CDS-5qTvBW,,gs://ccle_bams/RRBS/G29750/COLO-320/v2/COLO-320.bam,gs://ccle_bams/RRBS/G29750/COLO-320/v2/COLO-320.bai,,COLO320,Female,Female,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000202,,1,,CCLE2,RRBS,,734897.5,,colorectal,,PT-emNEMU8h,,,,Aou0gA==,,,,,,,,,,
CDS-8Kq0sk,,gs://ccle_bams/RRBS/G29750/COLO-678/v2/COLO-678.bam,gs://ccle_bams/RRBS/G29750/COLO-678/v2/COLO-678.bai,,COLO678,Male,Male,lymph_node,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000350,,1,,CCLE2,RRBS,,734862.75,,colorectal,,PT-iNFSYqrG,,,,cHTZXw==,,,,,,,,,,
CDS-9MMjHL,,gs://ccle_bams/RRBS/G29750/COLO-679/v1/COLO-679.bam,gs://ccle_bams/RRBS/G29750/COLO-679/v1/COLO-679.bai,,COLO679,Female,Female,skin,Skin Cancer,melanoma,CCLE line,ACH-000805,,1,,CCLE2,RRBS,,734890.0,,skin,,PT-V2kUjTNl,,,,KIWvpQ==,,,,,,,,,,
CDS-izuik6,,gs://ccle_bams/RRBS/G29750/COLO-680N/v1/COLO-680N.bam,gs://ccle_bams/RRBS/G29750/COLO-680N/v1/COLO-680N.bai,,COLO680N,Female,Female,oesophagus,Esophageal Cancer,esophagus_squamous,CCLE line,ACH-000717,,1,,CCLE2,RRBS,,734886.0,,esophagus,,PT-GpICjqyy,,,,ZLmrfg==,,,,,,,,,,
CDS-3cW51s,,gs://ccle_bams/RRBS/G29750/COLO-783/v4/COLO-783.bam,gs://ccle_bams/RRBS/G29750/COLO-783/v4/COLO-783.bai,,COLO783,Female,Female,lymph_node,Skin Cancer,melanoma,CCLE line,ACH-000812,,1,,CCLE2,RRBS,,734849.6666666666,,skin,,PT-PPrfnDOA,,,,qnBkKA==,,,,,,,,,,
CDS-ShGBRK,,gs://ccle_bams/RRBS/G29750/COLO-800/v2/COLO-800.bam,gs://ccle_bams/RRBS/G29750/COLO-800/v2/COLO-800.bai,,COLO800,Male,Male,skin,Skin Cancer,melanoma,CCLE line; COLO 800 and COLO 794 were both derived from the same 14 year old male This has been confirmed by STR profiling (ECACC).,ACH-000401,,1,,CCLE2,RRBS,,734873.0,,skin,,PT-N11bLU7C,,,,U5XCvg==,,,,,,,,,,
CDS-Hq6tE1,,gs://ccle_bams/RRBS/G29750/COLO_201/v1/COLO_201.bam,gs://ccle_bams/RRBS/G29750/COLO_201/v1/COLO_201.bai,,COLO201,Male,Male,ascites,Colon/Colorectal Cancer,colorectal_adenocarcinoma,"CCLE line; COLO-201, COLO-205 &amp; COLO-206F were all established from the ascites fluid obtained from a 70-year-old male patient with adenocarcinoma of the colon (ECACC).",ACH-000253,,1,,CCLE2,RRBS,,734895.0,,colorectal,,PT-noUcvQer,,,,2kGuAw==,,,,,,,,,,
CDS-eW73tu,,gs://ccle_bams/RRBS/G29750/COLO_668/v5/COLO_668.bam,gs://ccle_bams/RRBS/G29750/COLO_668/v5/COLO_668.bai,,COLO668,Female,Female,central_nervous_system,Lung Cancer,SCLC,CCLE line; Oat,ACH-000803,,1,,CCLE2,RRBS,,734929.625,,lung,,PT-AFKNLwA7,,,,KbKnIA==,,,,,,,,,,
CDS-DkVztU,,gs://ccle_bams/RRBS/G29750/COLO_684/v1/COLO_684.bam,gs://ccle_bams/RRBS/G29750/COLO_684/v1/COLO_684.bai,,COLO684,Female,Female,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,CCLE line; Identical lines: COLO-704 and COLO 684 are identical lines.  The definitive tissue of origin cannot be ascertained.  Was originally annotated as lung?,ACH-000864,,1,,CCLE2,RRBS,,734898.0,,uterus,,PT-B15oIzKN,,,,R6qp6A==,,,,,,,,,,
CDS-eTtv7K,,gs://ccle_bams/RRBS/G29750/COLO_741/v1/COLO_741.bam,gs://ccle_bams/RRBS/G29750/COLO_741/v1/COLO_741.bai,,COLO741,Female,Female,skin,Skin Cancer,melanoma,CCLE line; was annotated as colon,ACH-000582,,1,,CCLE2,RRBS,,734895.0,,skin,,PT-rhPQPSqN,,,,L7hmSQ==,,,,,,,,,,
CDS-GDaNmB,,gs://ccle_bams/RRBS/G29750/COLO_792/v1/COLO_792.bam,gs://ccle_bams/RRBS/G29750/COLO_792/v1/COLO_792.bai,,COLO792,Male,Male,central_nervous_system,Skin Cancer,melanoma,CCLE line,ACH-000968,,1,,CCLE2,RRBS,,734890.0,,skin,,PT-JJfZxDtK,,,,lDXMIQ==,,,,,,,,,,
CDS-HdeXKM,,gs://ccle_bams/RRBS/G29750/COLO_829/v2/COLO_829.bam,gs://ccle_bams/RRBS/G29750/COLO_829/v2/COLO_829.bai,,COLO829,Male,Male,skin,Skin Cancer,melanoma,CCLE line,ACH-000644,,1,,CCLE2,RRBS,,734862.0,,skin,,PT-Q1vPcwaj,,,,UH/VQA==,,,,,,,,,,
CDS-SrqMfG,,gs://ccle_bams/RRBS/G29750/COR-L105/v1/COR-L105.bam,gs://ccle_bams/RRBS/G29750/COR-L105/v1/COR-L105.bai,,CORL105,Male,Male,pleural_effusion,Lung Cancer,NSCLC,CCLE line,ACH-000161,,1,,CCLE2,RRBS,,734890.0,,lung,NSCLC_adenocarcinoma,PT-LYgZzmpF,,,,2RiJhQ==,,,,,,,,,,
CDS-FqzRCY,,gs://ccle_bams/RRBS/G29750/COR-L23/v2/COR-L23.bam,gs://ccle_bams/RRBS/G29750/COR-L23/v2/COR-L23.bai,,CORL23,Male,Male,pleural_effusion,Lung Cancer,NSCLC,CCLE line; The cell line COR-L23/CPR is a drug-resistant variant of COR-L23 (ECACC). The line was developed by growing the parent line in increasing concentrations of cisplatin.,ACH-000662,,1,,CCLE2,RRBS,,734895.0,,lung,NSCLC_large_cell,PT-kz9TRx3J,,,,VpRfwQ==,,,,,,,,,,
CDS-CWQvxI,,gs://ccle_bams/RRBS/G29750/COR-L24/v4/COR-L24.bam,gs://ccle_bams/RRBS/G29750/COR-L24/v4/COR-L24.bai,,CORL24,Male,Male,lymph_node,Lung Cancer,SCLC,CCLE line,ACH-000382,,1,,CCLE2,RRBS,,734849.6666666666,,lung,,PT-c8j5pZ1U,,,,GU+DsQ==,,,,,,,,,,
CDS-SMbduv,,gs://ccle_bams/RRBS/G29750/COR-L279/v2/COR-L279.bam,gs://ccle_bams/RRBS/G29750/COR-L279/v2/COR-L279.bai,,CORL279,Male,Male,lymph_node,Lung Cancer,SCLC,CCLE line,ACH-000257,,1,,CCLE2,RRBS,,734895.0,,lung,,PT-CIe4uKZN,,,,hXp4ww==,,,,,,,,,,
CDS-yGBGoK,,gs://ccle_bams/RRBS/G29750/COR-L311/v3/COR-L311.bam,gs://ccle_bams/RRBS/G29750/COR-L311/v3/COR-L311.bai,,CORL311,Male,Male,lung,Lung Cancer,SCLC,CCLE line,ACH-000187,,1,,CCLE2,RRBS,,734935.75,,lung,,PT-sJQR6Brk,,,,rLjHgg==,,,,,,,,,,
CDS-3VKdof,,gs://ccle_bams/RRBS/G29750/COR-L47/v4/COR-L47.bam,gs://ccle_bams/RRBS/G29750/COR-L47/v4/COR-L47.bai,,CORL47,Male,Male,bone_marrow,Lung Cancer,SCLC,CCLE line,ACH-000695,,1,,CCLE2,RRBS,,734916.75,,lung,,PT-tnXr3fCM,,,,M16PvA==,,,,,,,,,,
CDS-1tjK4i,,gs://ccle_bams/RRBS/G29750/COR-L88/v2/COR-L88.bam,gs://ccle_bams/RRBS/G29750/COR-L88/v2/COR-L88.bai,,CORL88,Male,Male,pleural_effusion,Lung Cancer,SCLC,CCLE line,ACH-000508,,1,,CCLE2,RRBS,,734862.0,,lung,,PT-LdMQiaqM,,,,nSXJOA==,,,,,,,,,,
CDS-In5XzS,,gs://ccle_bams/RRBS/G29750/COR-L95/v2/COR-L95.bam,gs://ccle_bams/RRBS/G29750/COR-L95/v2/COR-L95.bai,,CORL95,Male,Male,lung,Lung Cancer,SCLC,CCLE line,ACH-000743,,1,,CCLE2,RRBS,,734870.0,,lung,,PT-ZgnWHCtE,,,,plv0iw==,,,,,,,,,,
CDS-nRJVyJ,,gs://ccle_bams/RRBS/G29750/COV318/v2/COV318.bam,gs://ccle_bams/RRBS/G29750/COV318/v2/COV318.bai,,COV318,Female,Female,ascites,Ovarian Cancer,ovary_adenocarcinoma,CCLE line; ovarian epithelial-serous carcinoma,ACH-000256,,1,,CCLE2,RRBS,,734867.75,,ovary,high_grade_serous,PT-rZyIN7De,,,,iK+FQQ==,,,,,,,,,,
CDS-rDyZy5,,gs://ccle_bams/RRBS/G29750/COV362/v1/COV362.bam,gs://ccle_bams/RRBS/G29750/COV362/v1/COV362.bai,,COV362,Female,Female,pleural_effusion,Ovarian Cancer,ovary_adenocarcinoma,CCLE line; High grade ovarian serous adenocarcinoma; Epithelial-Endometroid,ACH-000278,,1,,CCLE2,RRBS,,734890.0,,ovary,high_grade_serous,PT-YIEmg6lh,,,,RofXPQ==,,,,,,,,,,
CDS-GQcqtj,,gs://ccle_bams/RRBS/G29750/COV434/v2/COV434.bam,gs://ccle_bams/RRBS/G29750/COV434/v2/COV434.bai,,COV434,Female,Female,ovary,Ovarian Cancer,ovary_adenocarcinoma,CCLE line,ACH-000123,,1,,CCLE2,RRBS,,734862.5,,ovary,endometrioid,PT-FLPvEA6A,,,,9C7UVA==,,,,,,,,,,
CDS-lT2asc,,gs://ccle_bams/RRBS/G29750/COV504/v2/COV504.bam,gs://ccle_bams/RRBS/G29750/COV504/v2/COV504.bai,,COV504,Female,Female,pleural_effusion,Ovarian Cancer,ovary_adenocarcinoma,CCLE line; ovarian epithelial-serous carcinoma,ACH-001048,,1,,CCLE2,RRBS,,734871.5,,ovary,high_grade_serous,PT-i2xCBB0f,,,,GO+bzQ==,,,,,,,,,,
CDS-a38kVW,,gs://ccle_bams/RRBS/G29750/COV644/v2/COV644.bam,gs://ccle_bams/RRBS/G29750/COV644/v2/COV644.bai,,COV644,Female,Female,ovary,Ovarian Cancer,ovary_adenocarcinoma,CCLE line,ACH-000608,,1,,CCLE2,RRBS,,734862.75,,ovary,mucinous,PT-xCdHMX9l,,,,UfKuFQ==,,,,,,,,,,
CDS-vbowgN,,gs://ccle_bams/RRBS/G29750/CW-2/v2/CW-2.bam,gs://ccle_bams/RRBS/G29750/CW-2/v2/CW-2.bai,,CW2,Female,Female,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000998,,1,,CCLE2,RRBS,,734897.25,,colorectal,,PT-w6EAkAoU,,,,xozZuQ==,,,,,,,,,,
CDS-lKqNFK,,gs://ccle_bams/RRBS/G29750/Caki-1/v2/Caki-1.bam,gs://ccle_bams/RRBS/G29750/Caki-1/v2/Caki-1.bai,,CAKI1,Male,Male,skin,Kidney Cancer,renal_cell_carcinoma,CCLE line,ACH-000433,,1,,CCLE2,RRBS,,734876.0,,kidney,clear_cell,PT-t8VTrLZV,,,,FksUOg==,,,,,,,,,,
CDS-dKrXMK,,gs://ccle_bams/RRBS/G29750/Caki-2/v4/Caki-2.bam,gs://ccle_bams/RRBS/G29750/Caki-2/v4/Caki-2.bai,,CAKI2,Male,Male,kidney,Kidney Cancer,renal_cell_carcinoma,CCLE line,ACH-000234,,1,,CCLE2,RRBS,,734924.75,,kidney,clear_cell,PT-N6PSjjqJ,,,,bX8tvA==,,,,,,,,,,
CDS-VMsW6Q,,gs://ccle_bams/RRBS/G29750/Calu-1/v3/Calu-1.bam,gs://ccle_bams/RRBS/G29750/Calu-1/v3/Calu-1.bai,,CALU1,Male,Male,pleura,Lung Cancer,NSCLC,CCLE line,ACH-000511,,1,,CCLE2,RRBS,,734866.0,,lung,NSCLC_squamous,PT-iR3c8FWV,,,,9lZJYw==,,,,,,,,,,
CDS-K2xa1y,,gs://ccle_bams/RRBS/G29750/Calu-3/v2/Calu-3.bam,gs://ccle_bams/RRBS/G29750/Calu-3/v2/Calu-3.bai,,CALU3,Male,Male,pleural_effusion,Lung Cancer,NSCLC,CCLE line,ACH-000392,,1,,CCLE2,RRBS,,734897.25,,lung,NSCLC_adenocarcinoma,PT-cocORV9F,,,,DG9Ifw==,,,,,,,,,,
CDS-ZbR7HA,,gs://ccle_bams/RRBS/G29750/Calu-6/v1/Calu-6.bam,gs://ccle_bams/RRBS/G29750/Calu-6/v1/Calu-6.bai,,CALU6,Female,Female,pleural_effusion,Lung Cancer,NSCLC,CCLE line,ACH-000264,,1,,CCLE2,RRBS,,734895.0,,lung,,PT-aou4L6mT,,,,vrdcKg==,,,,,,,,,,
CDS-7H4LPS,,gs://ccle_bams/RRBS/G29750/Caov-3/v1/Caov-3.bam,gs://ccle_bams/RRBS/G29750/Caov-3/v1/Caov-3.bai,,CAOV3,Female,Female,ovary,Ovarian Cancer,ovary_adenocarcinoma,CCLE line; High grade ovarian serous adenocarcinoma,ACH-000713,,1,,CCLE2,RRBS,,734889.0,,ovary,high_grade_serous,PT-2HnAko4G,,,,546Qdw==,,,,,,,,,,
CDS-rb15eF,,gs://ccle_bams/RRBS/G29750/Caov-4/v2/Caov-4.bam,gs://ccle_bams/RRBS/G29750/Caov-4/v2/Caov-4.bai,,CAOV4,Female,Female,ovary,Ovarian Cancer,ovary_adenocarcinoma,CCLE line; High grade ovarian serous adenocarcinoma,ACH-000103,,1,,CCLE2,RRBS,,734871.5,,ovary,high_grade_serous,PT-uHhCIhkV,,,,fKB7IA==,,,,,,,,,,
CDS-d3pWwI,,gs://ccle_bams/RRBS/G29750/Capan-1/v3/Capan-1.bam,gs://ccle_bams/RRBS/G29750/Capan-1/v3/Capan-1.bai,,CAPAN1,Male,Male,liver,Pancreatic Cancer,exocrine,CCLE line,ACH-000354,,1,,CCLE2,RRBS,,734928.5,,pancreas,exocrine_adenocarcinoma,PT-I6QrApbZ,,,,hQiE7g==,,,,,,,,,,
CDS-OhKbH2,,gs://ccle_bams/RRBS/G29750/Capan-2/v1/Capan-2.bam,gs://ccle_bams/RRBS/G29750/Capan-2/v1/Capan-2.bai,,CAPAN2,Male,Male,pancreas,Pancreatic Cancer,exocrine,CCLE line,ACH-000107,,1,,CCLE2,RRBS,,734889.0,,pancreas,exocrine_adenocarcinoma,PT-yuRwemmM,,,,RDGCpA==,,,,,,,,,,
CDS-gSEU6x,,gs://ccle_bams/RRBS/G29750/ChaGo-K-1/v1/ChaGo-K-1.bam,gs://ccle_bams/RRBS/G29750/ChaGo-K-1/v1/ChaGo-K-1.bai,,CHAGOK1,Male,Male,lung,Lung Cancer,NSCLC,CCLE line,ACH-000867,,1,,CCLE2,RRBS,,734895.0,,lung,,PT-LWKBMn1m,,,,CHJOgA==,,,,,,,,,,
CDS-DpwDvu,,gs://ccle_bams/RRBS/G29750/D283_Med/v1/D283_Med.bam,gs://ccle_bams/RRBS/G29750/D283_Med/v1/D283_Med.bai,,D283MED,Male,Male,abdomen,Brain Cancer,medulloblastoma,"CCLE line; group 3, MYC-expressing",ACH-000055,,1,,CCLE2,RRBS,,734898.0,,central_nervous_system,med_group_3,PT-HjzEeNiG,,,,Xu8iQg==,,,,,,,,,,
CDS-OfpomX,,gs://ccle_bams/RRBS/G29750/D341_Med/v2/D341_Med.bam,gs://ccle_bams/RRBS/G29750/D341_Med/v2/D341_Med.bai,,D341,Male,Male,central_nervous_system,Brain Cancer,medulloblastoma,"CCLE line; group 3, MYC-amp",ACH-000095,,1,,CCLE2,RRBS,,734897.5,,central_nervous_system,med_group_3,PT-iu3arJcw,,,,VFlVhg==,,,,,,,,,,
CDS-8ezMbI,,gs://ccle_bams/RRBS/G29750/DAN-G/v3/DAN-G.bam,gs://ccle_bams/RRBS/G29750/DAN-G/v3/DAN-G.bai,,DANG,Female,Female,pancreas,Pancreatic Cancer,exocrine,CCLE line,ACH-000243,,1,,CCLE2,RRBS,,734930.125,,pancreas,exocrine_adenocarcinoma,PT-CPFTAKCt,,,,oy6yrw==,,,,,,,,,,
CDS-hRF3wj,,gs://ccle_bams/RRBS/G29750/DB/v1/DB.bam,gs://ccle_bams/RRBS/G29750/DB/v1/DB.bai,,DB,Male,Male,ascites,Lymphoma,non_hodgkin_lymphoma,CCLE line,ACH-000334,,1,,CCLE2,RRBS,,734898.0,,lymphocyte,DLBCL,PT-u5DFjtCt,,,,wWegRQ==,,,,,,,,,,
CDS-wN7OBy,,gs://ccle_bams/RRBS/G29750/DBTRG-05MG/v1/DBTRG-05MG.bam,gs://ccle_bams/RRBS/G29750/DBTRG-05MG/v1/DBTRG-05MG.bai,,DBTRG05MG,Female,Female,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000863,,1,,CCLE2,RRBS,,734898.25,,central_nervous_system,glioblastoma,PT-QTLHRXST,,,,1GgMDg==,,,,,,,,,,
