,index,unknown,v1,v2,v3,v4,v5,v6,current
218,C836.JL-1.1,,gs://ccle_bams/wes/C836.JL-1.1.bam,,,,,,
219,C836.JM1.2,,gs://ccle_bams/wes/C836.JM1.2.bam,,,,,,
220,C836.JMSU-1.1,,gs://ccle_bams/wes/C836.JMSU-1.1.bam,,,,,,
221,C836.JURKAT.1,,gs://ccle_bams/wes/C836.JURKAT.1.bam,,,,,,
222,C836.JURL-MK1.2,,gs://ccle_bams/wes/C836.JURL-MK1.2.bam,,,,,,
223,C836.K-562,,gs://ccle_bams/wes/C836.K-562.bam,,,,,,
224,C836.K029AX.2,,gs://ccle_bams/wes/C836.K029AX.2.bam,,,,,,
225,C836.KARPAS-620.1,,gs://ccle_bams/wes/C836.KARPAS-620.1.bam,,,,,,
226,C836.KASUMI-2.1,,gs://ccle_bams/wes/C836.KASUMI-2.1.bam,,,,,,
227,C836.KCL-22.1,,gs://ccle_bams/wes/C836.KCL-22.1.bam,,,,,,
228,C836.KE-39.2,,gs://ccle_bams/wes/C836.KE-39.2.bam,,,,,,
229,C836.KG-1-C.1,,gs://ccle_bams/wes/C836.KG-1-C.1.bam,,,,,,
230,C836.KHM-1B.1,,gs://ccle_bams/wes/C836.KHM-1B.1.bam,,,,,,
231,C836.KMBC-2.2,,gs://ccle_bams/wes/C836.KMBC-2.2.bam,,,,,,
232,C836.KMM-1.1,,gs://ccle_bams/wes/C836.KMM-1.1.bam,,,,,,
233,C836.KMRC-2.1,,gs://ccle_bams/wes/C836.KMRC-2.1.bam,,,,,,
234,C836.KMRC-3.2,,gs://ccle_bams/wes/C836.KMRC-3.2.bam,,,,,,
235,C836.KMS-11.2,,gs://ccle_bams/wes/C836.KMS-11.2.bam,,,,,,
236,C836.KMS-12-BM.1,,gs://ccle_bams/wes/C836.KMS-12-BM.1.bam,,,,,,
237,C836.KMS-20.1,,gs://ccle_bams/wes/C836.KMS-20.1.bam,,,,,,
238,C836.KMS-21BM.2,,gs://ccle_bams/wes/C836.KMS-21BM.2.bam,,,,,,
239,C836.KMS-26,,gs://ccle_bams/wes/C836.KMS-26.bam,,,,,,
240,C836.KMS-27.1,,gs://ccle_bams/wes/C836.KMS-27.1.bam,,,,,,
241,C836.KMS-34.2,,gs://ccle_bams/wes/C836.KMS-34.2.bam,,,,,,
242,C836.KNS-60.2,,gs://ccle_bams/wes/C836.KNS-60.2.bam,,,,,,
243,C836.KOPN-8.1,,gs://ccle_bams/wes/C836.KOPN-8.1.bam,,,,,,
244,C836.KP-2.2,,gs://ccle_bams/wes/C836.KP-2.2.bam,,,,,,
245,C836.KP-N-RT-BM-1.2,,gs://ccle_bams/wes/C836.KP-N-RT-BM-1.2.bam,,,,,,
246,C836.KP-N-SI9s.2,,gs://ccle_bams/wes/C836.KP-N-SI9s.2.bam,,,,,,
247,C836.KYO-1.1,,gs://ccle_bams/wes/C836.KYO-1.1.bam,,,,,,
248,C836.KYSE-30.2,,gs://ccle_bams/wes/C836.KYSE-30.2.bam,,,,,,
249,C836.Kasumi-6.2,,gs://ccle_bams/wes/C836.Kasumi-6.2.bam,,,,,,
250,C836.L-1236.2,,gs://ccle_bams/wes/C836.L-1236.2.bam,,,,,,
251,C836.L3.3.1,,gs://ccle_bams/wes/C836.L3.3.1.bam,,,,,,
252,C836.LMSU.2,,gs://ccle_bams/wes/C836.LMSU.2.bam,,,,,,
253,C836.LNCaP_clone_FGC.2,,gs://ccle_bams/wes/C836.LNCaP_clone_FGC.2.bam,,,,,,
254,C836.LP-1.2,,gs://ccle_bams/wes/C836.LP-1.2.bam,,,,,,
255,C836.LUDLU-1.2,,gs://ccle_bams/wes/C836.LUDLU-1.2.bam,,,,,,
256,C836.Li-7.2,,gs://ccle_bams/wes/C836.Li-7.2.bam,,,,,,
257,C836.M-07e.2,,gs://ccle_bams/wes/C836.M-07e.2.bam,,,,,,
258,C836.MCAS.2,,gs://ccle_bams/wes/C836.MCAS.2.bam,,,,,,
259,C836.MDA-MB-415.1,,gs://ccle_bams/wes/C836.MDA-MB-415.1.bam,,,,,,
260,C836.MDA-MB-436.1,,gs://ccle_bams/wes/C836.MDA-MB-436.1.bam,,,,,,
261,C836.MDA_PCa_2b.2,,gs://ccle_bams/wes/C836.MDA_PCa_2b.2.bam,,,,,,
262,C836.ME-1.2,,gs://ccle_bams/wes/C836.ME-1.2.bam,,,,,,
263,C836.MEC-1.2,,gs://ccle_bams/wes/C836.MEC-1.2.bam,,,,,,
264,C836.MFE-296.2,,gs://ccle_bams/wes/C836.MFE-296.2.bam,,,,,,
265,C836.MHH-CALL-2.1,,gs://ccle_bams/wes/C836.MHH-CALL-2.1.bam,,,,,,
266,C836.MHH-CALL-3.1,,gs://ccle_bams/wes/C836.MHH-CALL-3.1.bam,,,,,,
267,C836.MHH-CALL-4.2,,gs://ccle_bams/wes/C836.MHH-CALL-4.2.bam,,,,,,
268,C836.MJ.2,,gs://ccle_bams/wes/C836.MJ.2.bam,,,,,,
269,C836.MKN74.2,,gs://ccle_bams/wes/C836.MKN74.2.bam,,,,,,
270,C836.MM1-S.2,,gs://ccle_bams/wes/C836.MM1-S.2.bam,,,,,,
271,C836.MOLM-13.2,,gs://ccle_bams/wes/C836.MOLM-13.2.bam,,,,,,
272,C836.MOLM-16.2,,gs://ccle_bams/wes/C836.MOLM-16.2.bam,,,,,,
273,C836.MOLM-6.2,,gs://ccle_bams/wes/C836.MOLM-6.2.bam,,,,,,
274,C836.MOLP-2.1,,gs://ccle_bams/wes/C836.MOLP-2.1.bam,,,,,,
275,C836.MOLP-8.1,,gs://ccle_bams/wes/C836.MOLP-8.1.bam,,,,,,
276,C836.MOLT-3.1,,gs://ccle_bams/wes/C836.MOLT-3.1.bam,,,,,,
277,C836.MOR_CPR.2,,gs://ccle_bams/wes/C836.MOR_CPR.2.bam,,,,,,
278,C836.MUTZ-5.1,,gs://ccle_bams/wes/C836.MUTZ-5.1.bam,,,,,,
279,C836.Malme-3M.2,,gs://ccle_bams/wes/C836.Malme-3M.2.bam,,,,,,
280,C836.Mino.2,,gs://ccle_bams/wes/C836.Mino.2.bam,,,,,,
281,C836.NALM-1.2,,gs://ccle_bams/wes/C836.NALM-1.2.bam,,,,,,
282,C836.NALM-19.2,,gs://ccle_bams/wes/C836.NALM-19.2.bam,,,,,,
283,C836.NAMALWA.2,,gs://ccle_bams/wes/C836.NAMALWA.2.bam,,,,,,
284,C836.NB-1.1,,gs://ccle_bams/wes/C836.NB-1.1.bam,,,,,,
285,C836.NB-4.2,,gs://ccle_bams/wes/C836.NB-4.2.bam,,,,,,
286,C836.NCC-StC-K140.1,,gs://ccle_bams/wes/C836.NCC-StC-K140.1.bam,,,,,,
287,C836.NCI-H1184.1,,gs://ccle_bams/wes/C836.NCI-H1184.1.bam,,,,,,
288,C836.NCI-H1339.2,,gs://ccle_bams/wes/C836.NCI-H1339.2.bam,,,,,,
289,C836.NCI-H1341.2,,gs://ccle_bams/wes/C836.NCI-H1341.2.bam,,,,,,
290,C836.NCI-H1373.1,,gs://ccle_bams/wes/C836.NCI-H1373.1.bam,,,,,,
291,C836.NCI-H1436.3,,gs://ccle_bams/wes/C836.NCI-H1436.3.bam,,,,,,
292,C836.NCI-H1836.2,,gs://ccle_bams/wes/C836.NCI-H1836.2.bam,,,,,,
293,C836.NCI-H1944.2,,gs://ccle_bams/wes/C836.NCI-H1944.2.bam,,,,,,
294,C836.NCI-H2073.1,,gs://ccle_bams/wes/C836.NCI-H2073.1.bam,,,,,,
295,C836.NCI-H2172.2,,gs://ccle_bams/wes/C836.NCI-H2172.2.bam,,,,,,
296,C836.NCI-H2286.1,,gs://ccle_bams/wes/C836.NCI-H2286.1.bam,,,,,,
297,C836.NCI-H660.1,,gs://ccle_bams/wes/C836.NCI-H660.1.bam,,,,,,
298,C836.NCI-H684.2,,gs://ccle_bams/wes/C836.NCI-H684.2.bam,,,,,,
299,C836.NCI-H889.2,,gs://ccle_bams/wes/C836.NCI-H889.2.bam,,,,,,
300,C836.NCO2.2,,gs://ccle_bams/wes/C836.NCO2.2.bam,,,,,,
301,C836.NH-6.1,,gs://ccle_bams/wes/C836.NH-6.1.bam,,,,,,
302,C836.NU-DHL-1.2,,gs://ccle_bams/wes/C836.NU-DHL-1.2.bam,,,,,,
303,C836.NUGC-2.2,,gs://ccle_bams/wes/C836.NUGC-2.2.bam,,,,,,
304,C836.NUGC-4.2,,gs://ccle_bams/wes/C836.NUGC-4.2.bam,,,,,,
305,C836.OCI-AML5.1,,gs://ccle_bams/wes/C836.OCI-AML5.1.bam,,,,,,
306,C836.OCI-LY-19.2,,gs://ccle_bams/wes/C836.OCI-LY-19.2.bam,,,,,,
307,C836.OCI-LY3.1,,gs://ccle_bams/wes/C836.OCI-LY3.1.bam,,,,,,
308,C836.OCI-M1.1,,gs://ccle_bams/wes/C836.OCI-M1.1.bam,,,,,,
309,C836.ONCO-DG-1.2,,gs://ccle_bams/wes/C836.ONCO-DG-1.2.bam,,,,,,
310,C836.OV-90.2,,gs://ccle_bams/wes/C836.OV-90.2.bam,,,,,,
311,C836.OVMANA.2,,gs://ccle_bams/wes/C836.OVMANA.2.bam,,,,,,
312,C836.OVSAHO.1,,gs://ccle_bams/wes/C836.OVSAHO.1.bam,,,,,,
313,C836.OVTOKO.2,,gs://ccle_bams/wes/C836.OVTOKO.2.bam,,,,,,
314,C836.P3HR-1.1,,gs://ccle_bams/wes/C836.P3HR-1.1.bam,,,,,,
315,C836.PA-TU-8902.2,,gs://ccle_bams/wes/C836.PA-TU-8902.2.bam,,,,,,
316,C836.PCM6.2,,gs://ccle_bams/wes/C836.PCM6.2.bam,,,,,,
317,C836.PEER.1,,gs://ccle_bams/wes/C836.PEER.1.bam,,,,,,
318,C836.PE_CA-PJ41__clone_D2_.1,,gs://ccle_bams/wes/C836.PE_CA-PJ41__clone_D2_.1.bam,,,,,,
319,C836.PE_CA-PJ49.2,,gs://ccle_bams/wes/C836.PE_CA-PJ49.2.bam,,,,,,
320,C836.PK-1.1,,gs://ccle_bams/wes/C836.PK-1.1.bam,,,,,,
321,C836.PK-45H.2,,gs://ccle_bams/wes/C836.PK-45H.2.bam,,,,,,
322,C836.PK-59.2,,gs://ccle_bams/wes/C836.PK-59.2.bam,,,,,,
323,C836.PL-21.2,,gs://ccle_bams/wes/C836.PL-21.2.bam,,,,,,
324,C836.PLC_PRF_5.2,,gs://ccle_bams/wes/C836.PLC_PRF_5.2.bam,,,,,,
325,C836.Panc_02.03.2,,gs://ccle_bams/wes/C836.Panc_02.03.2.bam,,,,,,
326,C836.Panc_02.13.2,,gs://ccle_bams/wes/C836.Panc_02.13.2.bam,,,,,,
327,C836.Panc_04.03.2,,gs://ccle_bams/wes/C836.Panc_04.03.2.bam,,,,,,
328,C836.Panc_05.04.1,,gs://ccle_bams/wes/C836.Panc_05.04.1.bam,,,,,,
329,C836.Pfeiffer.1,,gs://ccle_bams/wes/C836.Pfeiffer.1.bam,,,,,,
330,C836.RD-ES.2,,gs://ccle_bams/wes/C836.RD-ES.2.bam,,,,,,
331,C836.RKN.1,,gs://ccle_bams/wes/C836.RKN.1.bam,,,,,,
332,C836.RMUG-S.2,,gs://ccle_bams/wes/C836.RMUG-S.2.bam,,,,,,
333,C836.RPMI-8402.1,,gs://ccle_bams/wes/C836.RPMI-8402.1.bam,,,,,,
334,C836.RS-5.1,,gs://ccle_bams/wes/C836.RS-5.1.bam,,,,,,
335,C836.SEM.2,,gs://ccle_bams/wes/C836.SEM.2.bam,,,,,,
336,C836.SF-295.1,,gs://ccle_bams/wes/C836.SF-295.1.bam,,,,,,
337,C836.SH-10-TC.2,,gs://ccle_bams/wes/C836.SH-10-TC.2.bam,,,,,,
338,C836.SIG-M5.2,,gs://ccle_bams/wes/C836.SIG-M5.2.bam,,,,,,
339,C836.SIMA.1,,gs://ccle_bams/wes/C836.SIMA.1.bam,,,,,,
340,C836.SK-CO-1.2,,gs://ccle_bams/wes/C836.SK-CO-1.2.bam,,,,,,
341,C836.SK-MEL-31.1,,gs://ccle_bams/wes/C836.SK-MEL-31.1.bam,,,,,,
342,C836.SK-N-MC.2,,gs://ccle_bams/wes/C836.SK-N-MC.2.bam,,,,,,
343,C836.SNG-M.2,,gs://ccle_bams/wes/C836.SNG-M.2.bam,,,,,,
344,C836.SNU-1033.2,,gs://ccle_bams/wes/C836.SNU-1033.2.bam,,,,,,
345,C836.SNU-1041.2,,gs://ccle_bams/wes/C836.SNU-1041.2.bam,,,,,,
346,C836.SNU-1066.4,,gs://ccle_bams/wes/C836.SNU-1066.4.bam,,,,,,
347,C836.SNU-1076.2,,gs://ccle_bams/wes/C836.SNU-1076.2.bam,,,,,,
348,C836.SNU-1077.3,,gs://ccle_bams/wes/C836.SNU-1077.3.bam,,,,,,
349,C836.SNU-1079.2,,gs://ccle_bams/wes/C836.SNU-1079.2.bam,,,,,,
350,C836.SNU-1105.1,,gs://ccle_bams/wes/C836.SNU-1105.1.bam,,,,,,
351,C836.SNU-1196.2,,gs://ccle_bams/wes/C836.SNU-1196.2.bam,,,,,,
352,C836.SNU-1197.1,,gs://ccle_bams/wes/C836.SNU-1197.1.bam,,,,,,
353,C836.SNU-1214.1,,gs://ccle_bams/wes/C836.SNU-1214.1.bam,,,,,,
354,C836.SNU-1272.1,,gs://ccle_bams/wes/C836.SNU-1272.1.bam,,,,,,
355,C836.SNU-175.2,,gs://ccle_bams/wes/C836.SNU-175.2.bam,,,,,,
356,C836.SNU-201.2,,gs://ccle_bams/wes/C836.SNU-201.2.bam,,,,,,
357,C836.SNU-213.2,,gs://ccle_bams/wes/C836.SNU-213.2.bam,,,,,,
358,C836.SNU-216.2,,gs://ccle_bams/wes/C836.SNU-216.2.bam,,,,,,
359,C836.SNU-245.2,,gs://ccle_bams/wes/C836.SNU-245.2.bam,,,,,,
360,C836.SNU-283.2,,gs://ccle_bams/wes/C836.SNU-283.2.bam,,,,,,
361,C836.SNU-308.2,,gs://ccle_bams/wes/C836.SNU-308.2.bam,,,,,,
362,C836.SNU-324.2,,gs://ccle_bams/wes/C836.SNU-324.2.bam,,,,,,
363,C836.SNU-349.2,,gs://ccle_bams/wes/C836.SNU-349.2.bam,,,,,,
364,C836.SNU-410.1,,gs://ccle_bams/wes/C836.SNU-410.1.bam,,,,,,
365,C836.SNU-46.1,,gs://ccle_bams/wes/C836.SNU-46.1.bam,,,,,,
366,C836.SNU-466.1,,gs://ccle_bams/wes/C836.SNU-466.1.bam,,,,,,
367,C836.SNU-478.2,,gs://ccle_bams/wes/C836.SNU-478.2.bam,,,,,,
368,C836.SNU-489.2,,gs://ccle_bams/wes/C836.SNU-489.2.bam,,,,,,
369,C836.SNU-503.2,,gs://ccle_bams/wes/C836.SNU-503.2.bam,,,,,,
370,C836.SNU-520.1,,gs://ccle_bams/wes/C836.SNU-520.1.bam,,,,,,
371,C836.SNU-601.2,,gs://ccle_bams/wes/C836.SNU-601.2.bam,,,,,,
372,C836.SNU-61.2,,gs://ccle_bams/wes/C836.SNU-61.2.bam,,,,,,
373,C836.SNU-620.2,,gs://ccle_bams/wes/C836.SNU-620.2.bam,,,,,,
374,C836.SNU-626.1,,gs://ccle_bams/wes/C836.SNU-626.1.bam,,,,,,
375,C836.SNU-668.2,,gs://ccle_bams/wes/C836.SNU-668.2.bam,,,,,,
376,C836.SNU-685.2,,gs://ccle_bams/wes/C836.SNU-685.2.bam,,,,,,
377,C836.SNU-719.2,,gs://ccle_bams/wes/C836.SNU-719.2.bam,,,,,,
378,C836.SNU-738.2,,gs://ccle_bams/wes/C836.SNU-738.2.bam,,,,,,
379,C836.SNU-761.2,,gs://ccle_bams/wes/C836.SNU-761.2.bam,,,,,,
380,C836.SNU-869.2,,gs://ccle_bams/wes/C836.SNU-869.2.bam,,,,,,
381,C836.SNU-878.1,,gs://ccle_bams/wes/C836.SNU-878.1.bam,,,,,,
382,C836.SNU-886.2,,gs://ccle_bams/wes/C836.SNU-886.2.bam,,,,,,
383,C836.SNU-899.2,,gs://ccle_bams/wes/C836.SNU-899.2.bam,,,,,,
384,C836.SNU-C2A.2,,gs://ccle_bams/wes/C836.SNU-C2A.2.bam,,,,,,
385,C836.SNU-C4.2,,gs://ccle_bams/wes/C836.SNU-C4.2.bam,,,,,,
386,C836.SU-DHL-10.2,,gs://ccle_bams/wes/C836.SU-DHL-10.2.bam,,,,,,
387,C836.SU-DHL-4.2,,gs://ccle_bams/wes/C836.SU-DHL-4.2.bam,,,,,,
388,C836.SU-DHL-5.2,,gs://ccle_bams/wes/C836.SU-DHL-5.2.bam,,,,,,
389,C836.SU-DHL-6.3,,gs://ccle_bams/wes/C836.SU-DHL-6.3.bam,,,,,,
390,C836.SU-DHL-8.2,,gs://ccle_bams/wes/C836.SU-DHL-8.2.bam,,,,,,
391,C836.SUP-HD1.2,,gs://ccle_bams/wes/C836.SUP-HD1.2.bam,,,,,,
392,C836.SUP-M2.2,,gs://ccle_bams/wes/C836.SUP-M2.2.bam,,,,,,
393,C836.SW579.2,,gs://ccle_bams/wes/C836.SW579.2.bam,,,,,,
394,C836.SW_1271.2,,gs://ccle_bams/wes/C836.SW_1271.2.bam,,,,,,
395,C836.SW_1353.2,,gs://ccle_bams/wes/C836.SW_1353.2.bam,,,,,,
396,C836.SW_1573.1,,gs://ccle_bams/wes/C836.SW_1573.1.bam,,,,,,
397,C836.Sq-1.1,,gs://ccle_bams/wes/C836.Sq-1.1.bam,,,,,,
398,C836.T.T.2,,gs://ccle_bams/wes/C836.T.T.2.bam,,,,,,
399,C836.T1-73,,gs://ccle_bams/wes/C836.T1-73.bam,,,,,,
400,C836.T3M-10.2,,gs://ccle_bams/wes/C836.T3M-10.2.bam,,,,,,
401,C836.T3M-4.2,,gs://ccle_bams/wes/C836.T3M-4.2.bam,,,,,,
402,C836.TCC-PAN2.2,,gs://ccle_bams/wes/C836.TCC-PAN2.2.bam,,,,,,
403,C836.TE-14.2,,gs://ccle_bams/wes/C836.TE-14.2.bam,,,,,,
404,C836.TEN.1,,gs://ccle_bams/wes/C836.TEN.1.bam,,,,,,
405,C836.TE_125.T.1,,gs://ccle_bams/wes/C836.TE_125.T.1.bam,,,,,,
406,C836.TE_159.T.2,,gs://ccle_bams/wes/C836.TE_159.T.2.bam,,,,,,
407,C836.TE_617.T.2,,gs://ccle_bams/wes/C836.TE_617.T.2.bam,,,,,,
408,C836.TF-1.1,,gs://ccle_bams/wes/C836.TF-1.1.bam,,,,,,
409,C836.TM-31.2,,gs://ccle_bams/wes/C836.TM-31.2.bam,,,,,,
410,C836.TOV-21G.2,,gs://ccle_bams/wes/C836.TOV-21G.2.bam,,,,,,
411,C836.TO_175.T.1,,gs://ccle_bams/wes/C836.TO_175.T.1.bam,,,,,,
412,C836.TT.2,,gs://ccle_bams/wes/C836.TT.2.bam,,,,,,
413,C836.TUHR10TKB.2,,gs://ccle_bams/wes/C836.TUHR10TKB.2.bam,,,,,,
414,C836.TUHR14TKB.2,,gs://ccle_bams/wes/C836.TUHR14TKB.2.bam,,,,,,
415,C836.TUHR4TKB.2,,gs://ccle_bams/wes/C836.TUHR4TKB.2.bam,,,,,,
416,C836.TYK-nu.2,,gs://ccle_bams/wes/C836.TYK-nu.2.bam,,,,,,
417,C836.Toledo.2,,gs://ccle_bams/wes/C836.Toledo.2.bam,,,,,,
418,C836.U-937.1,,gs://ccle_bams/wes/C836.U-937.1.bam,,,,,,
419,C836.U-BLC1.2,,gs://ccle_bams/wes/C836.U-BLC1.2.bam,,,,,,
420,C836.UM-UC-1.1,,gs://ccle_bams/wes/C836.UM-UC-1.1.bam,,,,,,
421,C836.WM-793.1,,gs://ccle_bams/wes/C836.WM-793.1.bam,,,,,,
422,C836.WM-88.2,,gs://ccle_bams/wes/C836.WM-88.2.bam,,,,,,
423,C836.WM1799.2,,gs://ccle_bams/wes/C836.WM1799.2.bam,,,,,,
424,C836.WM983B.2,,gs://ccle_bams/wes/C836.WM983B.2.bam,,,,,,
425,C836.WSU-DLCL2.1,,gs://ccle_bams/wes/C836.WSU-DLCL2.1.bam,,,,,,
426,C836.YD-10B.2,,gs://ccle_bams/wes/C836.YD-10B.2.bam,,,,,,
427,C836.YD-38.2,,gs://ccle_bams/wes/C836.YD-38.2.bam,,,,,,
428,C836.YD-8.1,,gs://ccle_bams/wes/C836.YD-8.1.bam,,,,,,
429,C836.ZR-75-1.2,,gs://ccle_bams/wes/C836.ZR-75-1.2.bam,,,,,,
430,C836.huH-1.2,,gs://ccle_bams/wes/C836.huH-1.2.bam,,,,,,
431,C84_1,,gs://ccle_bams/wes/RP-1500/Exome/C84_1/current/C84_1.bam,,,,,,
432,C99_1,,gs://ccle_bams/wes/RP-1500/Exome/C99_1/current/C99_1.bam,,,,,,
433,CA46,,gs://ccle_bams/rna/G16640/CA46/current/CA46.bam,gs://ccle_bams/rna/G29750/CA46/v2/CA46.bam,,,,,
434,CADO-ES1,,gs://ccle_bams/wes/C1926/CADO-ES1/current/CADO-ES1.bam,,gs://ccle_bams/wes/G29750/CADO-ES1/v3/CADO-ES1.bam,,,,
435,CAL-120,,gs://ccle_bams/wes/G29750/CAL-120/v1/CAL-120.bam,gs://ccle_bams/rna/G32831/CAL-120/v2/CAL-120.bam,,,,,gs://ccle_bams/rna/G16640/CAL-120/current/CAL-120.bam
436,CAL-12T,,gs://ccle_bams/wes/C1926/CAL-12T/current/CAL-12T.bam,gs://ccle_bams/wes/G29750/CAL-12T/v2/CAL-12T.bam,,,,,
437,CAL-148,,gs://ccle_bams/wes/G16640/CAL-148/current/CAL-148.bam,,,,,,
438,CAL-29,,gs://ccle_bams/wes/G29750/CAL-29/v1/CAL-29.bam,,,,,,gs://ccle_bams/wes/G16640/CAL-29/current/CAL-29.bam
439,CAL-33,,gs://ccle_bams/rna/G16640/CAL-33/current/CAL-33.bam,gs://ccle_bams/rna/G29750/CAL-33/v2/CAL-33.bam,,,,,
440,CAL-51,,gs://ccle_bams/rna/G32831/CAL-51/v1/CAL-51.bam,,,,,,gs://ccle_bams/rna/G16640/CAL-51/current/CAL-51.bam
441,CAL-54,,gs://ccle_bams/rna/G32831/CAL-54/v1/CAL-54.bam,,,,,,
442,CAL-62,,gs://ccle_bams/wes/G29750/CAL-62/v1/CAL-62.bam,,,,,,gs://ccle_bams/rna/G16640/CAL-62/current/CAL-62.bam
443,CAL-85-1,,gs://ccle_bams/wes/G32831/CAL-85-1/v1/CAL-85-1.bam,,,,,,gs://ccle_bams/rna/G16640/CAL-85-1/current/CAL-85-1.bam
444,CAL72,,gs://ccle_bams/wes/CAL72.bam,gs://ccle_bams/wes/G144965/CAL72/v2/CAL72.bam,,,,,
445,CAL_27,,gs://ccle_bams/wes/G29750/CAL_27/v1/CAL_27.bam,,,,,,gs://ccle_bams/rna/G16640/CAL_27/current/CAL_27.bam
446,CAMA-1,,gs://ccle_bams/rna/G16640/CAMA-1/current/CAMA-1.bam,gs://ccle_bams/wes/G29750/CAMA-1/v2/CAMA-1.bam,gs://ccle_bams/wes/G32831/CAMA-1/v3/CAMA-1.bam,,,,
447,CAS-1,,gs://ccle_bams/rna/G32831/CAS-1/v1/CAS-1.bam,,,,,,gs://ccle_bams/wes/G16640/CAS-1/current/CAS-1.bam
448,CASKI,,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_19samples_02012018/G141708/NA/CASKI/v2/CASKI.bam,gs://ccle_bams/wes/G141708/CASKI/v3/CASKI.bam,,,,
449,CBAGPN,,gs://ccle_bams/wes/RP-1561/Exome/CBAGPN/v1/CBAGPN.bam,,,,,,
450,CCF-STTG1,,gs://ccle_bams/wes/G16640/CCF-STTG1/current/CCF-STTG1.bam,,gs://ccle_bams/rna/G29750/CCF-STTG1/v3/CCF-STTG1.bam,,,,
451,CCK-81,,gs://ccle_bams/rna/G29750/CCK-81/v1/CCK-81.bam,gs://ccle_bams/wes/G32831/CCK-81/v2/CCK-81.bam,,,,,gs://ccle_bams/rna/G16640/CCK-81/current/CCK-81.bam
452,CCLFUPGI0005T,gs://ccle_bams/rna/CCLFUPGI0005T.bam,gs://ccle_bams/wes/RP-1561/Exome/CCLFUPGI0005T/v1/CCLFUPGI0005T.bam,gs://ccle_bams/rna/DepMap_CellLine_RNAseq_Batch2_July2019/RP-1561/RNA/CCLFUPGI0005T/v2/CCLFUPGI0005T.bam,,,,,
453,CCLF_RCRF1009GL,,gs://ccle_bams/wes/CCLF_RCRF1009GL.bam,,,,,,
454,CCLP1,gs://ccle_bams/wes/CCLP1.bam,gs://ccle_bams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/CCLP1/v1/CCLP1.bam,,,,,,
455,CCSW1,,gs://ccle_bams/wes/CCSW1.bam,,,,,,
456,CFPAC-1,,gs://ccle_bams/rna/G29750/CFPAC-1/v1/CFPAC-1.bam,,,,,,gs://ccle_bams/wes/G16640/CFPAC-1/current/CFPAC-1.bam
457,CGTH-W-1,,gs://ccle_bams/wes/G16640/CGTH-W-1/current/CGTH-W-1.bam,,,,,,
458,CH-157MN,,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/CH-157MN/v1/CH-157MN.bam,,,,,,
459,CH-157MN_downsampled,,gs://ccle_bams/rna/CH-157MN_downsampled.bam,,,,,,
460,CHL-1,,gs://ccle_bams/wes/C1926/CHL-1/current/CHL-1.bam,,,,,,
461,CHLA-258,,gs://ccle_bams/wes/C817/CHLA-258/current/CHLA-258.bam,,,,,,
462,CHLA-9_1,,gs://ccle_bams/wes/G106825/CHLA-9_1/current/CHLA-9_1.bam,gs://ccle_bams/wes/RP-1211/Exome/CHLA-9_1/v2/CHLA-9_1.bam,,,,,
463,CHLA06_1,,gs://ccle_bams/rna/G106825/CHLA06_1/current/CHLA06_1.bam,gs://ccle_bams/wes/RP-1211/Exome/CHLA06_1/v2/CHLA06_1.bam,,,,,
464,CHLA10,,gs://ccle_bams/wes/RP-1561/Exome/CHLA10/v1/CHLA10.bam,,,,,,gs://ccle_bams/rna/G143832/CHLA10/current/CHLA10.bam
465,CHLA15_1,,gs://ccle_bams/wes/G106825/CHLA15_1/current/CHLA15_1.bam,gs://ccle_bams/wes/RP-1211/Exome/CHLA15_1/v2/CHLA15_1.bam,,,,,
466,CHLA218_1,,gs://ccle_bams/wes/RP-1211/Exome/CHLA218_1/v1/CHLA218_1.bam,,,,,,gs://ccle_bams/rna/G130264/CHLA218_1/current/CHLA218_1.bam
467,CHLA266_1,,gs://ccle_bams/wes/G106825/CHLA266_1/current/CHLA266_1.bam,gs://ccle_bams/wes/RP-1211/Exome/CHLA266_1/v2/CHLA266_1.bam,,,,,
468,CHLA32_1,,gs://ccle_bams/wes/G106825/CHLA32_1/current/CHLA32_1.bam,gs://ccle_bams/wes/RP-1211/Exome/CHLA32_1/v2/CHLA32_1.bam,,,,,
469,CHLA57_1,,gs://ccle_bams/wes/G106825/CHLA57_1/current/CHLA57_1.bam,gs://ccle_bams/wes/RP-1211/Exome/CHLA57_1/v2/CHLA57_1.bam,,,,,
470,CHLA99_1,,gs://ccle_bams/wes/G106825/CHLA99_1/current/CHLA99_1.bam,gs://ccle_bams/wes/RP-1211/Exome/CHLA99_1/v2/CHLA99_1.bam,,,,,
471,CHP-126,,gs://ccle_bams/rna/G16640/CHP-126/current/CHP-126.bam,gs://ccle_bams/wes/G29750/CHP-126/v2/CHP-126.bam,,,,,
472,CHP-212,,gs://ccle_bams/wes/G16640/CHP-212/current/CHP-212.bam,gs://ccle_bams/wes/G29750/CHP-212/v2/CHP-212.bam,,,,,
