index,unknown,v1,v2,v3,v4,v5,v6,current
C836.KE-39.2,gs://ccle_bams/wes/C836.KE-39.2.bam,,,,,,,
C836.KG-1-C.1,gs://ccle_bams/wes/C836.KG-1-C.1.bam,,,,,,,
C836.KHM-1B.1,gs://ccle_bams/wes/C836.KHM-1B.1.bam,,,,,,,
C836.KMBC-2.2,gs://ccle_bams/wes/C836.KMBC-2.2.bam,,,,,,,
C836.KMM-1.1,gs://ccle_bams/wes/C836.KMM-1.1.bam,,,,,,,
C836.KMRC-2.1,gs://ccle_bams/wes/C836.KMRC-2.1.bam,,,,,,,
C836.KMRC-3.2,gs://ccle_bams/wes/C836.KMRC-3.2.bam,,,,,,,
C836.KMS-11.2,gs://ccle_bams/wes/C836.KMS-11.2.bam,,,,,,,
C836.KMS-12-BM.1,gs://ccle_bams/wes/C836.KMS-12-BM.1.bam,,,,,,,
C836.KMS-20.1,gs://ccle_bams/wes/C836.KMS-20.1.bam,,,,,,,
C836.KMS-21BM.2,gs://ccle_bams/wes/C836.KMS-21BM.2.bam,,,,,,,
C836.KMS-26,gs://ccle_bams/wes/C836.KMS-26.bam,,,,,,,
C836.KMS-27.1,gs://ccle_bams/wes/C836.KMS-27.1.bam,,,,,,,
C836.KMS-34.2,gs://ccle_bams/wes/C836.KMS-34.2.bam,,,,,,,
C836.KNS-60.2,gs://ccle_bams/wes/C836.KNS-60.2.bam,,,,,,,
C836.KOPN-8.1,gs://ccle_bams/wes/C836.KOPN-8.1.bam,,,,,,,
C836.KP-2.2,gs://ccle_bams/wes/C836.KP-2.2.bam,,,,,,,
C836.KP-N-RT-BM-1.2,gs://ccle_bams/wes/C836.KP-N-RT-BM-1.2.bam,,,,,,,
C836.KP-N-SI9s.2,gs://ccle_bams/wes/C836.KP-N-SI9s.2.bam,,,,,,,
C836.KYO-1.1,gs://ccle_bams/wes/C836.KYO-1.1.bam,,,,,,,
C836.KYSE-30.2,gs://ccle_bams/wes/C836.KYSE-30.2.bam,,,,,,,
C836.Kasumi-6.2,gs://ccle_bams/wes/C836.Kasumi-6.2.bam,,,,,,,
C836.L-1236.2,gs://ccle_bams/wes/C836.L-1236.2.bam,,,,,,,
C836.L3.3.1,gs://ccle_bams/wes/C836.L3.3.1.bam,,,,,,,
C836.LMSU.2,gs://ccle_bams/wes/C836.LMSU.2.bam,,,,,,,
C836.LNCaP_clone_FGC.2,gs://ccle_bams/wes/C836.LNCaP_clone_FGC.2.bam,,,,,,,
C836.LP-1.2,gs://ccle_bams/wes/C836.LP-1.2.bam,,,,,,,
C836.LUDLU-1.2,gs://ccle_bams/wes/C836.LUDLU-1.2.bam,,,,,,,
C836.Li-7.2,gs://ccle_bams/wes/C836.Li-7.2.bam,,,,,,,
C836.M-07e.2,gs://ccle_bams/wes/C836.M-07e.2.bam,,,,,,,
C836.MCAS.2,gs://ccle_bams/wes/C836.MCAS.2.bam,,,,,,,
C836.MDA-MB-415.1,gs://ccle_bams/wes/C836.MDA-MB-415.1.bam,,,,,,,
C836.MDA-MB-436.1,gs://ccle_bams/wes/C836.MDA-MB-436.1.bam,,,,,,,
C836.MDA_PCa_2b.2,gs://ccle_bams/wes/C836.MDA_PCa_2b.2.bam,,,,,,,
C836.ME-1.2,gs://ccle_bams/wes/C836.ME-1.2.bam,,,,,,,
C836.MEC-1.2,gs://ccle_bams/wes/C836.MEC-1.2.bam,,,,,,,
C836.MFE-296.2,gs://ccle_bams/wes/C836.MFE-296.2.bam,,,,,,,
C836.MHH-CALL-2.1,gs://ccle_bams/wes/C836.MHH-CALL-2.1.bam,,,,,,,
C836.MHH-CALL-3.1,gs://ccle_bams/wes/C836.MHH-CALL-3.1.bam,,,,,,,
C836.MHH-CALL-4.2,gs://ccle_bams/wes/C836.MHH-CALL-4.2.bam,,,,,,,
C836.MJ.2,gs://ccle_bams/wes/C836.MJ.2.bam,,,,,,,
C836.MKN74.2,gs://ccle_bams/wes/C836.MKN74.2.bam,,,,,,,
C836.MM1-S.2,gs://ccle_bams/wes/C836.MM1-S.2.bam,,,,,,,
C836.MOLM-13.2,gs://ccle_bams/wes/C836.MOLM-13.2.bam,,,,,,,
C836.MOLM-16.2,gs://ccle_bams/wes/C836.MOLM-16.2.bam,,,,,,,
C836.MOLM-6.2,gs://ccle_bams/wes/C836.MOLM-6.2.bam,,,,,,,
C836.MOLP-2.1,gs://ccle_bams/wes/C836.MOLP-2.1.bam,,,,,,,
C836.MOLP-8.1,gs://ccle_bams/wes/C836.MOLP-8.1.bam,,,,,,,
C836.MOLT-3.1,gs://ccle_bams/wes/C836.MOLT-3.1.bam,,,,,,,
C836.MOR_CPR.2,gs://ccle_bams/wes/C836.MOR_CPR.2.bam,,,,,,,
C836.MUTZ-5.1,gs://ccle_bams/wes/C836.MUTZ-5.1.bam,,,,,,,
C836.Malme-3M.2,gs://ccle_bams/wes/C836.Malme-3M.2.bam,,,,,,,
C836.Mino.2,gs://ccle_bams/wes/C836.Mino.2.bam,,,,,,,
C836.NALM-1.2,gs://ccle_bams/wes/C836.NALM-1.2.bam,,,,,,,
C836.NALM-19.2,gs://ccle_bams/wes/C836.NALM-19.2.bam,,,,,,,
C836.NAMALWA.2,gs://ccle_bams/wes/C836.NAMALWA.2.bam,,,,,,,
C836.NB-1.1,gs://ccle_bams/wes/C836.NB-1.1.bam,,,,,,,
C836.NB-4.2,gs://ccle_bams/wes/C836.NB-4.2.bam,,,,,,,
C836.NCC-StC-K140.1,gs://ccle_bams/wes/C836.NCC-StC-K140.1.bam,,,,,,,
C836.NCI-H1184.1,gs://ccle_bams/wes/C836.NCI-H1184.1.bam,,,,,,,
C836.NCI-H1339.2,gs://ccle_bams/wes/C836.NCI-H1339.2.bam,,,,,,,
C836.NCI-H1341.2,gs://ccle_bams/wes/C836.NCI-H1341.2.bam,,,,,,,
C836.NCI-H1373.1,gs://ccle_bams/wes/C836.NCI-H1373.1.bam,,,,,,,
C836.NCI-H1436.3,gs://ccle_bams/wes/C836.NCI-H1436.3.bam,,,,,,,
C836.NCI-H1836.2,gs://ccle_bams/wes/C836.NCI-H1836.2.bam,,,,,,,
C836.NCI-H1944.2,gs://ccle_bams/wes/C836.NCI-H1944.2.bam,,,,,,,
C836.NCI-H2073.1,gs://ccle_bams/wes/C836.NCI-H2073.1.bam,,,,,,,
C836.NCI-H2172.2,gs://ccle_bams/wes/C836.NCI-H2172.2.bam,,,,,,,
C836.NCI-H2286.1,gs://ccle_bams/wes/C836.NCI-H2286.1.bam,,,,,,,
C836.NCI-H660.1,gs://ccle_bams/wes/C836.NCI-H660.1.bam,,,,,,,
C836.NCI-H684.2,gs://ccle_bams/wes/C836.NCI-H684.2.bam,,,,,,,
C836.NCI-H889.2,gs://ccle_bams/wes/C836.NCI-H889.2.bam,,,,,,,
C836.NCO2.2,gs://ccle_bams/wes/C836.NCO2.2.bam,,,,,,,
C836.NH-6.1,gs://ccle_bams/wes/C836.NH-6.1.bam,,,,,,,
C836.NU-DHL-1.2,gs://ccle_bams/wes/C836.NU-DHL-1.2.bam,,,,,,,
C836.NUGC-2.2,gs://ccle_bams/wes/C836.NUGC-2.2.bam,,,,,,,
C836.NUGC-4.2,gs://ccle_bams/wes/C836.NUGC-4.2.bam,,,,,,,
C836.OCI-AML5.1,gs://ccle_bams/wes/C836.OCI-AML5.1.bam,,,,,,,
C836.OCI-LY-19.2,gs://ccle_bams/wes/C836.OCI-LY-19.2.bam,,,,,,,
C836.OCI-LY3.1,gs://ccle_bams/wes/C836.OCI-LY3.1.bam,,,,,,,
C836.OCI-M1.1,gs://ccle_bams/wes/C836.OCI-M1.1.bam,,,,,,,
C836.ONCO-DG-1.2,gs://ccle_bams/wes/C836.ONCO-DG-1.2.bam,,,,,,,
C836.OV-90.2,gs://ccle_bams/wes/C836.OV-90.2.bam,,,,,,,
C836.OVMANA.2,gs://ccle_bams/wes/C836.OVMANA.2.bam,,,,,,,
C836.OVSAHO.1,gs://ccle_bams/wes/C836.OVSAHO.1.bam,,,,,,,
C836.OVTOKO.2,gs://ccle_bams/wes/C836.OVTOKO.2.bam,,,,,,,
C836.P3HR-1.1,gs://ccle_bams/wes/C836.P3HR-1.1.bam,,,,,,,
C836.PA-TU-8902.2,gs://ccle_bams/wes/C836.PA-TU-8902.2.bam,,,,,,,
C836.PCM6.2,gs://ccle_bams/wes/C836.PCM6.2.bam,,,,,,,
C836.PEER.1,gs://ccle_bams/wes/C836.PEER.1.bam,,,,,,,
C836.PE_CA-PJ41__clone_D2_.1,gs://ccle_bams/wes/C836.PE_CA-PJ41__clone_D2_.1.bam,,,,,,,
C836.PE_CA-PJ49.2,gs://ccle_bams/wes/C836.PE_CA-PJ49.2.bam,,,,,,,
C836.PK-1.1,gs://ccle_bams/wes/C836.PK-1.1.bam,,,,,,,
C836.PK-45H.2,gs://ccle_bams/wes/C836.PK-45H.2.bam,,,,,,,
C836.PK-59.2,gs://ccle_bams/wes/C836.PK-59.2.bam,,,,,,,
C836.PL-21.2,gs://ccle_bams/wes/C836.PL-21.2.bam,,,,,,,
C836.PLC_PRF_5.2,gs://ccle_bams/wes/C836.PLC_PRF_5.2.bam,,,,,,,
C836.Panc_02.03.2,gs://ccle_bams/wes/C836.Panc_02.03.2.bam,,,,,,,
C836.Panc_02.13.2,gs://ccle_bams/wes/C836.Panc_02.13.2.bam,,,,,,,
C836.Panc_04.03.2,gs://ccle_bams/wes/C836.Panc_04.03.2.bam,,,,,,,
C836.Panc_05.04.1,gs://ccle_bams/wes/C836.Panc_05.04.1.bam,,,,,,,
C836.Pfeiffer.1,gs://ccle_bams/wes/C836.Pfeiffer.1.bam,,,,,,,
C836.RD-ES.2,gs://ccle_bams/wes/C836.RD-ES.2.bam,,,,,,,
C836.RKN.1,gs://ccle_bams/wes/C836.RKN.1.bam,,,,,,,
C836.RMUG-S.2,gs://ccle_bams/wes/C836.RMUG-S.2.bam,,,,,,,
C836.RPMI-8402.1,gs://ccle_bams/wes/C836.RPMI-8402.1.bam,,,,,,,
C836.RS-5.1,gs://ccle_bams/wes/C836.RS-5.1.bam,,,,,,,
C836.SEM.2,gs://ccle_bams/wes/C836.SEM.2.bam,,,,,,,
C836.SF-295.1,gs://ccle_bams/wes/C836.SF-295.1.bam,,,,,,,
C836.SH-10-TC.2,gs://ccle_bams/wes/C836.SH-10-TC.2.bam,,,,,,,
C836.SIG-M5.2,gs://ccle_bams/wes/C836.SIG-M5.2.bam,,,,,,,
C836.SIMA.1,gs://ccle_bams/wes/C836.SIMA.1.bam,,,,,,,
C836.SK-CO-1.2,gs://ccle_bams/wes/C836.SK-CO-1.2.bam,,,,,,,
C836.SK-MEL-31.1,gs://ccle_bams/wes/C836.SK-MEL-31.1.bam,,,,,,,
C836.SK-N-MC.2,gs://ccle_bams/wes/C836.SK-N-MC.2.bam,,,,,,,
C836.SNG-M.2,gs://ccle_bams/wes/C836.SNG-M.2.bam,,,,,,,
C836.SNU-1033.2,gs://ccle_bams/wes/C836.SNU-1033.2.bam,,,,,,,
C836.SNU-1041.2,gs://ccle_bams/wes/C836.SNU-1041.2.bam,,,,,,,
C836.SNU-1066.4,gs://ccle_bams/wes/C836.SNU-1066.4.bam,,,,,,,
C836.SNU-1076.2,gs://ccle_bams/wes/C836.SNU-1076.2.bam,,,,,,,
C836.SNU-1077.3,gs://ccle_bams/wes/C836.SNU-1077.3.bam,,,,,,,
C836.SNU-1079.2,gs://ccle_bams/wes/C836.SNU-1079.2.bam,,,,,,,
C836.SNU-1105.1,gs://ccle_bams/wes/C836.SNU-1105.1.bam,,,,,,,
C836.SNU-1196.2,gs://ccle_bams/wes/C836.SNU-1196.2.bam,,,,,,,
C836.SNU-1197.1,gs://ccle_bams/wes/C836.SNU-1197.1.bam,,,,,,,
C836.SNU-1214.1,gs://ccle_bams/wes/C836.SNU-1214.1.bam,,,,,,,
C836.SNU-1272.1,gs://ccle_bams/wes/C836.SNU-1272.1.bam,,,,,,,
C836.SNU-175.2,gs://ccle_bams/wes/C836.SNU-175.2.bam,,,,,,,
C836.SNU-201.2,gs://ccle_bams/wes/C836.SNU-201.2.bam,,,,,,,
C836.SNU-213.2,gs://ccle_bams/wes/C836.SNU-213.2.bam,,,,,,,
C836.SNU-216.2,gs://ccle_bams/wes/C836.SNU-216.2.bam,,,,,,,
C836.SNU-245.2,gs://ccle_bams/wes/C836.SNU-245.2.bam,,,,,,,
C836.SNU-283.2,gs://ccle_bams/wes/C836.SNU-283.2.bam,,,,,,,
C836.SNU-308.2,gs://ccle_bams/wes/C836.SNU-308.2.bam,,,,,,,
C836.SNU-324.2,gs://ccle_bams/wes/C836.SNU-324.2.bam,,,,,,,
C836.SNU-349.2,gs://ccle_bams/wes/C836.SNU-349.2.bam,,,,,,,
C836.SNU-410.1,gs://ccle_bams/wes/C836.SNU-410.1.bam,,,,,,,
C836.SNU-46.1,gs://ccle_bams/wes/C836.SNU-46.1.bam,,,,,,,
C836.SNU-466.1,gs://ccle_bams/wes/C836.SNU-466.1.bam,,,,,,,
C836.SNU-478.2,gs://ccle_bams/wes/C836.SNU-478.2.bam,,,,,,,
C836.SNU-489.2,gs://ccle_bams/wes/C836.SNU-489.2.bam,,,,,,,
C836.SNU-503.2,gs://ccle_bams/wes/C836.SNU-503.2.bam,,,,,,,
C836.SNU-520.1,gs://ccle_bams/wes/C836.SNU-520.1.bam,,,,,,,
C836.SNU-601.2,gs://ccle_bams/wes/C836.SNU-601.2.bam,,,,,,,
C836.SNU-61.2,gs://ccle_bams/wes/C836.SNU-61.2.bam,,,,,,,
C836.SNU-620.2,gs://ccle_bams/wes/C836.SNU-620.2.bam,,,,,,,
C836.SNU-626.1,gs://ccle_bams/wes/C836.SNU-626.1.bam,,,,,,,
C836.SNU-668.2,gs://ccle_bams/wes/C836.SNU-668.2.bam,,,,,,,
C836.SNU-685.2,gs://ccle_bams/wes/C836.SNU-685.2.bam,,,,,,,
C836.SNU-719.2,gs://ccle_bams/wes/C836.SNU-719.2.bam,,,,,,,
C836.SNU-738.2,gs://ccle_bams/wes/C836.SNU-738.2.bam,,,,,,,
C836.SNU-761.2,gs://ccle_bams/wes/C836.SNU-761.2.bam,,,,,,,
C836.SNU-869.2,gs://ccle_bams/wes/C836.SNU-869.2.bam,,,,,,,
C836.SNU-878.1,gs://ccle_bams/wes/C836.SNU-878.1.bam,,,,,,,
C836.SNU-886.2,gs://ccle_bams/wes/C836.SNU-886.2.bam,,,,,,,
C836.SNU-899.2,gs://ccle_bams/wes/C836.SNU-899.2.bam,,,,,,,
C836.SNU-C2A.2,gs://ccle_bams/wes/C836.SNU-C2A.2.bam,,,,,,,
C836.SNU-C4.2,gs://ccle_bams/wes/C836.SNU-C4.2.bam,,,,,,,
C836.SU-DHL-10.2,gs://ccle_bams/wes/C836.SU-DHL-10.2.bam,,,,,,,
C836.SU-DHL-4.2,gs://ccle_bams/wes/C836.SU-DHL-4.2.bam,,,,,,,
C836.SU-DHL-5.2,gs://ccle_bams/wes/C836.SU-DHL-5.2.bam,,,,,,,
C836.SU-DHL-6.3,gs://ccle_bams/wes/C836.SU-DHL-6.3.bam,,,,,,,
C836.SU-DHL-8.2,gs://ccle_bams/wes/C836.SU-DHL-8.2.bam,,,,,,,
C836.SUP-HD1.2,gs://ccle_bams/wes/C836.SUP-HD1.2.bam,,,,,,,
C836.SUP-M2.2,gs://ccle_bams/wes/C836.SUP-M2.2.bam,,,,,,,
C836.SW579.2,gs://ccle_bams/wes/C836.SW579.2.bam,,,,,,,
C836.SW_1271.2,gs://ccle_bams/wes/C836.SW_1271.2.bam,,,,,,,
C836.SW_1353.2,gs://ccle_bams/wes/C836.SW_1353.2.bam,,,,,,,
C836.SW_1573.1,gs://ccle_bams/wes/C836.SW_1573.1.bam,,,,,,,
C836.Sq-1.1,gs://ccle_bams/wes/C836.Sq-1.1.bam,,,,,,,
C836.T.T.2,gs://ccle_bams/wes/C836.T.T.2.bam,,,,,,,
C836.T1-73,gs://ccle_bams/wes/C836.T1-73.bam,,,,,,,
C836.T3M-10.2,gs://ccle_bams/wes/C836.T3M-10.2.bam,,,,,,,
C836.T3M-4.2,gs://ccle_bams/wes/C836.T3M-4.2.bam,,,,,,,
C836.TCC-PAN2.2,gs://ccle_bams/wes/C836.TCC-PAN2.2.bam,,,,,,,
C836.TE-14.2,gs://ccle_bams/wes/C836.TE-14.2.bam,,,,,,,
C836.TEN.1,gs://ccle_bams/wes/C836.TEN.1.bam,,,,,,,
C836.TE_125.T.1,gs://ccle_bams/wes/C836.TE_125.T.1.bam,,,,,,,
C836.TE_159.T.2,gs://ccle_bams/wes/C836.TE_159.T.2.bam,,,,,,,
C836.TE_617.T.2,gs://ccle_bams/wes/C836.TE_617.T.2.bam,,,,,,,
C836.TF-1.1,gs://ccle_bams/wes/C836.TF-1.1.bam,,,,,,,
C836.TM-31.2,gs://ccle_bams/wes/C836.TM-31.2.bam,,,,,,,
C836.TOV-21G.2,gs://ccle_bams/wes/C836.TOV-21G.2.bam,,,,,,,
C836.TO_175.T.1,gs://ccle_bams/wes/C836.TO_175.T.1.bam,,,,,,,
C836.TT.2,gs://ccle_bams/wes/C836.TT.2.bam,,,,,,,
C836.TUHR10TKB.2,gs://ccle_bams/wes/C836.TUHR10TKB.2.bam,,,,,,,
C836.TUHR14TKB.2,gs://ccle_bams/wes/C836.TUHR14TKB.2.bam,,,,,,,
C836.TUHR4TKB.2,gs://ccle_bams/wes/C836.TUHR4TKB.2.bam,,,,,,,
C836.TYK-nu.2,gs://ccle_bams/wes/C836.TYK-nu.2.bam,,,,,,,
C836.Toledo.2,gs://ccle_bams/wes/C836.Toledo.2.bam,,,,,,,
C836.U-937.1,gs://ccle_bams/wes/C836.U-937.1.bam,,,,,,,
C836.U-BLC1.2,gs://ccle_bams/wes/C836.U-BLC1.2.bam,,,,,,,
C836.UM-UC-1.1,gs://ccle_bams/wes/C836.UM-UC-1.1.bam,,,,,,,
C836.WM-793.1,gs://ccle_bams/wes/C836.WM-793.1.bam,,,,,,,
C836.WM-88.2,gs://ccle_bams/wes/C836.WM-88.2.bam,,,,,,,
C836.WM1799.2,gs://ccle_bams/wes/C836.WM1799.2.bam,,,,,,,
C836.WM983B.2,gs://ccle_bams/wes/C836.WM983B.2.bam,,,,,,,
C836.WSU-DLCL2.1,gs://ccle_bams/wes/C836.WSU-DLCL2.1.bam,,,,,,,
C836.YD-10B.2,gs://ccle_bams/wes/C836.YD-10B.2.bam,,,,,,,
C836.YD-38.2,gs://ccle_bams/wes/C836.YD-38.2.bam,,,,,,,
C836.YD-8.1,gs://ccle_bams/wes/C836.YD-8.1.bam,,,,,,,
C836.ZR-75-1.2,gs://ccle_bams/wes/C836.ZR-75-1.2.bam,,,,,,,
C836.huH-1.2,gs://ccle_bams/wes/C836.huH-1.2.bam,,,,,,,
C84_1,,,,,,,,gs://ccle_bams/wes/RP-1500/Exome/C84_1/current/C84_1.bam
C99_1,,,,,,,,gs://ccle_bams/wes/RP-1500/Exome/C99_1/current/C99_1.bam
CA46,,,gs://ccle_bams/rna/G29750/CA46/v2/CA46.bam,,,,,gs://ccle_bams/rna/G16640/CA46/current/CA46.bam
CADO-ES1,,,,gs://ccle_bams/wes/G29750/CADO-ES1/v3/CADO-ES1.bam,,,,gs://ccle_bams/wes/C1926/CADO-ES1/current/CADO-ES1.bam
CAL-120,,gs://ccle_bams/wes/G29750/CAL-120/v1/CAL-120.bam,gs://ccle_bams/rna/G32831/CAL-120/v2/CAL-120.bam,,,,,gs://ccle_bams/rna/G16640/CAL-120/current/CAL-120.bam
CAL-12T,,,gs://ccle_bams/wes/G29750/CAL-12T/v2/CAL-12T.bam,,,,,gs://ccle_bams/wes/C1926/CAL-12T/current/CAL-12T.bam
CAL-148,,,,,,,,gs://ccle_bams/wes/G16640/CAL-148/current/CAL-148.bam
CAL-29,,gs://ccle_bams/wes/G29750/CAL-29/v1/CAL-29.bam,,,,,,gs://ccle_bams/wes/G16640/CAL-29/current/CAL-29.bam
CAL-33,,,gs://ccle_bams/rna/G29750/CAL-33/v2/CAL-33.bam,,,,,gs://ccle_bams/rna/G16640/CAL-33/current/CAL-33.bam
CAL-51,,gs://ccle_bams/rna/G32831/CAL-51/v1/CAL-51.bam,,,,,,gs://ccle_bams/rna/G16640/CAL-51/current/CAL-51.bam
CAL-54,,gs://ccle_bams/rna/G32831/CAL-54/v1/CAL-54.bam,,,,,,
CAL-62,,gs://ccle_bams/wes/G29750/CAL-62/v1/CAL-62.bam,,,,,,gs://ccle_bams/rna/G16640/CAL-62/current/CAL-62.bam
CAL-85-1,,gs://ccle_bams/wes/G32831/CAL-85-1/v1/CAL-85-1.bam,,,,,,gs://ccle_bams/rna/G16640/CAL-85-1/current/CAL-85-1.bam
CAL72,gs://ccle_bams/wes/CAL72.bam,,gs://ccle_bams/wes/G144965/CAL72/v2/CAL72.bam,,,,,
CAL_27,,gs://ccle_bams/wes/G29750/CAL_27/v1/CAL_27.bam,,,,,,gs://ccle_bams/rna/G16640/CAL_27/current/CAL_27.bam
CAMA-1,,,gs://ccle_bams/wes/G29750/CAMA-1/v2/CAMA-1.bam,gs://ccle_bams/wes/G32831/CAMA-1/v3/CAMA-1.bam,,,,gs://ccle_bams/rna/G16640/CAMA-1/current/CAMA-1.bam
CAS-1,,gs://ccle_bams/rna/G32831/CAS-1/v1/CAS-1.bam,,,,,,gs://ccle_bams/wes/G16640/CAS-1/current/CAS-1.bam
CASKI,,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_19samples_02012018/G141708/NA/CASKI/v2/CASKI.bam,gs://ccle_bams/wes/G141708/CASKI/v3/CASKI.bam,,,,
CBAGPN,,gs://ccle_bams/wes/RP-1561/Exome/CBAGPN/v1/CBAGPN.bam,,,,,,
CCF-STTG1,,,,gs://ccle_bams/rna/G29750/CCF-STTG1/v3/CCF-STTG1.bam,,,,gs://ccle_bams/wes/G16640/CCF-STTG1/current/CCF-STTG1.bam
CCK-81,,gs://ccle_bams/rna/G29750/CCK-81/v1/CCK-81.bam,gs://ccle_bams/wes/G32831/CCK-81/v2/CCK-81.bam,,,,,gs://ccle_bams/rna/G16640/CCK-81/current/CCK-81.bam
CCLFUPGI0005T,gs://ccle_bams/rna/CCLFUPGI0005T.bam,gs://ccle_bams/wes/RP-1561/Exome/CCLFUPGI0005T/v1/CCLFUPGI0005T.bam,gs://ccle_bams/rna/DepMap_CellLine_RNAseq_Batch2_July2019/RP-1561/RNA/CCLFUPGI0005T/v2/CCLFUPGI0005T.bam,,,,,
CCLF_RCRF1009GL,gs://ccle_bams/wes/CCLF_RCRF1009GL.bam,,,,,,,
CCLP1,gs://ccle_bams/wes/CCLP1.bam,gs://ccle_bams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/CCLP1/v1/CCLP1.bam,,,,,,
CCSW1,gs://ccle_bams/wes/CCSW1.bam,,,,,,,
CFPAC-1,,gs://ccle_bams/rna/G29750/CFPAC-1/v1/CFPAC-1.bam,,,,,,gs://ccle_bams/wes/G16640/CFPAC-1/current/CFPAC-1.bam
CGTH-W-1,,,,,,,,gs://ccle_bams/wes/G16640/CGTH-W-1/current/CGTH-W-1.bam
CH-157MN,,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/CH-157MN/v1/CH-157MN.bam,,,,,,
CH-157MN_downsampled,gs://ccle_bams/rna/CH-157MN_downsampled.bam,,,,,,,
CHL-1,,,,,,,,gs://ccle_bams/wes/C1926/CHL-1/current/CHL-1.bam
CHLA-258,,,,,,,,gs://ccle_bams/wes/C817/CHLA-258/current/CHLA-258.bam
CHLA-9_1,,,gs://ccle_bams/wes/RP-1211/Exome/CHLA-9_1/v2/CHLA-9_1.bam,,,,,gs://ccle_bams/wes/G106825/CHLA-9_1/current/CHLA-9_1.bam
CHLA06_1,,,gs://ccle_bams/wes/RP-1211/Exome/CHLA06_1/v2/CHLA06_1.bam,,,,,gs://ccle_bams/rna/G106825/CHLA06_1/current/CHLA06_1.bam
CHLA10,,gs://ccle_bams/wes/RP-1561/Exome/CHLA10/v1/CHLA10.bam,,,,,,gs://ccle_bams/rna/G143832/CHLA10/current/CHLA10.bam
CHLA15_1,,,gs://ccle_bams/wes/RP-1211/Exome/CHLA15_1/v2/CHLA15_1.bam,,,,,gs://ccle_bams/wes/G106825/CHLA15_1/current/CHLA15_1.bam
CHLA218_1,,gs://ccle_bams/wes/RP-1211/Exome/CHLA218_1/v1/CHLA218_1.bam,,,,,,gs://ccle_bams/rna/G130264/CHLA218_1/current/CHLA218_1.bam
CHLA266_1,,,gs://ccle_bams/wes/RP-1211/Exome/CHLA266_1/v2/CHLA266_1.bam,,,,,gs://ccle_bams/wes/G106825/CHLA266_1/current/CHLA266_1.bam
CHLA32_1,,,gs://ccle_bams/wes/RP-1211/Exome/CHLA32_1/v2/CHLA32_1.bam,,,,,gs://ccle_bams/wes/G106825/CHLA32_1/current/CHLA32_1.bam
CHLA57_1,,,gs://ccle_bams/wes/RP-1211/Exome/CHLA57_1/v2/CHLA57_1.bam,,,,,gs://ccle_bams/wes/G106825/CHLA57_1/current/CHLA57_1.bam
CHLA99_1,,,gs://ccle_bams/wes/RP-1211/Exome/CHLA99_1/v2/CHLA99_1.bam,,,,,gs://ccle_bams/wes/G106825/CHLA99_1/current/CHLA99_1.bam
CHP-126,,,gs://ccle_bams/wes/G29750/CHP-126/v2/CHP-126.bam,,,,,gs://ccle_bams/rna/G16640/CHP-126/current/CHP-126.bam
CHP-212,,,gs://ccle_bams/wes/G29750/CHP-212/v2/CHP-212.bam,,,,,gs://ccle_bams/wes/G16640/CHP-212/current/CHP-212.bam
CI,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_23samples_10312018/RP-1561/RNA/CI/v1/CI.bam,,,,,,gs://ccle_bams/wes/RP-1561/Exome/CI/current/CI.bam
CI-1,,,gs://ccle_bams/wes/G29750/CI-1/v2/CI-1.bam,,,,,gs://ccle_bams/wes/G16640/CI-1/current/CI-1.bam
CII,gs://ccle_bams/rna/CII.bam,,,gs://ccle_bams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/CII/v3/CII.bam,,,,gs://ccle_bams/wes/RP-1561/Exome/CII/current/CII.bam
CJM,,,gs://ccle_bams/wes/G29750/CJM/v2/CJM.bam,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/CJM/v3/CJM.bam,,,,gs://ccle_bams/wes/G16640/CJM/current/CJM.bam
CL-11,,gs://ccle_bams/rna/G29750/CL-11/v1/CL-11.bam,,,,,,gs://ccle_bams/rna/C1926/CL-11/current/CL-11.bam
CL-14,,,,,gs://ccle_bams/wes/G29750/CL-14/v4/CL-14.bam,,,gs://ccle_bams/wes/G16640/CL-14/current/CL-14.bam
CL-34,,gs://ccle_bams/wes/G29750/CL-34/v1/CL-34.bam,,,,,,gs://ccle_bams/wes/G16640/CL-34/current/CL-34.bam
CL-40,,gs://ccle_bams/rna/G29750/CL-40/v1/CL-40.bam,,,,,,gs://ccle_bams/wes/G16640/CL-40/current/CL-40.bam
CME-1_1,,gs://ccle_bams/wes/RP-1211/Exome/CME-1_1/v1/CME-1_1.bam,,,,,,gs://ccle_bams/wes/G130264/CME-1_1/current/CME-1_1.bam
CMK,,,,,gs://ccle_bams/rna/G29750/CMK/v4/CMK.bam,,,gs://ccle_bams/rna/G16640/CMK/current/CMK.bam
CML-T1,,,gs://ccle_bams/wes/G29750/CML-T1/v2/CML-T1.bam,,,,,
COGAR359_1,,,gs://ccle_bams/wes/RP-1211/Exome/COGAR359_1/v2/COGAR359_1.bam,,,,,gs://ccle_bams/rna/G106825/COGAR359_1/current/COGAR359_1.bam
