cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,matched_normal,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-I3aTEB,ACH-002215,1,,,BC3,PT-nkoiEGaf,CVCL_1080,,gs://cclebams/wes/SANGER_BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Unknown,,,pleural_effusion,Lymphoma,non_hodgkin_lymphoma,b_cell_primary_effusion,lymphocyte,,,wes,,AGILENT,Sanger line,SANGER,U,,,,hfN8tQ==,,,,,,,,,,
CDS-NSbpnq,ACH-000080,1,,,BDCM,PT-Z4410ezk,CVCL_4613,,gs://cclebams/rna/G41707.BDCM.5.bam,gs://cclebams/rna/G41707.BDCM.5.bai,,Male,,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M5,blood,,,rna,,polyA,CCLE line,DEPMAP,22/8/2013,,,,bWTdYw==,,,,,,,,,,
CDS-JHjRwl,ACH-000080,1,,,BDCM,PT-Z4410ezk,CVCL_4613,,gs://cclebams/raindance/G16640/BDCM/current/BDCM.bam,gs://cclebams/raindance/G16640/BDCM/current/BDCM.bai,,Male,,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M5,blood,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,vbjiaQ==,,,,,,,,,,
CDS-VsqV1R,ACH-000080,1,,,BDCM,PT-Z4410ezk,CVCL_4613,,gs://cclebams/RRBS/G29750/BDCM/v1/BDCM.bam,gs://cclebams/RRBS/G29750/BDCM/v1/BDCM.bai,,Male,,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M5,blood,,,RRBS,,,CCLE line,CCLE2,1/5/2013,,,,lR5iKw==,,,,,,,,,,
CDS-ENNhkJ,ACH-000080,1,,,BDCM,PT-Z4410ezk,CVCL_4613,,gs://cclebams/wes/C836.BDCM.2.bam,gs://cclebams/wes/C836.BDCM.2.bai,,Male,,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M5,blood,,,wes,,AGILENT,CCLE line,DEPMAP,28/3/2012,,,,cNfssw==,,,,,,,,,,
CDS-cgbEo1,ACH-000080,1,,,BDCM,PT-Z4410ezk,CVCL_4613,,gs://cclebams/hybrid_capture/BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M5,blood,,,hybrid_capture,,,CCLE line,CCLE2,15/7/2010,,,,m8E15Q==,,,,,,,,,,
CDS-HLZqFA,ACH-001331,1,,,BICR10,PT-dNJLaEki,CVCL_2307,,gs://cclebams/wes/SANGER_BICR10_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/wes/SANGER_BICR10_UPPER_AERODIGESTIVE_TRACT.bai,,Female,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,AGILENT,Oral cavity squamous cell carcinoma,SANGER,U,,,,1pOGdw==,,,,,,,,,,
CDS-zI9Itl,ACH-000503,1,,,BICR16,PT-POh8mDu0,CVCL_2308,,gs://cclebams/wes/ccle.wes.gdc/C836.BICR_16.1.bam,gs://cclebams/wes/ccle.wes.gdc/C836.BICR_16.1.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,AGILENT,CCLE line,DEPMAP,3/3/2012,,,,8tLnmQ==,,,,,,,,,,
CDS-IBrjAY,ACH-000503,1,,,BICR16,PT-POh8mDu0,CVCL_2308,,gs://cclebams/rna/G27345.BICR_16.1.bam,gs://cclebams/rna/G27345.BICR_16.1.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,rna,,polyA,CCLE line,DEPMAP,15/1/2013,,,,wrkd7g==,,,,,,,,,,
CDS-z4vbaU,ACH-000503,1,,,BICR16,PT-POh8mDu0,CVCL_2308,,gs://cclebams/hybrid_capture/BICR16_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/hybrid_capture/BICR16_UPPER_AERODIGESTIVE_TRACT.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,hybrid_capture,,,CCLE line,CCLE2,20/8/2010,,,,2XK7cw==,,,,,,,,,,
CDS-Zs5Bbz,ACH-000503,1,,,BICR16,PT-POh8mDu0,CVCL_2308,,gs://cclebams/RRBS/G29750/BICR_16/v3/BICR_16.bam,gs://cclebams/RRBS/G29750/BICR_16/v3/BICR_16.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,RRBS,,,CCLE line,CCLE2,17/3/2013,,,,hSggFA==,,,,,,,,,,
CDS-yzQVVa,ACH-000503,1,,,BICR16,PT-POh8mDu0,CVCL_2308,,gs://cclebams/raindance/G16640/BICR_16/current/BICR_16.bam,gs://cclebams/raindance/G16640/BICR_16/current/BICR_16.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,raindance,,,CCLE line,CCLE2,24/3/2012,,,,44fdnw==,,,,,,,,,,
CDS-hHFuUY,ACH-000992,1,,,BICR18,PT-Wxij6QdZ,CVCL_2309,,gs://cclebams/RRBS/G29750/BICR_18/v1/BICR_18.bam,gs://cclebams/RRBS/G29750/BICR_18/v1/BICR_18.bai,,Male,,,lymph_node,Head and Neck Cancer,upper_aerodigestive_squamous,,upper_aerodigestive,,,RRBS,,,CCLE line,CCLE2,2/6/2013,,,,DX13gg==,,,,,,,,,,
CDS-jXASJB,ACH-000992,1,,,BICR18,PT-Wxij6QdZ,CVCL_2309,,gs://cclebams/wes/C836.BICR_18.2.bam,gs://cclebams/wes/C836.BICR_18.2.bai,,Male,,,lymph_node,Head and Neck Cancer,upper_aerodigestive_squamous,,upper_aerodigestive,,,wes,,AGILENT,CCLE line,DEPMAP,2/3/2012,,,,rSlGRA==,,,,,,,,,,
CDS-AEMerg,ACH-000992,1,,,BICR18,PT-Wxij6QdZ,CVCL_2309,,gs://cclebams/hybrid_capture/BICR18_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/hybrid_capture/BICR18_UPPER_AERODIGESTIVE_TRACT.bai,,Male,,,lymph_node,Head and Neck Cancer,upper_aerodigestive_squamous,,upper_aerodigestive,,,hybrid_capture,,,CCLE line,CCLE2,13/11/2010,,,,QpgDOA==,,,,,,,,,,
CDS-12DTEw,ACH-000992,1,,,BICR18,PT-Wxij6QdZ,CVCL_2309,,gs://cclebams/rna/G27315.BICR_18.3.bam,gs://cclebams/rna/G27315.BICR_18.3.bai,,Male,,,lymph_node,Head and Neck Cancer,upper_aerodigestive_squamous,,upper_aerodigestive,,,rna,,polyA,CCLE line,DEPMAP,20/1/2013,,,,0SAIog==,,,,,,,,,,
CDS-tdjpc6,ACH-000794,1,,,BICR22,PT-iXzLHiO2,CVCL_2310,,gs://cclebams/rna/G27343.BICR_22.1.bam,gs://cclebams/rna/G27343.BICR_22.1.bai,,Male,,,lymph_node,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,rna,,polyA,CCLE line,DEPMAP,15/1/2013,,,,WtXOBw==,,,,,,,,,,
CDS-QaVFdj,ACH-000794,1,,,BICR22,PT-iXzLHiO2,CVCL_2310,,gs://cclebams/hybrid_capture/BICR_22.bam,gs://cclebams/hybrid_capture/BICR_22.bai,,Male,,,lymph_node,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,hybrid_capture,,,CCLE line,CCLE2,10/1/2012,,,,sjvDXA==,,,,,,,,,,
CDS-dlSBh9,ACH-000794,1,,,BICR22,PT-iXzLHiO2,CVCL_2310,,gs://cclebams/wes/SANGER_BICR22_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/wes/SANGER_BICR22_UPPER_AERODIGESTIVE_TRACT.bai,,Male,,,lymph_node,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,AGILENT,CCLE line,SANGER,U,,,,WPmYpg==,,,,,,,,,,
CDS-72TICN,ACH-000794,1,,,BICR22,PT-iXzLHiO2,CVCL_2310,,gs://cclebams/RRBS/G29750/BICR_22/v2/BICR_22.bam,gs://cclebams/RRBS/G29750/BICR_22/v2/BICR_22.bai,,Male,,,lymph_node,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,POy/Gw==,,,,,,,,,,
CDS-oW8PMQ,ACH-000228,1,,,BICR31,PT-gshyqQzR,CVCL_2312,,gs://cclebams/rna/G27386.BICR_31.1.bam,gs://cclebams/rna/G27386.BICR_31.1.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,rna,,polyA,CCLE line,DEPMAP,15/1/2013,,,,dY+zZA==,,,,,,,,,,
CDS-4XBKXq,ACH-000228,1,,,BICR31,PT-gshyqQzR,CVCL_2312,,gs://cclebams/hybrid_capture/BICR31_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/hybrid_capture/BICR31_UPPER_AERODIGESTIVE_TRACT.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,hybrid_capture,,,CCLE line,CCLE2,14/8/2010,,,,WOZg3Q==,,,,,,,,,,
CDS-KZwcE8,ACH-000228,2,,,BICR31,PT-gshyqQzR,CVCL_2312,,gs://cclebams/wes/C836.BICR_31.1.bam,gs://cclebams/wes/C836.BICR_31.1.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,AGILENT,CCLE line,DEPMAP,21/10/2012,,,,80Ve3w==,,,,,,,,,,
CDS-RdUbgd,ACH-000228,1,,,BICR31,PT-gshyqQzR,CVCL_2312,,gs://cclebams/raindance/G16640/BICR_31/current/BICR_31.bam,gs://cclebams/raindance/G16640/BICR_31/current/BICR_31.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,44o6Rg==,,,,,,,,,,
CDS-voPZj8,ACH-000228,1,,,BICR31,PT-gshyqQzR,CVCL_2312,,gs://cclebams/RRBS/G29750/BICR_31/v3/BICR_31.bam,gs://cclebams/RRBS/G29750/BICR_31/v3/BICR_31.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,RRBS,,,CCLE line,CCLE2,6/4/2013,,,,kpnL6A==,,,,,,,,,,
CDS-aqRIHu,ACH-000228,1,,,BICR31,PT-gshyqQzR,CVCL_2312,,gs://cclebams/wes/SANGER_BICR31_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/wes/SANGER_BICR31_UPPER_AERODIGESTIVE_TRACT.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,AGILENT,CCLE line,SANGER,U,,,,AnmZAg==,,,,,,,,,,
CDS-umDFBv,ACH-000771,1,,,BICR56,PT-NjvSuFlD,CVCL_2313,,gs://cclebams/hybrid_capture/BICR56_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/hybrid_capture/BICR56_UPPER_AERODIGESTIVE_TRACT.bai,,Female,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,hybrid_capture,,,CCLE line,CCLE2,12/8/2010,,,,HKs1Sw==,,,,,,,,,,
CDS-7dZJYo,ACH-000771,1,,,BICR56,PT-NjvSuFlD,CVCL_2313,,gs://cclebams/wes/C836.BICR_56.2.bam,gs://cclebams/wes/C836.BICR_56.2.bai,,Female,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,AGILENT,CCLE line,DEPMAP,3/3/2012,,,,8/hMfw==,,,,,,,,,,
CDS-su2dh6,ACH-000771,1,,,BICR56,PT-NjvSuFlD,CVCL_2313,,gs://cclebams/rna/G27299.BICR_56.1.bam,gs://cclebams/rna/G27299.BICR_56.1.bai,,Female,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,rna,,polyA,CCLE line,DEPMAP,15/1/2013,,,,3mAUIg==,,,,,,,,,,
CDS-MzkdZ4,ACH-000771,1,,,BICR56,PT-NjvSuFlD,CVCL_2313,,gs://cclebams/raindance/G16640/BICR_56/current/BICR_56.bam,gs://cclebams/raindance/G16640/BICR_56/current/BICR_56.bai,,Female,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,us8uJQ==,,,,,,,,,,
CDS-inOUl9,ACH-000771,1,,,BICR56,PT-NjvSuFlD,CVCL_2313,,gs://cclebams/RRBS/G29750/BICR_56/v2/BICR_56.bam,gs://cclebams/RRBS/G29750/BICR_56/v2/BICR_56.bai,,Female,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,RRBS,,,CCLE line,CCLE2,22/4/2013,,,,PttEmg==,,,,,,,,,,
CDS-edRxl0,ACH-000415,1,,,BICR6,PT-eONpyIln,CVCL_2314,,gs://cclebams/RRBS/G29750/BICR_6/v2/BICR_6.bam,gs://cclebams/RRBS/G29750/BICR_6/v2/BICR_6.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,r267Zg==,,,,,,,,,,
CDS-NUrXw4,ACH-000415,1,,,BICR6,PT-eONpyIln,CVCL_2314,,gs://cclebams/rna/G27387.BICR_6.1.bam,gs://cclebams/rna/G27387.BICR_6.1.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,rna,,polyA,CCLE line,DEPMAP,15/1/2013,,,,9r4d9g==,,,,,,,,,,
CDS-WDTfNt,ACH-000415,1,,,BICR6,PT-eONpyIln,CVCL_2314,,gs://cclebams/hybrid_capture/BICR6_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/hybrid_capture/BICR6_UPPER_AERODIGESTIVE_TRACT.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,hybrid_capture,,,CCLE line,CCLE2,14/8/2010,,,,WG81xg==,,,,,,,,,,
CDS-Sg3tgy,ACH-000415,1,,,BICR6,PT-eONpyIln,CVCL_2314,,gs://cclebams/raindance/G16640/BICR_6/current/BICR_6.bam,gs://cclebams/raindance/G16640/BICR_6/current/BICR_6.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,raindance,,,CCLE line,CCLE2,24/3/2012,,,,HSywdw==,,,,,,,,,,
CDS-lfRNt2,ACH-000415,1,,,BICR6,PT-eONpyIln,CVCL_2314,,gs://cclebams/wes/C836.BICR_6.1.bam,gs://cclebams/wes/C836.BICR_6.1.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,AGILENT,CCLE line,DEPMAP,3/3/2012,,,,KpjrXQ==,,,,,,,,,,
CDS-qpQ61T,ACH-001332,1,,,BICR78,PT-Al1fihpq,CVCL_2315,,gs://cclebams/wes/SANGER_BICR78_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/wes/SANGER_BICR78_UPPER_AERODIGESTIVE_TRACT.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,AGILENT,Oral cavity squamous cell carcinoma,SANGER,U,,,,OyjERQ==,,,,,,,,,,
CDS-2iwWCX,ACH-001332,1,,,BICR78,PT-Al1fihpq,CVCL_2315,,gs://cclebams/rna/G141708/BICR78/current/BICR78.bam,gs://cclebams/rna/G141708/BICR78/current/BICR78.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,rna,,polyA,Oral cavity squamous cell carcinoma,DEPMAP,14/1/2018,,,,qA7jlw==,,,,,,,,,,
CDS-uApLLD,ACH-001332,2,,,BICR78,PT-Al1fihpq,CVCL_2315,,gs://cclebams/wes/RP-1561/Exome/BICR_78_1/current/BICR_78_1.bam,gs://cclebams/wes/RP-1561/Exome/BICR_78_1/current/BICR_78_1.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,ICE,Oral cavity squamous cell carcinoma,DEPMAP,26/3/2018,,,,Kepx6A==,,,,,,,,,,
CDS-6eD7vF,ACH-001278,1,,,BIN67,PT-NKdzHGFo,CVCL_S987,,gs://cclebams/wes/RP-1211/Exome/BIN-67_2/v2/BIN-67_2.bam,gs://cclebams/wes/RP-1211/Exome/BIN-67_2/v2/BIN-67_2.bai,,Female,,,bone,Ovarian Cancer,SCCOHT,,ovary,,,wes,,ICE,"Received from Academic lab (Kadoch, Broad)",DEPMAP,17/1/2017,,,,7mcmfw==,,,,,,,,,,
CDS-K7Rhdj,ACH-001278,1,,,BIN67,PT-NKdzHGFo,CVCL_S987,,gs://cclebams/rna/G100662/BIN-67_1/current/BIN-67_1.bam,gs://cclebams/rna/G100662/BIN-67_1/current/BIN-67_1.bai,,Female,,,bone,Ovarian Cancer,SCCOHT,,ovary,,,rna,,polyA,"Received from Academic lab (Kadoch, Broad)",DEPMAP,12/6/2016,,,,ned+4w==,,,,,,,,,,
CDS-gPkQ5J,ACH-001451,1,,,BOKU,PT-GjBk3gVb,,,gs://cclebams/wes/BOKU/current/BOKU.bam,gs://cclebams/wes/BOKU/current/BOKU.bai,,Female,,,cervix,Cervical Cancer,cervical_squamous,,cervix,,,wes,,ICE,Human papillomavirus-related cervical squamous cell carcinoma,DEPMAP,28/11/2018,,,,l/GMPQ==,,,,,,,,,,
CDS-iA4NQo,ACH-001451,1,,,BOKU,PT-GjBk3gVb,,,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_8samples_013119/RP-1561/RNA/BOKU/v1/BOKU.bam,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_8samples_013119/RP-1561/RNA/BOKU/v1/BOKU.bai,,Female,,,cervix,Cervical Cancer,cervical_squamous,,cervix,,,rna,,polyA,Human papillomavirus-related cervical squamous cell carcinoma,IBM,15/1/2019,,,,wUjWUg==,,,,,,,,,,
CDS-7Kh68B,ACH-001456,1,,,C125PM,PT-3vy2hvRx,CVCL_8175,,gs://cclebams/wes/RP-1500/Exome/C125PM_1/current/C125PM_1.bam,gs://cclebams/wes/RP-1500/Exome/C125PM_1/current/C125PM_1.bai,,Unknown,,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wes,,ICE,,DEPMAP,1/9/2017,,,,g2ah2w==,,,,,,,,,,
CDS-5lI497,ACH-001456,1,,,C125PM,PT-3vy2hvRx,CVCL_8175,,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_39sample_10262017/G134624/NA/C125PM_1/v4/C125PM_1.bam,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_39sample_10262017/G134624/NA/C125PM_1/v4/C125PM_1.bai,,Unknown,,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,rna,,polyA,,IBM,8/10/2017,,,,ZF/yRw==,,,,,,,,,,
CDS-nw51zB,ACH-001818,1,,,C396,PT-oZH9BTUX,,,gs://cclebams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/C396/v2/C396.bam,gs://cclebams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/C396/v2/C396.bai,,Unknown,,,bone,Bone Cancer,osteosarcoma,,bone,,,rna,,polyA,"Received from Academic lab (Gorlick, Montefiore Medical Center)",DEPMAP,14/1/2019,,,,9NZccw==,,,,,,,,,,
CDS-SbU8UO,ACH-001818,1,,,C396,PT-oZH9BTUX,,,gs://cclebams/wes/C396.bam,gs://cclebams/wes/C396.bai,,Unknown,,,bone,Bone Cancer,osteosarcoma,,bone,,,wes,,ICE,"Received from Academic lab (Gorlick, Montefiore Medical Center)",DEPMAP,1/10/2018,,,,YHxOMg==,,,,,,,,,,
CDS-w0EwK7,ACH-000206,1,,,C8166,PT-OkQWMsSM,CVCL_1099,,gs://cclebams/rna/G77548.C8166.bam,gs://cclebams/rna/G77548.C8166.bai,,Unknown,,,haematopoietic_and_lymphoid_tissue,Lymphoma,ATL,,lymphocyte,,,rna,,polyA,,DEPMAP,15/10/2014,,,,lvNEgw==,,,,,,,,,,
CDS-IhXV7n,ACH-000206,1,,,C8166,PT-OkQWMsSM,CVCL_1099,,gs://cclebams/wes/RP-1211/Exome/C8166/v1/C8166.bam,gs://cclebams/wes/RP-1211/Exome/C8166/v1/C8166.bai,,Unknown,,,haematopoietic_and_lymphoid_tissue,Lymphoma,ATL,,lymphocyte,,,wes,,ICE,,DEPMAP,7/7/2017,,,,+pBNag==,,,,,,,,,,
CDS-kv9MeK,ACH-000206,2,,,C8166,PT-OkQWMsSM,CVCL_1099,,gs://cclebams/rna/G131709/C8166/current/C8166.bam,gs://cclebams/rna/G131709/C8166/current/C8166.bai,,Unknown,,,haematopoietic_and_lymphoid_tissue,Lymphoma,ATL,,lymphocyte,,,rna,,polyA,,DEPMAP,5/9/2017,,,,9rRVJg==,,,,,,,,,,
CDS-Enx8mY,ACH-000440,1,,,CA46,PT-lYQODzcw,CVCL_1101,,gs://cclebams/raindance/G16640/CA46/current/CA46.bam,gs://cclebams/raindance/G16640/CA46/current/CA46.bai,,Male,,,ascites,Lymphoma,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,OCHCMQ==,,,,,,,,,,
CDS-jD59C1,ACH-000440,1,,,CA46,PT-lYQODzcw,CVCL_1101,,gs://cclebams/wes/SANGER_CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,,ascites,Lymphoma,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,,,wes,,AGILENT,CCLE line,SANGER,U,,,,U3WFng==,,,,,,,,,,
CDS-WLIW2O,ACH-000440,1,,,CA46,PT-lYQODzcw,CVCL_1101,,gs://cclebams/RRBS/G29750/CA46/v2/CA46.bam,gs://cclebams/RRBS/G29750/CA46/v2/CA46.bai,,Male,,,ascites,Lymphoma,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,,,RRBS,,,CCLE line,CCLE2,2/5/2013,,,,nxY1Gw==,,,,,,,,,,
CDS-H8kdMt,ACH-000440,1,,,CA46,PT-lYQODzcw,CVCL_1101,,gs://cclebams/rna/G27359.CA46.1.bam,gs://cclebams/rna/G27359.CA46.1.bai,,Male,,,ascites,Lymphoma,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,,,rna,,polyA,CCLE line,DEPMAP,15/1/2013,,,,d3u7MA==,,,,,,,,,,
CDS-AYOKZS,ACH-000440,1,,,CA46,PT-lYQODzcw,CVCL_1101,,gs://cclebams/hybrid_capture/CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,,ascites,Lymphoma,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,,,hybrid_capture,,,CCLE line,CCLE2,4/8/2010,,,,P4jPTA==,,,,,,,,,,
CDS-buRdmP,ACH-002043,1,,,CA922,PT-hJGP5Std,CVCL_1102,,gs://cclebams/wes/SANGER_CA922_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/wes/SANGER_CA922_UPPER_AERODIGESTIVE_TRACT.bai,,Male,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_carcinoma,gingival,upper_aerodigestive,,,wes,,AGILENT,Human gingival carcinoma cell line. Expressing remarkable EGF receptor. HLA-A 2/24. TKG0485 (Deposited from Tohoku Univ.).,SANGER,U,,,,/JFftg==,,,,,,,,,,
CDS-TNUQzA,ACH-000826,1,,,CAL12T,PT-LcMrjh59,CVCL_1105,,gs://cclebams/rna/G27338.CAL-12T.1.bam,gs://cclebams/rna/G27338.CAL-12T.1.bai,,Male,,,lung,Lung Cancer,NSCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,15/1/2013,,,,YcUdNw==,,,,,,,,,,
CDS-7Pj1pY,ACH-000826,1,,,CAL12T,PT-LcMrjh59,CVCL_1105,,gs://cclebams/raindance/G16640/CAL-12T/current/CAL-12T.bam,gs://cclebams/raindance/G16640/CAL-12T/current/CAL-12T.bai,,Male,,,lung,Lung Cancer,NSCLC,,lung,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,BvRz8A==,,,,,,,,,,
CDS-PvUVfq,ACH-000826,2,,,CAL12T,PT-LcMrjh59,CVCL_1105,,gs://cclebams/wes/C1926/CAL-12T/current/CAL-12T.bam,gs://cclebams/wes/C1926/CAL-12T/current/CAL-12T.bai,,Male,,,lung,Lung Cancer,NSCLC,,lung,,,wes,,AGILENT,CCLE line,DEPMAP,1/8/2015,,,,xcd+jw==,,,,,,,,,,
CDS-o3sAKx,ACH-000826,1,,,CAL12T,PT-LcMrjh59,CVCL_1105,,gs://cclebams/hybrid_capture/CAL12T_LUNG.bam,gs://cclebams/hybrid_capture/CAL12T_LUNG.bai,,Male,,,lung,Lung Cancer,NSCLC,,lung,,,hybrid_capture,,,CCLE line,CCLE2,24/6/2010,,,,Kfb0lg==,,,,,,,,,,
CDS-aPPLuu,ACH-000826,1,,,CAL12T,PT-LcMrjh59,CVCL_1105,,gs://cclebams/wes/SANGER_CAL12T_LUNG.bam,gs://cclebams/wes/SANGER_CAL12T_LUNG.bai,,Male,,,lung,Lung Cancer,NSCLC,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,PWqoHg==,,,,,,,,,,
CDS-X9ACdg,ACH-000826,1,,,CAL12T,PT-LcMrjh59,CVCL_1105,,gs://cclebams/RRBS/G29750/CAL-12T/v2/CAL-12T.bam,gs://cclebams/RRBS/G29750/CAL-12T/v2/CAL-12T.bai,,Male,,,lung,Lung Cancer,NSCLC,,lung,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,ewWwnw==,,,,,,,,,,
CDS-BELkEJ,ACH-002091,1,,,CAL39,PT-cyEmo7iT,CVCL_1109,,gs://cclebams/wes/SANGER_CAL39_VULVA.bam,gs://cclebams/wes/SANGER_CAL39_VULVA.bai,,Female,,,vul,Vulvar,squa,,,,,wes,,AGILENT,,SANGER,U,,,,XpxEvA==,,,,,,,,,,
