Approved symbol	Previous symbol
IL1RAP	
IL1RAPL1	IL1RAPL
IL1RAPL1	MRX34
IL1RAPL1	MRX21
IL1RAPL1	MRX10
IL1RAPL2	
IL1RL1	
IL1RL2	
IL1RN	
IL2	
IL2RA	IL2R
IL2RA	IDDM10
IL2RB	IL15RB
IL2RG	SCIDX1
IL2RG	IMD4
IL2RG	CIDX
IL3	
IL3RA	
IL4	
IL4I1	
IL4R	
IL5	
IL5RA	IL5R
IL6	IFNB2
IL6-AS1	
IL6R	
IL6R-AS1	
IL6RP1	IL6RL1
IL6ST	
IL6ST-DT	
IL6STP1	IL6STP
IL7	
IL7R	
IL9	
IL9R	
IL9RP1	
IL9RP2	
IL9RP3	
IL9RP4	
IL10	
IL10RA	IL10R
IL10RB	CRFB4
IL10RB	D21S58
IL10RB	D21S66
IL10RB-DT	IL10RB-AS1
IL11	
IL11RA	
IL11RB	
IL12A	NKSF1
IL12A-AS1	
IL12B	NKSF2
IL12RB1	IL12RB
IL12RB2	
IL13	
IL13RA1	
IL13RA2	
IL14	
IL15	
IL15RA	
IL16	
IL17A	CTLA8
IL17A	IL17
IL17B	
IL17C	
IL17D	
IL17F	
IL17RA	IL17R
IL17RB	IL17BR
IL17RC	
IL17RD	
IL17RE	
IL17REL	
IL18	
IL18BP	
IL18R1	
IL18RAP	
IL19	
IL20	
IL20RA	
IL20RB	FNDC6
IL20RB-AS1	
IL21	
IL21-AS1	
IL21R	
IL21R-AS1	
IL22	
IL22RA1	IL22R
IL22RA2	
IL23A	
IL23R	
IL24	ST16
IL25	IL17E
IL26	
IL27	IL30
IL27RA	
IL31	
IL31RA	
IL32	
IL33	C9orf26
IL34	C16orf77
IL36A	IL1F6
IL36B	IL1F8
IL36G	IL1F9
IL36RN	IL1F5
IL37	IL1F7
ILCF	
ILDR1	DFNB42
ILDR2	C1orf32
ILF2	
ILF2P1	
ILF2P2	
ILF3	
ILF3-DT	ILF3-AS1
ILK	
ILKAP	
ILRUN	C6orf106
ILRUN-AS1	
ILRUNP1	
ILVBL	
ILVBL-AS1	
IMMP1L	IMMP1
IMMP1LP1	
IMMP1LP2	
IMMP1LP3	
IMMP2L	IMMP2L-IT1
IMMT	
IMMTP1	IMMTP
IMP3	MRPS4
IMP3	C15orf12
IMP3P1	
IMP3P2	
IMP4	
IMPA1	IMPA
IMPA1P1	IMPA1P
IMPA2	
IMPACT	
IMPDH1	RP10
IMPDH1P1	
IMPDH1P2	
IMPDH1P3	
IMPDH1P4	
IMPDH1P5	
IMPDH1P6	
IMPDH1P7	
IMPDH1P8	
IMPDH1P9	
IMPDH1P10	
IMPDH1P11	IMPDHL1
IMPDH2	
IMPG1	SPACR
IMPG2	
INA	NEF5
INAFM1	PRR24
INAFM2	LINC00984
INAVA	C1orf106
INCA1	
INCENP	
INE1	
INE2	
INF2	C14orf151
INF2	C14orf173
ING1	
ING2	ING1L
ING2-DT	
ING3	
ING4	
ING5	
INGX	ING2
INHA	
INHBA	
INHBA-AS1	
INHBB	
INHBC	
INHBE	
INHCAP	TFP
INHCAP	TFP1
INIP	C9orf80
INKA1	C3orf54
INKA1	FAM212A
INKA2	C1orf183
INKA2	FAM212B
INKA2-AS1	FAM212B-AS1
INMT	
INMT-MINDY4	INMT-FAM188B
INO80	INOC1
INO80-AS1	
INO80B	HMGA1L4
INO80B	ZNHIT4
INO80B-WBP1	
INO80C	C18orf37
INO80D	
INO80D-AS2	
INO80E	CCDC95
INPP1	
INPP3	
INPP4A	INPP4
INPP4B	
INPP5A	
INPP5B	
INPP5C	
INPP5D	
INPP5E	JBTS1
INPP5F	
INPP5J	PIB5PA
INPP5K	
INPPL1	
INS	IDDM2
INS	IDDM1
INS-IGF2	
INSAF	
INSC	
INSIG1	
INSIG1-DT	
INSIG2	
INSL1	
INSL2	
INSL3	RLNL
INSL4	
INSL5	
INSL6	
INSM1	
INSM2	
INSR	
INSRL	
INSRR	
INSSA2	
INSYN1	C15orf59
INSYN1-AS1	C15orf59-AS1
INSYN2A	C10orf141
INSYN2A	FAM196A
INSYN2A	INSYN2
INSYN2B	C5orf57
INSYN2B	FAM196B
INTS1	
INTS2	KIAA1287
INTS3	C1orf60
INTS4	
INTS4P1	INTS4L1
INTS4P2	INTS4L2
INTS5	KIAA1698
INTS6	DDX26
INTS6-AS1	
INTS6L	DDX26B
INTS6L-AS1	DDX26B-AS1
INTS6P1	
INTS7	C1orf73
INTS8	C8orf52
INTS9	
INTS9-AS1	
INTS10	C8orf35
INTS11	CPSF3L
INTS12	PHF22
INTS13	C12orf11
INTS13	ASUN
INTS14	C15orf44
INTS14	VWA9
INTS15	C7orf26
INTU	PDZK6
INTU	PDZD6
INVS	NPHP2
IP6K1	IHPK1
IP6K2	IHPK2
IP6K3	IHPK3
IPCEF1	
IPMK	
IPMKP1	
IPO4	
IPO5	KPNB3
IPO5	RANBP5
IPO5P1	
IPO7	RANBP7
IPO7P1	
IPO7P2	
IPO8	RANBP8
IPO8P1	
IPO9	
IPO9-AS1	
IPO11	
IPO13	
IPP	
IPPK	C9orf12
IPPKP1	
IPW	
IQANK1	FAM83H-AS1
IQCA1	IQCA
IQCA1-AS1	
IQCA1L	IQCA1P1
IQCB1	
IQCB2P	IQCB1P1
IQCC	
IQCD	
IQCE	
IQCF1	
IQCF2	
IQCF3	
IQCF4P	
IQCF5	
IQCF5-AS1	
IQCF6	
IQCG	
IQCH	
IQCH-AS1	
IQCJ	
IQCJ-SCHIP1	
IQCJ-SCHIP1-AS1	
IQCK	
IQCM	
IQCN	KIAA1683
IQGAP1	
IQGAP2	
IQGAP3	
IQSEC1	
IQSEC2	MRX1
IQSEC2	MRX78
IQSEC2	MRX18
IQSEC3	
IQSEC3-AS1	
IQSEC3P1	
IQSEC3P2	
IQSEC3P3	
IQUB	
IRAG1	MRVI1
IRAG1-AS1	MRVI1-AS1
IRAG2	LRMP
IRAIN	
IRAK1	
IRAK1BP1	
IRAK2	
IRAK3	
IRAK4	
IREB2	
IRF1	
IRF1-AS1	C5orf56
IRF2	
IRF2-DT	
IRF2BP1	
IRF2BP2	
IRF2BPL	C14orf4
IRF3	
IRF4	MUM1
IRF5	
IRF5P1	
IRF6	VWS
IRF6	LPS
IRF7	
IRF8	ICSBP1
IRF9	ISGF3G
IRGC	IRGC1
IRGM	IRGM1
IRGQ	IRGQ1
IRS1	
IRS2	
IRS3P	IRS3L
IRS4	
IRS4-AS1	
IRX1	
IRX1P1	
IRX2	
IRX2-DT	C5orf38
IRX3	
IRX4	
IRX4-AS1	
IRX4P1	
IRX5	
IRX6	IRX7
ISCA1	HBLD2
ISCA1P1	ISCA1L
ISCA1P2	
ISCA1P3	
ISCA1P4	
ISCA1P5	
ISCA1P6	
ISCA2	HBLD1
ISCA2P1	
ISCU	NIFUN
ISCUP1	
ISG15	G1P2
ISG20	
ISG20L2	
ISL1	
ISL1-DT	
ISL2	
ISLR	
ISLR2	
ISM1	C20orf82
ISM1-AS1	
ISM2	THSD3
ISOC1	
ISOC2	
IST1	KIAA0174
ISX	
ISY1	
ISY1-RAB43	
ISYNA1	
ITCH	
ITCH-AS1	
ITCH-IT1	
ITFG1	
ITFG1-AS1	
ITFG2	FGGAP1
ITFG2-AS1	
ITGA1	
ITGA2	CD49B
ITGA2-AS1	
ITGA2B	GP2B
ITGA3	MSK18
ITGA4	CD49D
ITGA5	FNRA
ITGA6	
ITGA6-AS1	
ITGA7	
ITGA8	
ITGA9	
ITGA9-AS1	
ITGA10	
ITGA11	
ITGAD	
ITGAE	
ITGAL	CD11A
ITGAM	CR3A
ITGAM	CD11B
ITGAV	VNRA
ITGAV	MSK8
ITGAV	VTNR
ITGAW	
ITGAX	CD11C
ITGB1	FNRB
ITGB1	MSK12
ITGB1	MDF2
ITGB1-DT	
ITGB1BP1	
ITGB1BP2	
ITGB1P1	FNRBL
ITGB2	CD18
ITGB2	MFI7
ITGB2-AS1	
ITGB3	GP3A
ITGB3BP	
ITGB4	
ITGB5	
ITGB5-AS1	
ITGB6	
ITGB7	
ITGB8	
ITGB8-AS1	
ITGBL1	
ITIH1	
ITIH2	
ITIH2-AS1	
ITIH3	
ITIH4	ITIHL1
ITIH4-AS1	
ITIH5	
ITIH6	ITIH5L
ITK	
ITLN1	
ITLN2	
ITM2A	
ITM2B	
ITM2BP1	ITM2BP
ITM2C	
ITPA	C20orf37
ITPK1	
ITPK1-AS1	C14orf85
ITPK1-AS1	NCRNA00203
ITPK1-AS1	ITPK1AS
ITPK1-AS1	ITPK1-AS
ITPK1P1	
ITPKA	
ITPKB	
ITPKB-AS1	
ITPKB-IT1	
ITPKC	
ITPR1	SCA15
ITPR1	SCA16
ITPR1	SCA29
ITPR1-DT	ITPR1-AS1
ITPR2	
ITPR2-AS1	
ITPR3	
ITPR3-AS1	
ITPRID1	CCDC129
ITPRID2	SSFA2
ITPRID2-DT	
ITPRIP	KIAA1754
ITPRIP-AS1	
ITPRIPL1	KIAA1754L
ITPRIPL2	
ITSN1	SH3D1A
ITSN1	ITSN
ITSN2	SH3D1B
IUR1	
IV	
IVD	
IVL	
IVNS1ABP	
IWS1	
IYD	C6orf71
IZUMO1	
IZUMO1R	FOLR4
IZUMO2	C19orf41
IZUMO3	C9orf134
IZUMO4	C19orf36
JADE1	PHF17
JADE2	PHF15
JADE3	PHF16
JADRR	LINC00915
JAG1	AGS
JAG1	JAGL1
JAG2	
JAGN1	
JAK1	JAK1B
JAK2	
JAK3	
JAKMIP1	
JAKMIP1-DT	LINC02495
JAKMIP2	
JAKMIP2-AS1	
JAKMIP3	C10orf39
JAKMIP3	C10orf14
JAKMIP3-AS1	
JAM2	C21orf43
JAM3	
JAML	AMICA1
JARID2	JMJ
JARID2-AS1	
JARID2-DT	
JAZF1	
JAZF1-AS1	
JBS	
JCAD	KIAA1462
JCADP1	
JCHAIN	IGJ
JCHAINP1	IGJP1
JDP2	JUNDM2
JDP2-AS1	
JHY	C11orf63
JKAMP	C14orf100
JKAMPP1	
JMJD1C	TRIP8
JMJD1C-AS1	
JMJD1C-AS2	
JMJD4	
JMJD6	PTDSR
JMJD7	
JMJD7-PLA2G4B	
JMJD8	C16orf20
JMY	
JOSD1	
JOSD2	
JPD	
JPH1	
JPH2	
JPH3	TNRC22
JPH4	JPHL1
JPT1	HN1
JPT1P1	
JPT2	C16orf34
JPT2	HN1L
JPX	NCRNA00183
JRK	
JRKL	
JRKL-AS1	
JSRP1	
JTB	
JTB-DT	
JTBP1	
JUN	
JUNB	
JUND	
JUP	CTNNG
K12T	
KAAG1	
KALRN	HAPIP
KANK1	ANKRD15
KANK1P1	
KANK2	MXRA3
KANK2	ANKRD25
KANK3	ANKRD47
KANK4	ANKRD38
KANSL1	KIAA1267
KANSL1-AS1	
KANSL1L	C2orf67
KANSL1L-AS1	
KANSL2	C12orf41
KANSL3	KIAA1310
KANTR	LINC01155
KARS1	DFNB89
KARS1	KARS
KARS1P1	KARSP1
KARS1P2	KARSP2
KARS1P3	KARSP3
KASH5	CCDC155
KAT2A	GCN5L2
KAT2B	PCAF
KAT5	HTATIP
KAT6A	ZNF220
KAT6A	RUNXBP2
KAT6A	MYST3
KAT6A-AS1	
KAT6B	MYST4
KAT7	MYST2
KAT7P1	
KAT8	MYST1
KAT14	CSRP2BP
KATNA1	
KATNAL1	
KATNAL2	
KATNB1	
KATNBL1	C15orf29
KATNBL1P1	
KATNBL1P2	
KATNBL1P3	
KATNBL1P4	
KATNBL1P5	
KATNBL1P6	
KATNIP	KIAA0556
KAZALD1	
KAZN	C1orf196
KAZN-AS1	
KBTBD2	BKLHD1
KBTBD3	BKLHD3
KBTBD4	BKLHD4
KBTBD6	
KBTBD7	
KBTBD8	
KBTBD11	
KBTBD11-AS1	
KBTBD11-OT1	
KBTBD12	KLHDC6
KBTBD13	
KCMF1	
KCNA1	AEMK
KCNA2	
KCNA3	
KCNA4	KCNA4L
KCNA5	
KCNA6	
KCNA7	
KCNA10	
KCNAB1	
KCNAB1-AS1	
KCNAB1-AS2	
KCNAB2	
KCNAB3	
KCNB1	
KCNB2	
KCNC1	
KCNC2	
KCNC3	SCA13
KCNC4	C1orf30
KCNC4-DT	KCNC4-AS1
KCNC4-DT	LINC02586
KCND1	
KCND2	
KCND3	SCA22
KCND3	SCA19
KCND3-AS1	
KCND3-IT1	
KCNE1	
KCNE1B	
KCNE2	
KCNE3	
KCNE4	
KCNE5	KCNE1L
KCNF1	KCNF
KCNG1	KCNG
KCNG2	
KCNG3	
KCNG4	
KCNH1	
KCNH1-IT1	
KCNH2	LQT2
KCNH3	
KCNH4	
KCNH5	
KCNH6	
KCNH7	
KCNH7-AS1	
KCNH8	
KCNIP1	
KCNIP1-AS1	
KCNIP1-OT1	
KCNIP2	
KCNIP2-AS1	
KCNIP3	CSEN
KCNIP4	
KCNIP4-IT1	NCRNA00099
KCNJ1	
KCNJ2	
KCNJ2-AS1	
KCNJ3	
KCNJ4	
KCNJ5	
KCNJ5-AS1	C11orf45
KCNJ6	KCNJ7
KCNJ6-AS1	KCNJ6-IT1
KCNJ8	
KCNJ9	
KCNJ10	
KCNJ11	
KCNJ12	KCNJN1
KCNJ13	
KCNJ14	
KCNJ15	
KCNJ16	
KCNJ18	
KCNK1	
KCNK2	
KCNK3	
KCNK4	
KCNK5	
KCNK6	
KCNK7	
KCNK9	
KCNK10	
KCNK12	
KCNK13	
KCNK15	KCNK11
KCNK15	KCNK14
KCNK15-AS1	
KCNK16	
KCNK17	
KCNK18	
KCNMA1	SLO
KCNMA1-AS1	
KCNMA1-AS2	
KCNMA1-AS3	
KCNMB1	
KCNMB2	
KCNMB2-AS1	
KCNMB3	KCNMB2
KCNMB3	KCNMBL
KCNMB3P1	KCNMB2L
KCNMB3P1	KCNMBLP
KCNMB3P1	KCNMB3L
KCNMB4	
KCNN1	
KCNN2	
KCNN3	
KCNN4	
KCNQ1	LQT
KCNQ1	KCNA9
KCNQ1-AS1	
KCNQ1DN	
KCNQ1OT1	
KCNQ2	EBN
KCNQ2	EBN1
KCNQ2-AS1	
KCNQ3	EBN2
KCNQ4	DFNA2
KCNQ5	
KCNQ5-AS1	
KCNQ5-AS2	
KCNQ5-DT	
KCNQ5-IT1	
KCNRG	
KCNS1	
KCNS2	
KCNS3	
KCNT1	
KCNT2	
KCNU1	
KCNV1	
KCNV2	
KCP	CRIM2
KCTD1	C18orf5
KCTD2	
KCTD3	
KCTD4	
KCTD5	
KCTD5P1	
KCTD6	
KCTD7	
KCTD8	
KCTD9	
KCTD9P1	
KCTD9P2	KCTD9L
KCTD9P3	
KCTD9P4	
KCTD9P5	
KCTD9P6	
KCTD10	
KCTD10P1	
KCTD11	C17orf36
KCTD12	C13orf2
KCTD13	
KCTD13-DT	
KCTD14	
KCTD15	
KCTD16	
KCTD17	
KCTD18	
KCTD19	
KCTD20	C6orf69
KCTD21	
KCTD21-AS1	
KDELR1	
KDELR2	
KDELR3	
KDF1	C1orf172
KDM1A	AOF2
KDM1A	KDM1
KDM1B	C6orf193
KDM1B	AOF1
KDM2A	FBXL11
KDM2B	FBXL10
KDM2B-DT	
KDM3A	JMJD1
KDM3A	JMJD1A
KDM3AP1	
KDM3B	C5orf7
KDM3B	JMJD1B
KDM4A	JMJD2
KDM4A	JMJD2A
KDM4A-AS1	
KDM4B	JMJD2B
KDM4C	JMJD2C
KDM4D	JMJD2D
KDM4E	KDM4DL
KDM4F	
KDM5A	RBBP2
KDM5A	JARID1A
KDM5B	JARID1B
KDM5C	SMCX
KDM5C	JARID1C
KDM5C	MRX13
KDM5C-IT1	
KDM5D	HYA
KDM5D	HY
KDM5D	SMCY
KDM5D	JARID1D
KDM5DP1	
KDM6A	UTX
KDM6B	JMJD3
KDM7A	JHDM1D
KDM7A-DT	JHDM1D-AS1
KDM8	JMJD5
KDR	
KDSR	FVT1
KDSR-DT	
KEAP1	
KEL	
KERA	CNA2
KFM	KFS
KHDC1	C6orf148
KHDC1	C6orf147
KHDC1-AS1	
KHDC1L	
KHDC1P1	
KHDC3L	C6orf221
KHDC4	KIAA0907
KHDRBS1	
KHDRBS2	
KHDRBS2-OT1	KHDRBS2-OT
KHDRBS3	
KHK	
KHNYN	KIAA0323
KHSRP	
KHSRPP1	
KIAA0040	
KIAA0087	
KIAA0232	
KIAA0319	
KIAA0319L	
KIAA0408	
KIAA0513	
KIAA0586	
KIAA0753	
KIAA0825	C5orf36
KIAA0895LP1	
KIAA0930	C22orf9
KIAA1143	
KIAA1143P1	
KIAA1143P2	
KIAA1191	
KIAA1210	
KIAA1217	
KIAA1328	
KIAA1522	
KIAA1549	
KIAA1549L	C11orf69
KIAA1549L	C11orf41
KIAA1586	
KIAA1614	
KIAA1614-AS1	
KIAA1671	
KIAA1671-AS1	
KIAA1755	
KIAA1958	
KIAA2012	
KIAA2012-AS1	
KIAA2013	
KIAA2026	
KICS2	C12orf66
KIDINS220	
KIF1A	ATSV
KIF1A	C2orf20
KIF1A	SPG30
KIF1B	CMT2A
KIF1B	CMT2
KIF1C	SAX2
KIF1C-AS1	
KIF2A	KIF2
KIF2B	
KIF2C	KNSL6
KIF3A	
KIF3AP1	
KIF3B	
KIF3C	
KIF4A	
KIF4B	
KIF4CP	
KIF5A	SPG10
KIF5B	KNS1
KIF5C	
KIF5C-AS1	
KIF6	C6orf102
KIF7	
KIF9	
KIF9-AS1	
KIF11	KNSL1
KIF12	
KIF13A	
KIF13B	
KIF14	
KIF15	KNSL7
KIF16B	C20orf23
KIF17	
KIF18A	
KIF18B	
KIF18B-DT	
KIF18BP1	
KIF19	
KIF19BP	
KIF20A	RAB6KIFL
KIF20B	MPHOSPH1
KIF21A	FEOM1
KIF21B	
KIF22	KNSL4
KIF23	KNSL5
KIF23-AS1	
KIF24	C9orf48
KIF25	KNSL3
KIF25-AS1	C6orf54
KIF25-AS1	NCRNA00300
KIF26A	
KIF26A-DT	
KIF26B	
KIF26B-AS1	
KIF27	
KIF28P	
KIFAP3	
KIFBP	KIAA1279
KIFBP	KIF1BP
KIFC1	KNSL2
KIFC2	
KIFC3	
KIN	
KIR2DL1	
KIR2DL2	
KIR2DL3	
KIR2DL4	
KIR2DL5A	
KIR2DL5B	
KIR2DP1	
KIR2DS1	
KIR2DS2	
KIR2DS3	
KIR2DS4	
KIR2DS5	
KIR3DL1	KIR
KIR3DL2	
KIR3DL3	
KIR3DP1	
KIR3DS1	
KIR3DX1	LENG12
KIRREL1	KIRREL
KIRREL1-IT1	KIRREL-IT1
KIRREL2	
KIRREL3	
KIRREL3-AS1	
KIRREL3-AS2	
KIRREL3-AS3	PRR10
KIRREL3-AS3	NCRNA00288
KISS1	
KISS1R	GPR54
KIT	PBT
KITLG	MGF
KIZ	NCRNA00153
KIZ	C20orf19
KIZ	PLK1S1
KIZ-AS1	
KL	
KLB	
KLC1	KNS2
KLC1-AS1	
KLC2	
KLC2-AS1	
KLC2-AS2	
KLC3	
KLC4	KNSL8
KLC4-AS1	
KLF1	
KLF2	
KLF2-DT	
KLF2P1	
KLF2P2	
KLF2P3	
KLF2P4	
KLF3	
KLF3-AS1	
KLF3P1	
KLF3P2	
KLF4	
KLF4P1	
KLF5	BTEB2
KLF6	BCD1
KLF6	ST12
KLF6	COPEB
KLF7	
KLF7-IT1	
KLF7P1	KLF7P
KLF8	
KLF8P1	
KLF9	BTEB1
KLF9-DT	
KLF10	TIEG
KLF11	TIEG2
KLF11-DT	
KLF12	
KLF13	
KLF14	
KLF15	
KLF16	
KLF17	ZNF393
KLF17P1	
KLF17P2	
KLF18	
KLHDC1	
KLHDC2	
KLHDC3	
KLHDC4	
KLHDC7A	
KLHDC7B	
KLHDC7B-DT	
KLHDC8A	
KLHDC8B	
KLHDC9	
KLHDC10	
KLHL1	
KLHL2	
KLHL2P1	
KLHL3	
KLHL4	
KLHL5	
KLHL6	
KLHL6-AS1	
KLHL7	
KLHL7-DT	KLHL7-AS1
KLHL8	
KLHL9	
KLHL10	
KLHL11	
KLHL12	
KLHL13	BKLHD2
KLHL13	KIAA1309
KLHL14	
KLHL15	
KLHL17	
KLHL18	
KLHL20	
KLHL21	
KLHL22	
KLHL23	
KLHL24	
KLHL25	
KLHL26	
KLHL28	BTBD5
KLHL29	KBTBD9
KLHL30	
KLHL30-AS1	C2orf19
KLHL31	KBTBD1
KLHL32	BKLHD5
KLHL32	KIAA1900
KLHL33	
KLHL34	
KLHL35	
KLHL36	C16orf44
KLHL38	
KLHL40	KBTBD5
KLHL41	KBTBD10
KLHL42	KLHDC5
KLK1	
KLK2	
KLK3	APS
KLK4	PRSS17
KLK5	
KLK6	PRSS9
KLK6	PRSS18
KLK7	PRSS6
KLK8	PRSS19
KLK9	
KLK10	PRSSL1
KLK11	PRSS20
KLK12	
KLK13	
KLK14	
KLK15	
KLKB1	KLK3
KLKP1	
KLLN	
KLRA1P	KLRA1
KLRA1P	KLRAP1
KLRB1	NKR
KLRC1	NKG2
KLRC2	
KLRC3	
KLRC4	
KLRC4-KLRK1	
KLRD1	CD94
KLRF1	
KLRF2	
KLRG1	
KLRG2	
KLRK1	D12S2489E
KLRK1-AS1	
KMO	
KMS	
KMT2A	MLL
KMT2B	
KMT2C	MLL3
KMT2CP1	
KMT2CP2	
KMT2CP3	
KMT2CP4	
KMT2CP5	
KMT2D	TNRC21
KMT2D	MLL2
KMT2E	MLL5
KMT2E-AS1	
KMT5A	SETD8
KMT5AP1	SETD8P1
KMT5AP2	
KMT5AP3	
KMT5B	SUV420H1
KMT5C	SUV420H2
KNCN	
KNDC1	RASGEF2
KNDC1	C10orf23
KNG1	KNG
KNG1	BDK
KNG1	HK
KNL1	MCPH4
KNL1	CASC5
KNOP1	C16orf88
KNOP1P1	
KNOP1P2	
KNOP1P3	
KNOP1P4	
KNOP1P5	
KNPEP	
KNSTRN	C15orf23
KNTC1	
KPNA1	
KPNA2	RCH1
KPNA2P1	
KPNA2P2	
KPNA2P3	
KPNA3	
KPNA3-IT1	
KPNA4	
KPNA4P1	
KPNA5	
KPNA6	
KPNA7	
KPNB1	
KPNB1-DT	
KPNB1P1	
KPRP	C1orf45
KPTN	
KRAS	KRAS2
KRASP1	KRAS1P
KRBA1	
KRBA2	
KRBOX1	
KRBOX1-AS1	
KRBOX4	ZNF673
KRBOX5	ZNF720
KRBOX5P1	ZNF720P1
KRCC1	
KREMEN1	KREMEN
KREMEN2	
KRI1	
KRIT1	CCM1
KRR1	HRB2
KRR1P1	
KRT1	EHK1
KRT2	KRT2A
KRT3	
KRT4	CYK4
KRT5	EBS2
KRT6A	KRT6C
KRT6A	KRT6D
KRT6B	KRTL1
KRT6C	KRT6E
KRT7	
KRT7-AS	
KRT8	
KRT8P1	
KRT8P2	
KRT8P3	
KRT8P4	
KRT8P5	
KRT8P6	
KRT8P7	
KRT8P8	
KRT8P9	
KRT8P10	
KRT8P11	KRT8L1
KRT8P12	KRT8L2
KRT8P13	
KRT8P14	
KRT8P15	
KRT8P16	
KRT8P17	
KRT8P18	
KRT8P19	
KRT8P20	
KRT8P21	
KRT8P22	
KRT8P23	
KRT8P24	
KRT8P25	
KRT8P26	
KRT8P27	
KRT8P28	
KRT8P29	
KRT8P30	
KRT8P31	
KRT8P32	
KRT8P33	
KRT8P34	
KRT8P35	
KRT8P36	
KRT8P37	
KRT8P38	
KRT8P39	
KRT8P40	
KRT8P41	
KRT8P42	
KRT8P43	
KRT8P44	
KRT8P45	
KRT8P46	
KRT8P47	
KRT8P48	
KRT8P49	
KRT8P50	
KRT8P51	
KRT8P52	
KRT9	
KRT10	KPP
KRT10-AS1	TMEM99
KRT12	
KRT13	
KRT14	EBS3
KRT14	EBS4
KRT14L1	
KRT14L2	
KRT14L3	
KRT15	
KRT15L	
KRT16	
KRT16L1	
KRT16L2	
KRT16P1	KRT14P
KRT16P2	
KRT16P3	KERSMCR
KRT16P4	
KRT16P5	
KRT16P6	
KRT17	PCHC1
KRT17P1	
KRT17P2	
KRT17P3	
KRT17P4	
KRT17P5	
KRT17P6	
KRT17P7	
KRT17P8	
KRT18	
KRT18P1	
KRT18P2	
KRT18P3	
KRT18P4	
KRT18P5	
KRT18P6	
KRT18P7	
KRT18P8	
KRT18P9	
KRT18P10	
KRT18P11	KRT18L1
KRT18P12	
KRT18P13	KRT18L3
KRT18P14	KRT18L4
KRT18P15	KRT18L5
KRT18P16	
KRT18P17	
KRT18P18	
KRT18P19	
KRT18P20	
KRT18P21	
KRT18P22	
KRT18P23	
KRT18P24	
KRT18P25	
KRT18P26	
KRT18P27	
KRT18P28	
KRT18P29	
KRT18P30	
KRT18P31	
KRT18P32	
KRT18P33	
KRT18P34	
KRT18P35	
KRT18P36	
KRT18P37	
KRT18P38	
KRT18P39	
KRT18P40	
KRT18P41	
KRT18P42	
KRT18P43	
KRT18P44	
KRT18P45	
KRT18P46	
KRT18P47	
KRT18P48	
KRT18P49	
KRT18P50	
KRT18P51	
KRT18P52	
KRT18P53	
KRT18P54	
KRT18P55	
KRT18P56	
KRT18P57	
KRT18P58	
KRT18P59	
KRT18P60	
KRT18P61	
KRT18P62	
KRT18P63	
KRT18P64	
KRT18P65	
KRT18P66	
KRT18P67	
KRT18P68	
KRT19	
KRT19P1	
KRT19P2	KRT19P5
KRT19P3	
KRT19P4	
KRT19P6	
KRT20	
KRT22	KRT22
KRT23	
KRT24	
KRT25	KRT25A
KRT26	KRT25B
KRT27	KRT25C
KRT28	KRT25D
KRT31	KRTHA1
KRT32	KRTHA2
KRT33A	KRTHA3A
KRT33B	KRTHA3B
KRT34	KRTHA4
KRT35	KRTHA5
KRT36	KRTHA6
KRT37	KRTHA7
KRT38	KRTHA8
KRT39	
KRT40	
KRT41P	KRTHAP1
KRT42P	
KRT43P	
KRT71	
KRT72	
KRT73	
KRT73-AS1	
KRT74	
KRT75	
KRT76	
KRT77	KRT1B
KRT78	
KRT79	
KRT80	
KRT81	KRTHB1
KRT82	KRTHB2
KRT83	KRTHB3
KRT84	KRTHB4
KRT85	KRTHB5
KRT86	KRTHB6
KRT87P	KRTHBP4
KRT87P	KRT121P
KRT88P	KRTHBP3
KRT88P	KRT122P
KRT89P	KRTHBP2
KRT89P	KRT123P
KRT90P	KRTHBP1
KRT90P	KRT124P
KRT125P	
KRT126P	
KRT127P	KRT3P1
KRT128P	
KRT222	KRT222P
KRT223P	
KRT224P	
KRTAP1-1	
KRTAP1-3	
KRTAP1-4	
KRTAP1-5	
KRTAP2-1	
KRTAP2-2	
KRTAP2-3	
KRTAP2-4	
KRTAP2-5P	KRTAP2P1
KRTAP3-1	
KRTAP3-2	
KRTAP3-3	
KRTAP3-4P	KRTAP3P1
KRTAP4-1	KRTAP4-10
KRTAP4-2	
KRTAP4-3	
KRTAP4-4	KRTAP4-13
KRTAP4-5	
KRTAP4-6	KRTAP4-15
KRTAP4-7	
KRTAP4-8	
KRTAP4-9	
KRTAP4-11	KRTAP4-14
KRTAP4-12	
KRTAP4-16	KRTAP4P1
KRTAP4-16	KRTAP4-16P
KRTAP4-17P	
KRTAP5-1	KRN1L
KRTAP5-2	
KRTAP5-3	
KRTAP5-4	
KRTAP5-5	
KRTAP5-6	
KRTAP5-7	
KRTAP5-8	
KRTAP5-9	KRN1
KRTAP5-10	
KRTAP5-11	
KRTAP5-13P	KRTAP5P1
KRTAP5-14P	KRTAP5P2
KRTAP5-AS1	
KRTAP6-1	
KRTAP6-2	
KRTAP6-3	
KRTAP7-1	
KRTAP8-1	
KRTAP8-2P	KRTAP8P1
KRTAP8-3P	KRTAP8P2
KRTAP9-1	KRTAP9L3
KRTAP9-2	
KRTAP9-3	
KRTAP9-4	
KRTAP9-6	KRTAP9L2
KRTAP9-7	KRTAP9L1
KRTAP9-8	
KRTAP9-9	KRTAP9-5
KRTAP9-10P	
KRTAP9-11P	KRTAP9P1
