,stripped_cell_line_name,wes_bam,wes_bai,wgs_bam,wgs_bai,rna_bam,rna_bai,hybrid_capture_bam,hybrid_capture_bai,targeted_bam,targeted_bai,raindance_bam,raindance_bai
ACH-000933,,gs://cclebams/wes/C836.SNU-324.2.bam,gs://cclebams/wes/C836.SNU-324.2.bai,,,gs://cclebams/rna/G27471.SNU-324.2.bam,gs://cclebams/rna/G27471.SNU-324.2.bai,gs://cclebams/hybrid_capture/SNU324_PANCREAS.bam,gs://cclebams/hybrid_capture/SNU324_PANCREAS.bai,,,gs://cclebams/raindance/G16640/SNU-324/current/SNU-324.bam,gs://cclebams/raindance/G16640/SNU-324/current/SNU-324.bai
ACH-000114,,,,,,gs://cclebams/rna/G27208.SU.86.86.1.bam,gs://cclebams/rna/G27208.SU.86.86.1.bai,gs://cclebams/hybrid_capture/SU8686_PANCREAS.bam,gs://cclebams/hybrid_capture/SU8686_PANCREAS.bai,,,gs://cclebams/raindance/G16640/SU.86.86/current/SU.86.86.bam,gs://cclebams/raindance/G16640/SU.86.86/current/SU.86.86.bai
ACH-000304,,,,,,gs://cclebams/rna/G30626.WM-115.1.bam,gs://cclebams/rna/G30626.WM-115.1.bai,gs://cclebams/hybrid_capture/WM115_SKIN.bam,gs://cclebams/hybrid_capture/WM115_SKIN.bai,,,gs://cclebams/raindance/G16640/WM-115/current/WM-115.bam,gs://cclebams/raindance/G16640/WM-115/current/WM-115.bai
ACH-000574,,,,gs://cclebams/wgs/G32831/FU-OV-1/v2/FU-OV-1.bam,gs://cclebams/wgs/G32831/FU-OV-1/v2/FU-OV-1.bai,gs://cclebams/rna/G26181.FU-OV-1.2.bam,gs://cclebams/rna/G26181.FU-OV-1.2.bai,gs://cclebams/hybrid_capture/FUOV1_OVARY.bam,gs://cclebams/hybrid_capture/FUOV1_OVARY.bai,,,gs://cclebams/raindance/G16640/FU-OV-1/current/FU-OV-1.bam,gs://cclebams/raindance/G16640/FU-OV-1/current/FU-OV-1.bai
ACH-000364,,,,gs://cclebams/wgs/G16436/U-2_OS/v1/U-2_OS.bam,gs://cclebams/wgs/G16436/U-2_OS/v1/U-2_OS.bai,gs://cclebams/rna/G27254.U-2_OS.1.bam,gs://cclebams/rna/G27254.U-2_OS.1.bai,gs://cclebams/hybrid_capture/U2OS_BONE.bam,gs://cclebams/hybrid_capture/U2OS_BONE.bai,,,gs://cclebams/raindance/G16640/U-2_OS/current/U-2_OS.bam,gs://cclebams/raindance/G16640/U-2_OS/current/U-2_OS.bai
ACH-000376,,gs://cclebams/wes/C836.SF-295.1.bam,gs://cclebams/wes/C836.SF-295.1.bai,gs://cclebams/wgs/G32831/SF-295/v2/SF-295.bam,gs://cclebams/wgs/G32831/SF-295/v2/SF-295.bai,gs://cclebams/rna/G41678.SF-295.5.bam,gs://cclebams/rna/G41678.SF-295.5.bai,gs://cclebams/hybrid_capture/SF295_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/SF295_CENTRAL_NERVOUS_SYSTEM.bai,,,gs://cclebams/raindance/G16640/SF-295/current/SF-295.bam,gs://cclebams/raindance/G16640/SF-295/current/SF-295.bai
ACH-000762,,gs://cclebams/wes/C836.YD-38.2.bam,gs://cclebams/wes/C836.YD-38.2.bam.bai,,,gs://cclebams/rna/G30643.YD-38.3.bam,gs://cclebams/rna/G30643.YD-38.3.bai,gs://cclebams/hybrid_capture/YD38_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/hybrid_capture/YD38_UPPER_AERODIGESTIVE_TRACT.bai,,,gs://cclebams/raindance/G16640/YD-38/current/YD-38.bam,gs://cclebams/raindance/G16640/YD-38/current/YD-38.bai
ACH-000100,,,,,,gs://cclebams/rna/G27477.RH-41.2.bam,gs://cclebams/rna/G27477.RH-41.2.bai,gs://cclebams/hybrid_capture/RH41_SOFT_TISSUE.bam,gs://cclebams/hybrid_capture/RH41_SOFT_TISSUE.bai,,,,
ACH-000975,,,,,,gs://cclebams/rna/G41819.HCC2450.bam,gs://cclebams/rna/G41819.HCC2450.bai,,,,,,
ACH-000897,,gs://cclebams/wes/C836.FTC-238.1.bam,gs://cclebams/wes/C836.FTC-238.1.bai,,,gs://cclebams/rna/G27302.FTC-238.1.bam,gs://cclebams/rna/G27302.FTC-238.1.bai,gs://cclebams/hybrid_capture/FTC238_THYROID.bam,gs://cclebams/hybrid_capture/FTC238_THYROID.bai,,,gs://cclebams/raindance/G16640/FTC-238/current/FTC-238.bam,gs://cclebams/raindance/G16640/FTC-238/current/FTC-238.bai
ACH-000473,,,,gs://cclebams/wgs/G16454/RT-112/v1/RT-112.bam,gs://cclebams/wgs/G16454/RT-112/v1/RT-112.bai,gs://cclebams/rna/G27264.RT-112.1.bam,gs://cclebams/rna/G27264.RT-112.1.bai,gs://cclebams/hybrid_capture/RT112_URINARY_TRACT.bam,gs://cclebams/hybrid_capture/RT112_URINARY_TRACT.bai,,,gs://cclebams/raindance/RT-112/current/RT-112.bam,gs://cclebams/raindance/RT-112/current/RT-112.bai
ACH-000987,,,,,,gs://cclebams/rna/G28071.MeWo.1.bam,gs://cclebams/rna/G28071.MeWo.1.bai,gs://cclebams/hybrid_capture/MEWO_SKIN.bam,gs://cclebams/hybrid_capture/MEWO_SKIN.bai,,,gs://cclebams/raindance/G16640/MeWo/current/MeWo.bam,gs://cclebams/raindance/G16640/MeWo/current/MeWo.bai
ACH-000312,,,,,,gs://cclebams/rna/G27501.SK-N-BE_2_.2.bam,gs://cclebams/rna/G27501.SK-N-BE_2_.2.bai,gs://cclebams/hybrid_capture/SK-N-BE_2_.bam,gs://cclebams/hybrid_capture/SK-N-BE_2_.bai,,,gs://cclebams/raindance/SK-N-BE_2_/current/SK-N-BE_2_.bam,gs://cclebams/raindance/SK-N-BE_2_/current/SK-N-BE_2_.bai
ACH-000443,,,,,,gs://cclebams/rna/G35070/OVKATE/current/OVKATE.bam,gs://cclebams/rna/G35070/OVKATE/current/OVKATE.bai,gs://cclebams/hybrid_capture/OVKATE_OVARY.bam,gs://cclebams/hybrid_capture/OVKATE_OVARY.bai,,,gs://cclebams/raindance/G16640/OVKATE/current/OVKATE.bam,gs://cclebams/raindance/G16640/OVKATE/current/OVKATE.bai
ACH-000934,,,,gs://cclebams/wgs/G32831/MDA-MB-361/v2/MDA-MB-361.bam,gs://cclebams/wgs/G32831/MDA-MB-361/v2/MDA-MB-361.bai,gs://cclebams/rna/G28034.MDA-MB-361.1.bam,gs://cclebams/rna/G28034.MDA-MB-361.1.bai,gs://cclebams/hybrid_capture/MDAMB361_BREAST.bam,gs://cclebams/hybrid_capture/MDAMB361_BREAST.bai,,,gs://cclebams/raindance/G16640/MDA-MB-361/current/MDA-MB-361.bam,gs://cclebams/raindance/G16640/MDA-MB-361/current/MDA-MB-361.bai
ACH-000620,,,,gs://cclebams/wgs/G32831/JHH-1/v3/JHH-1.bam,gs://cclebams/wgs/G32831/JHH-1/v3/JHH-1.bai,gs://cclebams/rna/G28846.JHH-1.3.bam,gs://cclebams/rna/G28846.JHH-1.3.bai,gs://cclebams/hybrid_capture/JHH1_LIVER.bam,gs://cclebams/hybrid_capture/JHH1_LIVER.bai,,,gs://cclebams/raindance/G16640/JHH-1/current/JHH-1.bam,gs://cclebams/raindance/G16640/JHH-1/current/JHH-1.bai
ACH-000532,,gs://cclebams/wes/C836.SNU-61.2.bam,gs://cclebams/wes/C836.SNU-61.2.bai,,,gs://cclebams/rna/G27469.SNU-61.2.bam,gs://cclebams/rna/G27469.SNU-61.2.bai,gs://cclebams/hybrid_capture/SNU-61.bam,gs://cclebams/hybrid_capture/SNU-61.bai,gs://cclebams/targeted/C1926/SNU-61/current/SNU-61.bam,gs://cclebams/targeted/C1926/SNU-61/current/SNU-61.bai,gs://cclebams/raindance/G16640/SNU-61/current/SNU-61.bam,gs://cclebams/raindance/G16640/SNU-61/current/SNU-61.bai
ACH-000825,,,,,,gs://cclebams/rna/G28848.HOP-92.3.bam,gs://cclebams/rna/G28848.HOP-92.3.bai,,,gs://cclebams/targeted/C1926/HOP-92/current/HOP-92.bam,gs://cclebams/targeted/C1926/HOP-92/current/HOP-92.bai,,
ACH-000316,,gs://cclebams/wes/C836.SNU-886.2.bam,gs://cclebams/wes/C836.SNU-886.2.bai,,,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G30629/NA/SNU-886/v1/SNU-886.bam,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G30629/NA/SNU-886/v1/SNU-886.bai,gs://cclebams/hybrid_capture/SNU886_LIVER.bam,gs://cclebams/hybrid_capture/SNU886_LIVER.bai,,,,
ACH-000426,,gs://cclebams/wes/CDS-IRJkVH.hg19.bam,gs://cclebams/wes/CDS-IRJkVH.hg19.bai,,,gs://cclebams/rna/G26213.KMS-20.2.bam,gs://cclebams/rna/G26213.KMS-20.2.bai,gs://cclebams/hybrid_capture/KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/KMS-20/current/KMS-20.bam,gs://cclebams/raindance/G16640/KMS-20/current/KMS-20.bai
ACH-000303,,,,,,gs://cclebams/rna/G27508.SNU-5.2.bam,gs://cclebams/rna/G27508.SNU-5.2.bai,gs://cclebams/hybrid_capture/SNU5_STOMACH.bam,gs://cclebams/hybrid_capture/SNU5_STOMACH.bai,gs://cclebams/targeted/C1926/SNU-5/current/SNU-5.bam,gs://cclebams/targeted/C1926/SNU-5/current/SNU-5.bai,gs://cclebams/raindance/G16640/SNU-5/current/SNU-5.bam,gs://cclebams/raindance/G16640/SNU-5/current/SNU-5.bai
ACH-000763,,gs://cclebams/wes/C836.MM1-S.2.bam,gs://cclebams/wes/C836.MM1-S.2.bai,gs://cclebams/wgs/G16433/MM1-S/v1/MM1-S.bam,gs://cclebams/wgs/G16433/MM1-S/v1/MM1-S.bai,gs://cclebams/rna/G25233.MM1-S.1.bam,gs://cclebams/rna/G25233.MM1-S.1.bai,gs://cclebams/hybrid_capture/MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,gs://cclebams/targeted/C1926/MM1-S/current/MM1-S.bam,gs://cclebams/targeted/C1926/MM1-S/current/MM1-S.bai,gs://cclebams/raindance/G16640/MM1-S/current/MM1-S.bam,gs://cclebams/raindance/G16640/MM1-S/current/MM1-S.bai
ACH-000730,,,,gs://cclebams/wgs/G32831/SK-MEL-5/v2/SK-MEL-5.bam,gs://cclebams/wgs/G32831/SK-MEL-5/v2/SK-MEL-5.bai,gs://cclebams/rna/G41672.SK-MEL-5.5.bam,gs://cclebams/rna/G41672.SK-MEL-5.5.bai,gs://cclebams/hybrid_capture/SKMEL5_SKIN.bam,gs://cclebams/hybrid_capture/SKMEL5_SKIN.bai,,,gs://cclebams/raindance/G16640/SK-MEL-5/current/SK-MEL-5.bam,gs://cclebams/raindance/G16640/SK-MEL-5/current/SK-MEL-5.bai
ACH-000406,,gs://cclebams/wes/C836.U-937.1.bam,gs://cclebams/wes/C836.U-937.1.bai,,,gs://cclebams/rna/G41727.U-937.5.bam,gs://cclebams/rna/G41727.U-937.5.bai,gs://cclebams/hybrid_capture/U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/U-937/current/U-937.bam,gs://cclebams/raindance/G16640/U-937/current/U-937.bai
ACH-000958,,,,gs://cclebams/wgs/G32831/SW48/v2/SW48.bam,gs://cclebams/wgs/G32831/SW48/v2/SW48.bai,gs://cclebams/rna/G30645.SW48.3.bam,gs://cclebams/rna/G30645.SW48.3.bai,gs://cclebams/hybrid_capture/SW48_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/SW48_LARGE_INTESTINE.bai,,,gs://cclebams/raindance/G16640/SW48/current/SW48.bam,gs://cclebams/raindance/G16640/SW48/current/SW48.bai
ACH-000341,,,,,,gs://cclebams/rna/G27518.SK-N-FI.2.bam,gs://cclebams/rna/G27518.SK-N-FI.2.bai,gs://cclebams/hybrid_capture/SKNFI_AUTONOMIC_GANGLIA.bam,gs://cclebams/hybrid_capture/SKNFI_AUTONOMIC_GANGLIA.bai,,,gs://cclebams/raindance/G16640/SK-N-FI/current/SK-N-FI.bam,gs://cclebams/raindance/G16640/SK-N-FI/current/SK-N-FI.bai
ACH-000973,,,,,,gs://cclebams/rna/G27276.639-V.1.bam,gs://cclebams/rna/G27276.639-V.1.bai,gs://cclebams/hybrid_capture/639V_URINARY_TRACT.bam,gs://cclebams/hybrid_capture/639V_URINARY_TRACT.bai,,,gs://cclebams/raindance/G16640/639-V/current/639-V.bam,gs://cclebams/raindance/G16640/639-V/current/639-V.bai
ACH-000997,,,,gs://cclebams/wgs/G16425/HCT-15/v1/HCT-15.bam,gs://cclebams/wgs/G16425/HCT-15/v1/HCT-15.bai,gs://cclebams/rna/G20507.HCT-15.2.bam,gs://cclebams/rna/G20507.HCT-15.2.bai,gs://cclebams/hybrid_capture/HCT-15.merged.bam,gs://cclebams/hybrid_capture/HCT-15.merged.bai,,,,
ACH-000342,,gs://cclebams/wes/C836.CL-14.2.bam,gs://cclebams/wes/C836.CL-14.2.bam.bai,,,gs://cclebams/rna/G27362.CL-14.1.bam,gs://cclebams/rna/G27362.CL-14.1.bai,gs://cclebams/hybrid_capture/CL14_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/CL14_LARGE_INTESTINE.bai,gs://cclebams/targeted/C1926/CL-14/current/CL-14.bam,gs://cclebams/targeted/C1926/CL-14/current/CL-14.bai,gs://cclebams/raindance/G16640/CL-14/current/CL-14.bam,gs://cclebams/raindance/G16640/CL-14/current/CL-14.bai
ACH-000353,,,,,,gs://cclebams/rna/G27257.TE-15.1.bam,gs://cclebams/rna/G27257.TE-15.1.bai,gs://cclebams/hybrid_capture/TE-15.bam,gs://cclebams/hybrid_capture/TE-15.bai,,,,
ACH-000270,,,,gs://cclebams/wgs/G32831/HPAC/v2/HPAC.bam,gs://cclebams/wgs/G32831/HPAC/v2/HPAC.bai,gs://cclebams/rna/G26196.HPAC.2.bam,gs://cclebams/rna/G26196.HPAC.2.bai,gs://cclebams/hybrid_capture/HPAC.bam,gs://cclebams/hybrid_capture/HPAC.bai,,,gs://cclebams/raindance/G16640/HPAC/current/HPAC.bam,gs://cclebams/raindance/G16640/HPAC/current/HPAC.bai
ACH-000844,,gs://cclebams/wes/C836.DMS_454.1.bam,gs://cclebams/wes/C836.DMS_454.1.bai,gs://cclebams/wgs/G16392/DMS_454/v2/DMS_454.bam,gs://cclebams/wgs/G16392/DMS_454/v2/DMS_454.bai,gs://cclebams/rna/G20476.DMS_454.2.bam,gs://cclebams/rna/G20476.DMS_454.2.bai,gs://cclebams/hybrid_capture/DMS454_LUNG.bam,gs://cclebams/hybrid_capture/DMS454_LUNG.bai,,,gs://cclebams/raindance/G16640/DMS_454/current/DMS_454.bam,gs://cclebams/raindance/G16640/DMS_454/current/DMS_454.bai
ACH-000915,,,,,,gs://cclebams/rna/G41667.IPC-298.5.bam,gs://cclebams/rna/G41667.IPC-298.5.bai,gs://cclebams/hybrid_capture/IPC298_SKIN.bam,gs://cclebams/hybrid_capture/IPC298_SKIN.bai,gs://cclebams/targeted/C1926/IPC-298/current/IPC-298.bam,gs://cclebams/targeted/C1926/IPC-298/current/IPC-298.bai,gs://cclebams/raindance/G16640/IPC-298/current/IPC-298.bam,gs://cclebams/raindance/G16640/IPC-298/current/IPC-298.bai
ACH-000250,,,,,,gs://cclebams/rna/G28017.KMRC-20.1.bam,gs://cclebams/rna/G28017.KMRC-20.1.bai,gs://cclebams/hybrid_capture/KMRC20_KIDNEY.bam,gs://cclebams/hybrid_capture/KMRC20_KIDNEY.bai,,,gs://cclebams/raindance/G16640/KMRC-20/current/KMRC-20.bam,gs://cclebams/raindance/G16640/KMRC-20/current/KMRC-20.bai
ACH-001106,,gs://cclebams/wes/C836.KOPN-8.1.bam,gs://cclebams/wes/C836.KOPN-8.1.bai,,,gs://cclebams/rna/G28086.KOPN-8.1.bam,gs://cclebams/rna/G28086.KOPN-8.1.bai,gs://cclebams/hybrid_capture/KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,gs://cclebams/targeted/C1926/KOPN-8/current/KOPN-8.bam,gs://cclebams/targeted/C1926/KOPN-8/current/KOPN-8.bai,,
ACH-000251,,,,,,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G41817/NA/NCI-H2887/v1/NCI-H2887.bam,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G41817/NA/NCI-H2887/v1/NCI-H2887.bai,,,,,,
ACH-000428,,,,,,gs://cclebams/rna/G30616.UO-31.1.bam,gs://cclebams/rna/G30616.UO-31.1.bai,,,,,,
ACH-000145,,,,gs://cclebams/wgs/G16432/SK-LMS-1/v3/SK-LMS-1.bam,gs://cclebams/wgs/G16432/SK-LMS-1/v3/SK-LMS-1.bai,gs://cclebams/rna/G27282.SK-LMS-1.1.bam,gs://cclebams/rna/G27282.SK-LMS-1.1.bai,gs://cclebams/hybrid_capture/SKLMS1_SOFT_TISSUE.bam,gs://cclebams/hybrid_capture/SKLMS1_SOFT_TISSUE.bai,,,gs://cclebams/raindance/G16640/SK-LMS-1/current/SK-LMS-1.bam,gs://cclebams/raindance/G16640/SK-LMS-1/current/SK-LMS-1.bai
ACH-000331,,gs://cclebams/wes/C836.IST-MES2.2.bam,gs://cclebams/wes/C836.IST-MES2.2.bai,,,gs://cclebams/rna/G28873.IST-MES2.3.bam,gs://cclebams/rna/G28873.IST-MES2.3.bai,gs://cclebams/hybrid_capture/ISTMES2_PLEURA.bam,gs://cclebams/hybrid_capture/ISTMES2_PLEURA.bai,gs://cclebams/targeted/C1926/IST-MES2/current/IST-MES2.bam,gs://cclebams/targeted/C1926/IST-MES2/current/IST-MES2.bai,gs://cclebams/raindance/G16640/IST-MES2/current/IST-MES2.bam,gs://cclebams/raindance/G16640/IST-MES2/current/IST-MES2.bai
ACH-000925,,gs://cclebams/wes/C836.DV-90.1.bam,gs://cclebams/wes/C836.DV-90.1.bai,,,gs://cclebams/rna/G27313.DV-90.1.bam,gs://cclebams/rna/G27313.DV-90.1.bai,gs://cclebams/hybrid_capture/DV90_LUNG.bam,gs://cclebams/hybrid_capture/DV90_LUNG.bai,gs://cclebams/targeted/C1926/DV-90/current/DV-90.bam,gs://cclebams/targeted/C1926/DV-90/current/DV-90.bai,,
ACH-000504,,,,,,gs://cclebams/rna/G27543.SNB75.2.bam,gs://cclebams/rna/G27543.SNB75.2.bai,,,,,,
ACH-000799,,gs://cclebams/wes/C836.Hs_695T.1.bam,gs://cclebams/wes/C836.Hs_695T.1.bai,,,gs://cclebams/rna/G28830.Hs_695T.3.bam,gs://cclebams/rna/G28830.Hs_695T.3.bai,gs://cclebams/hybrid_capture/HS695T_SKIN.bam,gs://cclebams/hybrid_capture/HS695T_SKIN.bai,gs://cclebams/targeted/C1926/Hs_695T/current/Hs_695T.bam,gs://cclebams/targeted/C1926/Hs_695T/current/Hs_695T.bai,,
ACH-000636,,gs://cclebams/wes/C836.RPMI-8402.1.bam,gs://cclebams/wes/C836.RPMI-8402.1.bai,,,gs://cclebams/rna/G27474.RPMI-8402.2.bam,gs://cclebams/rna/G27474.RPMI-8402.2.bai,gs://cclebams/hybrid_capture/RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,gs://cclebams/targeted/C1926/RPMI-8402/current/RPMI-8402.bam,gs://cclebams/targeted/C1926/RPMI-8402/current/RPMI-8402.bai,gs://cclebams/raindance/G16640/RPMI-8402/current/RPMI-8402.bam,gs://cclebams/raindance/G16640/RPMI-8402/current/RPMI-8402.bai
ACH-000257,,,,gs://cclebams/wgs/G16380/COR-L279/v1/COR-L279.bam,gs://cclebams/wgs/G16380/COR-L279/v1/COR-L279.bai,gs://cclebams/rna/G20467.COR-L279.2.bam,gs://cclebams/rna/G20467.COR-L279.2.bai,gs://cclebams/hybrid_capture/CORL279_LUNG.bam,gs://cclebams/hybrid_capture/CORL279_LUNG.bai,,,gs://cclebams/raindance/G16640/COR-L279/current/COR-L279.bam,gs://cclebams/raindance/G16640/COR-L279/current/COR-L279.bai
ACH-000904,,,,,,gs://cclebams/rna/G28533.NCI-H2106.1.bam,gs://cclebams/rna/G28533.NCI-H2106.1.bai,gs://cclebams/hybrid_capture/NCIH2106_LUNG.bam,gs://cclebams/hybrid_capture/NCIH2106_LUNG.bai,gs://cclebams/targeted/C1926/NCI-H2106/current/NCI-H2106.bam,gs://cclebams/targeted/C1926/NCI-H2106/current/NCI-H2106.bai,gs://cclebams/raindance/G16640/NCI-H2106/current/NCI-H2106.bam,gs://cclebams/raindance/G16640/NCI-H2106/current/NCI-H2106.bai
ACH-000141,,gs://cclebams/wes/C836.SNU-308.2.bam,gs://cclebams/wes/C836.SNU-308.2.bai,,,gs://cclebams/rna/G27481.SNU-308.2.bam,gs://cclebams/rna/G27481.SNU-308.2.bai,gs://cclebams/hybrid_capture/SNU308_BILIARY_TRACT.bam,gs://cclebams/hybrid_capture/SNU308_BILIARY_TRACT.bai,,,gs://cclebams/raindance/G16640/SNU-308/current/SNU-308.bam,gs://cclebams/raindance/G16640/SNU-308/current/SNU-308.bai
ACH-000120,,,,gs://cclebams/wgs/G16449/CHP-212/v2/CHP-212.bam,gs://cclebams/wgs/G16449/CHP-212/v2/CHP-212.bai,gs://cclebams/rna/G20472.CHP-212.2.bam,gs://cclebams/rna/G20472.CHP-212.2.bai,gs://cclebams/hybrid_capture/CHP212_AUTONOMIC_GANGLIA.bam,gs://cclebams/hybrid_capture/CHP212_AUTONOMIC_GANGLIA.bai,,,gs://cclebams/raindance/G16640/CHP-212/current/CHP-212.bam,gs://cclebams/raindance/G16640/CHP-212/current/CHP-212.bai
ACH-000496,,,,gs://cclebams/wgs/G32831/NCI-H1792/v3/NCI-H1792.bam,gs://cclebams/wgs/G32831/NCI-H1792/v3/NCI-H1792.bai,gs://cclebams/rna/G26184.NCI-H1792.2.bam,gs://cclebams/rna/G26184.NCI-H1792.2.bai,gs://cclebams/hybrid_capture/NCIH1792_LUNG.bam,gs://cclebams/hybrid_capture/NCIH1792_LUNG.bai,,,gs://cclebams/raindance/G16640/NCI-H1792/current/NCI-H1792.bam,gs://cclebams/raindance/G16640/NCI-H1792/current/NCI-H1792.bai
ACH-000688,,,,gs://cclebams/wgs/G32831/OV7/v1/OV7.bam,gs://cclebams/wgs/G32831/OV7/v1/OV7.bai,gs://cclebams/rna/G27218.OV7.1.bam,gs://cclebams/rna/G27218.OV7.1.bai,gs://cclebams/hybrid_capture/OV7.bam,gs://cclebams/hybrid_capture/OV7.bai,,,,
ACH-000315,,,,,,gs://cclebams/rna/G28013.KARPAS-422.1.bam,gs://cclebams/rna/G28013.KARPAS-422.1.bai,gs://cclebams/hybrid_capture/KARPAS-422.bam,gs://cclebams/hybrid_capture/KARPAS-422.bai,,,,
ACH-000383,,,,,,gs://cclebams/rna/G27285.OE33.1.bam,gs://cclebams/rna/G27285.OE33.1.bai,gs://cclebams/hybrid_capture/OE33_OESOPHAGUS.bam,gs://cclebams/hybrid_capture/OE33_OESOPHAGUS.bai,,,,
ACH-000448,,,,gs://cclebams/wgs/G16421/NCI-H1666/v1/NCI-H1666.bam,gs://cclebams/wgs/G16421/NCI-H1666/v1/NCI-H1666.bai,gs://cclebams/rna/G25216.NCI-H1666.1.bam,gs://cclebams/rna/G25216.NCI-H1666.1.bai,gs://cclebams/hybrid_capture/NCIH1666_LUNG.bam,gs://cclebams/hybrid_capture/NCIH1666_LUNG.bai,,,gs://cclebams/raindance/G16640/NCI-H1666/current/NCI-H1666.bam,gs://cclebams/raindance/G16640/NCI-H1666/current/NCI-H1666.bai
ACH-000295,,,,,,gs://cclebams/rna/G27324.EM-2.1.bam,gs://cclebams/rna/G27324.EM-2.1.bai,gs://cclebams/hybrid_capture/EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/EM-2/current/EM-2.bam,gs://cclebams/raindance/G16640/EM-2/current/EM-2.bai
ACH-000649,,,,gs://cclebams/wgs/G16344/786-O/v2/786-O.bam,gs://cclebams/wgs/G16344/786-O/v2/786-O.bai,gs://cclebams/rna/G20495.786-O.2.bam,gs://cclebams/rna/G20495.786-O.2.bai,gs://cclebams/hybrid_capture/786O_KIDNEY.bam,gs://cclebams/hybrid_capture/786O_KIDNEY.bai,,,gs://cclebams/raindance/G16640/786-O/current/786-O.bam,gs://cclebams/raindance/G16640/786-O/current/786-O.bai
ACH-000836,,,,,,gs://cclebams/rna/G30639.YD-15.3.bam,gs://cclebams/rna/G30639.YD-15.3.bai,gs://cclebams/hybrid_capture/YD15_SALIVARY_GLAND.bam,gs://cclebams/hybrid_capture/YD15_SALIVARY_GLAND.bai,,,gs://cclebams/raindance/YD-15.bam,gs://cclebams/raindance/YD-15.bai
ACH-000420,,,,gs://cclebams/wgs/G32831/SNU-449/v1/SNU-449.bam,gs://cclebams/wgs/G32831/SNU-449/v1/SNU-449.bai,gs://cclebams/rna/G27513.SNU-449.2.bam,gs://cclebams/rna/G27513.SNU-449.2.bai,gs://cclebams/hybrid_capture/SNU449_LIVER.bam,gs://cclebams/hybrid_capture/SNU449_LIVER.bai,,,gs://cclebams/raindance/G16640/SNU-449/current/SNU-449.bam,gs://cclebams/raindance/G16640/SNU-449/current/SNU-449.bai
ACH-000848,,,,gs://cclebams/wgs/G32831/JHH-7/v2/JHH-7.bam,gs://cclebams/wgs/G32831/JHH-7/v2/JHH-7.bai,gs://cclebams/rna/G28081.JHH-7.1.bam,gs://cclebams/rna/G28081.JHH-7.1.bai,gs://cclebams/hybrid_capture/JHH7_LIVER.bam,gs://cclebams/hybrid_capture/JHH7_LIVER.bai,,,gs://cclebams/raindance/G16640/JHH-7/current/JHH-7.bam,gs://cclebams/raindance/G16640/JHH-7/current/JHH-7.bai
ACH-000869,,,,,,gs://cclebams/rna/G41703.NCI-H1568.5.bam,gs://cclebams/rna/G41703.NCI-H1568.5.bai,gs://cclebams/hybrid_capture/NCIH1568_LUNG.bam,gs://cclebams/hybrid_capture/NCIH1568_LUNG.bai,gs://cclebams/targeted/C1926/NCI-H1568/current/NCI-H1568.bam,gs://cclebams/targeted/C1926/NCI-H1568/current/NCI-H1568.bai,gs://cclebams/raindance/G16640/NCI-H1568/current/NCI-H1568.bam,gs://cclebams/raindance/G16640/NCI-H1568/current/NCI-H1568.bai
ACH-001128,,,,,,gs://cclebams/rna/G77556/MON_01/current/MON_01.bam,gs://cclebams/rna/G77556/MON_01/current/MON_01.bai,,,,,,
