,cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,matched_normal,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2,size
61,CDS-3oeW2J,ACH-001016,1,,,BECKER,PT-lPWTjjex,CVCL_1093,,gs://cclebams/RRBS/G29750/Becker/v2/Becker.bam,gs://cclebams/RRBS/G29750/Becker/v2/Becker.bai,,Male,,57.0,central_nervous_system,Brain Cancer,glioma,,central_nervous_system,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,LnIE8A==,,,,,,,,,,,2302322754
62,CDS-hmejbw,ACH-000535,1,,,BXPC3,PT-XyxqNwrO,CVCL_0186,,gs://cclebams/RRBS/G29750/BxPC-3/v1/BxPC-3.bam,gs://cclebams/RRBS/G29750/BxPC-3/v1/BxPC-3.bai,,Female,,61.0,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,RRBS,,,CCLE line,CCLE2,2/6/2013,,,,Byoh+A==,,,,,,,,,,,1589401225
63,CDS-Ed88uT,ACH-000009,1,,,C2BBE1,PT-Gm3j07Lm,CVCL_1096,,gs://cclebams/RRBS/G29750/C2BBe1/v2/C2BBe1.bam,gs://cclebams/RRBS/G29750/C2BBe1/v2/C2BBe1.bai,CACO2,Male,,72.0,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line; clone of Caco2 (ATCC),CCLE2,22/4/2013,,,,UR1uKg==,,,,,,,,,,,1753748229
64,CDS-OXiycI,ACH-000580,1,,,C32,PT-IBx5yvTA,CVCL_1097,,gs://cclebams/RRBS/G29750/C32/v3/C32.bam,gs://cclebams/RRBS/G29750/C32/v3/C32.bai,,Male,,53.0,skin,Skin Cancer,melanoma,amelanotic,skin,,,RRBS,,,CCLE line,CCLE2,6/4/2013,,,,1Fik3g==,,,,,,,,,,,2033152071
65,CDS-WLIW2O,ACH-000440,1,,,CA46,PT-lYQODzcw,CVCL_1101,,gs://cclebams/RRBS/G29750/CA46/v2/CA46.bam,gs://cclebams/RRBS/G29750/CA46/v2/CA46.bai,,Male,,U,ascites,Lymphoma,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,,,RRBS,,,CCLE line,CCLE2,2/5/2013,,,,nxY1Gw==,,,,,,,,,,,1283053324
66,CDS-q62U1U,ACH-000210,1,,,CADOES1,PT-tjesU71h,CVCL_1103,,gs://cclebams/RRBS/G29750/CADO-ES1/v3/CADO-ES1.bam,gs://cclebams/RRBS/G29750/CADO-ES1/v3/CADO-ES1.bai,,Female,,19.0,pleural_effusion,Bone Cancer,Ewing_sarcoma,,bone,,,RRBS,,,CCLE line; (RNAseq) EWS/ERG,CCLE2,19/3/2013,,,,a83hLA==,,,,,,,,,,,2785656220
67,CDS-CezZF6,ACH-000212,1,,,CAL120,PT-gAFBmmkd,CVCL_1104,,gs://cclebams/RRBS/G29750/CAL-120/v1/CAL-120.bam,gs://cclebams/RRBS/G29750/CAL-120/v1/CAL-120.bai,,Female,,43.0,pleural_effusion,Breast Cancer,breast_carcinoma,ERneg_HER2neg,breast,,,RRBS,,,"CCLE line; Basal, TNBC",CCLE2,1/5/2013,,,,fjPa4g==,,,,,,,,,,,2212425716
68,CDS-X9ACdg,ACH-000826,1,,,CAL12T,PT-LcMrjh59,CVCL_1105,,gs://cclebams/RRBS/G29750/CAL-12T/v2/CAL-12T.bam,gs://cclebams/RRBS/G29750/CAL-12T/v2/CAL-12T.bai,,Male,,U,lung,Lung Cancer,NSCLC,,lung,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,ewWwnw==,,,,,,,,,,,2563134340
69,CDS-zUkqi9,ACH-000142,1,,,CAL29,PT-4VBlhVkn,CVCL_1808,,gs://cclebams/RRBS/G29750/CAL-29/v1/CAL-29.bam,gs://cclebams/RRBS/G29750/CAL-29/v1/CAL-29.bai,,Female,,80.0,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,RRBS,,,CCLE line,CCLE2,3/5/2013,,,,Q6eo6A==,,,,,,,,,,,1509940245
70,CDS-tBjPfe,ACH-000518,1,,,CAL33,PT-URvhIhps,CVCL_1108,,gs://cclebams/RRBS/G29750/CAL-33/v2/CAL-33.bam,gs://cclebams/RRBS/G29750/CAL-33/v2/CAL-33.bai,,Male,,69.0,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,RRBS,,,CCLE line,CCLE2,8/4/2013,,,,ZhL/pQ==,,,,,,,,,,,990468734
71,CDS-bze13Z,ACH-000856,1,,,CAL51,PT-E903yYa4,CVCL_1110,,gs://cclebams/RRBS/G29750/CAL-51/v1/CAL-51.bam,gs://cclebams/RRBS/G29750/CAL-51/v1/CAL-51.bai,,Female,,45.0,pleural_effusion,Breast Cancer,breast_carcinoma,ERneg_HER2neg,breast,,,RRBS,,,CCLE line; TNBC; basal,CCLE2,2/6/2013,,,,W4mctA==,,,,,,,,,,,1661209180
72,CDS-A8M50T,ACH-000457,1,,,CAL54,PT-xHuSpVDZ,CVCL_1111,,gs://cclebams/RRBS/G29750/CAL-54/v1/CAL-54.bam,gs://cclebams/RRBS/G29750/CAL-54/v1/CAL-54.bai,,Male,,75.0,pleural_effusion,Kidney Cancer,renal_cell_carcinoma,,kidney,,,RRBS,,,CCLE line,CCLE2,28/4/2013,,,,4GuXFA==,,,,,,,,,,,3428269328
73,CDS-ujJ07p,ACH-000174,1,,,CAL62,PT-WPsQkjle,CVCL_1112,,gs://cclebams/RRBS/G29750/CAL-62/v1/CAL-62.bam,gs://cclebams/RRBS/G29750/CAL-62/v1/CAL-62.bai,,Female,,70.0,pleural_effusion,Thyroid Cancer,thyroid_carcinoma,anaplastic,thyroid,,,RRBS,,,CCLE line,CCLE2,25/4/2013,,,,+/VgXQ==,,,,,,,,,,,3699657030
74,CDS-wfcWgp,ACH-000857,1,,,CAL851,PT-r5hjpoyG,CVCL_1114,,gs://cclebams/RRBS/G29750/CAL-85-1/v1/CAL-85-1.bam,gs://cclebams/RRBS/G29750/CAL-85-1/v1/CAL-85-1.bai,,Female,,35.0,breast,Breast Cancer,breast_carcinoma,ERneg_HER2neg,breast,,,RRBS,,,CCLE line; TNBC; basal,CCLE2,3/5/2013,,,,xZiS3A==,,,,,,,,,,,3634942781
75,CDS-YFzSiY,ACH-000832,1,,,CAL27,PT-cqOBcRo7,CVCL_1107,,gs://cclebams/RRBS/G29750/CAL_27/v1/CAL_27.bam,gs://cclebams/RRBS/G29750/CAL_27/v1/CAL_27.bai,,Male,,56.0,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,,upper_aerodigestive,,,RRBS,,,CCLE line,CCLE2,1/5/2013,,,,Ct9YQw==,,,,,,,,,,,2358411981
76,CDS-EG1TnS,ACH-000783,1,,,CAMA1,PT-se3M9FvW,CVCL_1115,,gs://cclebams/RRBS/G29750/CAMA-1/v2/CAMA-1.bam,gs://cclebams/RRBS/G29750/CAMA-1/v2/CAMA-1.bai,,Female,,51.0,pleural_effusion,Breast Cancer,breast_carcinoma,ERpos_HER2neg,breast,,,RRBS,,,CCLE line; ERpos; luminal,CCLE2,26/4/2013,,,,YbyCtg==,,,,,,,,,,,1158123002
77,CDS-X6y1gE,ACH-000464,1,,,CAS1,PT-BjK7llHs,CVCL_1117,,gs://cclebams/RRBS/G29750/CAS-1/v1/CAS-1.bam,gs://cclebams/RRBS/G29750/CAS-1/v1/CAS-1.bai,,Male,,63.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,RRBS,,,CCLE line,CCLE2,13/5/2013,,,,1T/Fxg==,,,,,,,,,,,2176982719
78,CDS-6CGINe,ACH-000329,1,,,CCFSTTG1,PT-ngM8bNo6,CVCL_1118,,gs://cclebams/RRBS/G29750/CCF-STTG1/v3/CCF-STTG1.bam,gs://cclebams/RRBS/G29750/CCF-STTG1/v3/CCF-STTG1.bai,,Female,,68.0,central_nervous_system,Brain Cancer,glioma,astrocytoma,central_nervous_system,,,RRBS,,,CCLE line,CCLE2,10/3/2013,,,,3ggaCQ==,,,,,,,,,,,1728779289
79,CDS-N5iLGD,ACH-000963,1,,,CCK81,PT-lWCdRXvd,CVCL_2873,,gs://cclebams/RRBS/G29750/CCK-81/v1/CCK-81.bam,gs://cclebams/RRBS/G29750/CCK-81/v1/CCK-81.bai,,Female,,62,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,3/5/2013,,,,r0YelA==,,,,,,,,,,,1992995233
80,CDS-fqLEiR,ACH-000138,1,,,CFPAC1,PT-ItVTVtt7,CVCL_1119,,gs://cclebams/RRBS/G29750/CFPAC-1/v1/CFPAC-1.bam,gs://cclebams/RRBS/G29750/CFPAC-1/v1/CFPAC-1.bai,,Male,,26.0,liver,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,RRBS,,,CCLE line,CCLE2,3/5/2013,,,,fo2hzw==,,,,,,,,,,,4061808617
81,CDS-HAvsdW,ACH-000136,1,,,CHP126,PT-Ap2uMqE1,CVCL_1123,,gs://cclebams/RRBS/G29750/CHP-126/v2/CHP-126.bam,gs://cclebams/RRBS/G29750/CHP-126/v2/CHP-126.bai,,Female,,1.0,autonomic_ganglia,Neuroblastoma,neuroblastoma,,peripheral_nervous_system,,,RRBS,,,CCLE line; MYCN amp; adrenergic; 1p -,CCLE2,27/3/2013,,,,oEXhiw==,,,,,,,,,,,1959821694
82,CDS-kGzDPS,ACH-000120,1,,,CHP212,PT-xSlFaibS,CVCL_1125,,gs://cclebams/RRBS/G29750/CHP-212/v2/CHP-212.bam,gs://cclebams/RRBS/G29750/CHP-212/v2/CHP-212.bai,,Male,,1,central_nervous_system,Neuroblastoma,neuroblastoma,,peripheral_nervous_system,,,RRBS,,,CCLE line; MYCN amp; mesenchymal; 1p-,CCLE2,6/4/2013,,,,tw/IAQ==,,,,,,,,,,,3417454576
83,CDS-M3WUvy,ACH-000687,1,,,CI1,PT-5eKFDPam,CVCL_1861,,gs://cclebams/RRBS/G29750/CI-1/v2/CI-1.bam,gs://cclebams/RRBS/G29750/CI-1/v2/CI-1.bai,,Female,,38.0,ascites,Lymphoma,non_hodgkin_lymphoma,b_cell,lymphocyte,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,Udnlow==,,,,,,,,,,,1724568418
84,CDS-a1meS5,ACH-000458,1,,,CJM,PT-E2N9Y7B0,CVCL_U797,,gs://cclebams/RRBS/G29750/CJM/v2/CJM.bam,gs://cclebams/RRBS/G29750/CJM/v2/CJM.bai,,Unknown,,U,skin,Skin Cancer,melanoma,,skin,,,RRBS,,,CCLE line,CCLE2,2/5/2013,,,,+WIh1A==,,,,,,,,,,,1774881690
85,CDS-7TyY4I,ACH-000249,1,,,CL11,PT-5R8LVeXn,CVCL_1978,,gs://cclebams/RRBS/G29750/CL-11/v1/CL-11.bam,gs://cclebams/RRBS/G29750/CL-11/v1/CL-11.bai,,Male,,U,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,25/4/2013,,,,F/oyog==,,,,,,,,,,,2428648154
86,CDS-GZTnXy,ACH-000342,1,,,CL14,PT-4QUL9NzR,CVCL_1979,,gs://cclebams/RRBS/G29750/CL-14/v4/CL-14.bam,gs://cclebams/RRBS/G29750/CL-14/v4/CL-14.bai,,Male,,U,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,19/5/2013,,,,IdizMA==,,,,,,,,,,,815962668
87,CDS-GnwUUj,ACH-000895,1,,,CL34,PT-3Ofo8ke2,CVCL_1980,,gs://cclebams/RRBS/G29750/CL-34/v1/CL-34.bam,gs://cclebams/RRBS/G29750/CL-34/v1/CL-34.bai,,Female,,U,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,3/5/2013,,,,nX7dtw==,,,,,,,,,,,2094094120
88,CDS-3WmcwL,ACH-000798,1,,,CL40,PT-xuy2ypeC,CVCL_1982,,gs://cclebams/RRBS/G29750/CL-40/v1/CL-40.bam,gs://cclebams/RRBS/G29750/CL-40/v1/CL-40.bai,,Female,,U,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,1/5/2013,,,,lILszQ==,,,,,,,,,,,1424542696
89,CDS-G1Zh25,ACH-000641,1,,,CMK,PT-Xhs6AfLb,CVCL_0216,,gs://cclebams/RRBS/G29750/CMK/v4/CMK.bam,gs://cclebams/RRBS/G29750/CMK/v4/CMK.bai,,Male,,0.8,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M7,blood,,,RRBS,,,CCLE line; M7; no known fusion; p53 mut(not in hotspot); RAS WT; EVI high,CCLE2,17/5/2013,,,,C9zKSA==,,,,,,,,,,,4186756647
90,CDS-FpxYhe,ACH-000920,1,,,CMLT1,PT-JZ6RQh6s,CVCL_1126,,gs://cclebams/RRBS/G29750/CML-T1/v2/CML-T1.bam,gs://cclebams/RRBS/G29750/CML-T1/v2/CML-T1.bai,,Female,,36.0,haematopoietic_and_lymphoid_tissue,Leukemia,CML,blast_crisis,blood,,,RRBS,,,CCLE line,CCLE2,2/4/2013,,,,TbFjHA==,,,,,,,,,,,1309143020
91,CDS-5qTvBW,ACH-000202,1,,,COLO320,PT-emNEMU8h,CVCL_1989,,gs://cclebams/RRBS/G29750/COLO-320/v2/COLO-320.bam,gs://cclebams/RRBS/G29750/COLO-320/v2/COLO-320.bai,,Female,,55.0,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,2/5/2013,,,,Aou0gA==,,,,,,,,,,,1615667816
92,CDS-8Kq0sk,ACH-000350,1,,,COLO678,PT-iNFSYqrG,CVCL_1129,,gs://cclebams/RRBS/G29750/COLO-678/v2/COLO-678.bam,gs://cclebams/RRBS/G29750/COLO-678/v2/COLO-678.bai,,Male,,69.0,lymph_node,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,cHTZXw==,,,,,,,,,,,1793909958
93,CDS-9MMjHL,ACH-000805,1,,,COLO679,PT-V2kUjTNl,CVCL_1130,,gs://cclebams/RRBS/G29750/COLO-679/v1/COLO-679.bam,gs://cclebams/RRBS/G29750/COLO-679/v1/COLO-679.bai,,Female,,47.0,skin,Skin Cancer,melanoma,,skin,,,RRBS,,,CCLE line,CCLE2,25/4/2013,,,,KIWvpQ==,,,,,,,,,,,2880391911
94,CDS-izuik6,ACH-000717,1,,,COLO680N,PT-GpICjqyy,CVCL_1131,,gs://cclebams/RRBS/G29750/COLO-680N/v1/COLO-680N.bam,gs://cclebams/RRBS/G29750/COLO-680N/v1/COLO-680N.bai,,Female,,57.0,oesophagus,Esophageal Cancer,esophagus_squamous,,esophagus,,,RRBS,,,CCLE line,CCLE2,21/4/2013,,,,ZLmrfg==,,,,,,,,,,,1836743847
95,CDS-3cW51s,ACH-000812,1,,,COLO783,PT-PPrfnDOA,CVCL_1997,,gs://cclebams/RRBS/G29750/COLO-783/v4/COLO-783.bam,gs://cclebams/RRBS/G29750/COLO-783/v4/COLO-783.bai,,Female,,48.0,lymph_node,Skin Cancer,melanoma,,skin,,,RRBS,,,CCLE line,CCLE2,14/3/2013,,,,qnBkKA==,,,,,,,,,,,1656505501
96,CDS-ShGBRK,ACH-000401,1,,,COLO800,PT-Q1vPcwaj,CVCL_1135,,gs://cclebams/RRBS/G29750/COLO-800/v2/COLO-800.bam,gs://cclebams/RRBS/G29750/COLO-800/v2/COLO-800.bai,,Male,,14.0,skin,Skin Cancer,melanoma,,skin,,,RRBS,,,CCLE line; COLO 800 and COLO 794 were both derived from the same 14 year old male This has been confirmed by STR profiling (ECACC).,CCLE2,8/4/2013,,,,U5XCvg==,,,,,,,,,,,2327437527
97,CDS-Hq6tE1,ACH-000253,1,,,COLO201,PT-noUcvQer,CVCL_1987,,gs://cclebams/RRBS/G29750/COLO_201/v1/COLO_201.bam,gs://cclebams/RRBS/G29750/COLO_201/v1/COLO_201.bai,,Male,,70.0,ascites,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,"CCLE line; COLO-201, COLO-205 &amp; COLO-206F were all established from the ascites fluid obtained from a 70-year-old male patient with adenocarcinoma of the colon (ECACC).",CCLE2,1/5/2013,,,,2kGuAw==,,,,,,,,,,,1447660403
98,CDS-eW73tu,ACH-000803,1,,,COLO668,PT-AFKNLwA7,CVCL_1128,,gs://cclebams/RRBS/G29750/COLO_668/v5/COLO_668.bam,gs://cclebams/RRBS/G29750/COLO_668/v5/COLO_668.bai,,Female,,47.0,central_nervous_system,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line; Oat,CCLE2,4/6/2013,,,,KbKnIA==,,,,,,,,,,,3584469438
99,CDS-DkVztU,ACH-000864,1,,,COLO684,PT-B15oIzKN,CVCL_1132,,gs://cclebams/RRBS/G29750/COLO_684/v1/COLO_684.bam,gs://cclebams/RRBS/G29750/COLO_684/v1/COLO_684.bai,,Female,,63.0,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,RRBS,,,CCLE line; Identical lines: COLO-704 and COLO 684 are identical lines.  The definitive tissue of origin cannot be ascertained.  Was originally annotated as lung?,CCLE2,3/5/2013,,,,R6qp6A==,,,,,,,,,,,2439707486
100,CDS-eTtv7K,ACH-000582,1,,,COLO741,PT-rhPQPSqN,CVCL_1133,,gs://cclebams/RRBS/G29750/COLO_741/v1/COLO_741.bam,gs://cclebams/RRBS/G29750/COLO_741/v1/COLO_741.bai,,Female,,69.0,skin,Skin Cancer,melanoma,,skin,,,RRBS,,,CCLE line; was annotated as colon,CCLE2,1/5/2013,,,,L7hmSQ==,,,,,,,,,,,2360446975
101,CDS-GDaNmB,ACH-000968,1,,,COLO792,PT-JJfZxDtK,CVCL_1134,,gs://cclebams/RRBS/G29750/COLO_792/v1/COLO_792.bam,gs://cclebams/RRBS/G29750/COLO_792/v1/COLO_792.bai,,Male,,62.0,central_nervous_system,Skin Cancer,melanoma,,skin,,,RRBS,,,CCLE line,CCLE2,25/4/2013,,,,lDXMIQ==,,,,,,,,,,,2048168996
102,CDS-HdeXKM,ACH-000644,1,,,COLO829,PT-Q1vPcwaj,CVCL_1137,,gs://cclebams/RRBS/G29750/COLO_829/v2/COLO_829.bam,gs://cclebams/RRBS/G29750/COLO_829/v2/COLO_829.bai,,Male,,14.0,skin,Skin Cancer,melanoma,,skin,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,UH/VQA==,,,,,,,,,,,1191862555
103,CDS-SrqMfG,ACH-000161,1,,,CORL105,PT-LYgZzmpF,CVCL_1138,,gs://cclebams/RRBS/G29750/COR-L105/v1/COR-L105.bam,gs://cclebams/RRBS/G29750/COR-L105/v1/COR-L105.bai,,Male,,U,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,RRBS,,,CCLE line,CCLE2,25/4/2013,,,,2RiJhQ==,,,,,,,,,,,2427424724
104,CDS-FqzRCY,ACH-000662,1,,,CORL23,PT-kz9TRx3J,CVCL_1139,,gs://cclebams/RRBS/G29750/COR-L23/v2/COR-L23.bam,gs://cclebams/RRBS/G29750/COR-L23/v2/COR-L23.bai,,Male,,62.0,pleural_effusion,Lung Cancer,NSCLC,NSCLC_large_cell,lung,,,RRBS,,,CCLE line; The cell line COR-L23/CPR is a drug-resistant variant of COR-L23 (ECACC). The line was developed by growing the parent line in increasing concentrations of cisplatin.,CCLE2,1/5/2013,,,,VpRfwQ==,,,,,,,,,,,2232485200
105,CDS-CWQvxI,ACH-000382,1,,,CORL24,PT-c8j5pZ1U,CVCL_2409,,gs://cclebams/RRBS/G29750/COR-L24/v4/COR-L24.bam,gs://cclebams/RRBS/G29750/COR-L24/v4/COR-L24.bai,,Male,,71.0,lymph_node,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line,CCLE2,14/3/2013,,,,GU+DsQ==,,,,,,,,,,,3436657350
106,CDS-SMbduv,ACH-000257,1,,,CORL279,PT-CIe4uKZN,CVCL_1140,,gs://cclebams/RRBS/G29750/COR-L279/v2/COR-L279.bam,gs://cclebams/RRBS/G29750/COR-L279/v2/COR-L279.bai,,Male,,63.0,lymph_node,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line,CCLE2,1/5/2013,,,,hXp4ww==,,,,,,,,,,,1106227095
107,CDS-yGBGoK,ACH-000187,1,,,CORL311,PT-sJQR6Brk,CVCL_2412,,gs://cclebams/RRBS/G29750/COR-L311/v3/COR-L311.bam,gs://cclebams/RRBS/G29750/COR-L311/v3/COR-L311.bai,,Male,,63.0,lung,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line,CCLE2,10/6/2013,,,,rLjHgg==,,,,,,,,,,,1755163162
108,CDS-3VKdof,ACH-000695,1,,,CORL47,PT-tnXr3fCM,CVCL_2415,,gs://cclebams/RRBS/G29750/COR-L47/v4/COR-L47.bam,gs://cclebams/RRBS/G29750/COR-L47/v4/COR-L47.bai,,Male,,67.0,bone_marrow,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line,CCLE2,21/5/2013,,,,M16PvA==,,,,,,,,,,,2190146152
109,CDS-1tjK4i,ACH-000508,1,,,CORL88,PT-LdMQiaqM,CVCL_1141,,gs://cclebams/RRBS/G29750/COR-L88/v2/COR-L88.bam,gs://cclebams/RRBS/G29750/COR-L88/v2/COR-L88.bai,,Male,,55.0,pleural_effusion,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,nSXJOA==,,,,,,,,,,,2273730410
110,CDS-In5XzS,ACH-000743,1,,,CORL95,PT-ZgnWHCtE,CVCL_2418,,gs://cclebams/RRBS/G29750/COR-L95/v2/COR-L95.bam,gs://cclebams/RRBS/G29750/COR-L95/v2/COR-L95.bai,,Male,,64.0,lung,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line,CCLE2,5/4/2013,,,,plv0iw==,,,,,,,,,,,1883009094
111,CDS-nRJVyJ,ACH-000256,1,,,COV318,PT-rZyIN7De,CVCL_2419,,gs://cclebams/RRBS/G29750/COV318/v2/COV318.bam,gs://cclebams/RRBS/G29750/COV318/v2/COV318.bai,,Female,,U,ascites,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,RRBS,,,CCLE line; ovarian epithelial-serous carcinoma,CCLE2,2/4/2013,,,,iK+FQQ==,,,,,,,,,,,2155835968
112,CDS-rDyZy5,ACH-000278,1,,,COV362,PT-YIEmg6lh,CVCL_2420,,gs://cclebams/RRBS/G29750/COV362/v1/COV362.bam,gs://cclebams/RRBS/G29750/COV362/v1/COV362.bai,,Female,,U,pleural_effusion,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,RRBS,,,CCLE line; High grade ovarian serous adenocarcinoma; Epithelial-Endometroid,CCLE2,25/4/2013,,,,RofXPQ==,,,,,,,,,,,2322926489
113,CDS-GQcqtj,ACH-000123,1,,,COV434,PT-FLPvEA6A,CVCL_2010,,gs://cclebams/RRBS/G29750/COV434/v2/COV434.bam,gs://cclebams/RRBS/G29750/COV434/v2/COV434.bai,,Female,,U,ovary,Ovarian Cancer,ovary_adenocarcinoma,endometrioid,ovary,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,9C7UVA==,,,,,,,,,,,1050446581
114,CDS-lT2asc,ACH-001048,1,,,COV504,PT-i2xCBB0f,CVCL_2424,,gs://cclebams/RRBS/G29750/COV504/v2/COV504.bam,gs://cclebams/RRBS/G29750/COV504/v2/COV504.bai,,Female,,U,pleural_effusion,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,RRBS,,,CCLE line; ovarian epithelial-serous carcinoma,CCLE2,6/4/2013,,,,GO+bzQ==,,,,,,,,,,,2270464018
115,CDS-a38kVW,ACH-000608,1,,,COV644,PT-xCdHMX9l,CVCL_2425,,gs://cclebams/RRBS/G29750/COV644/v2/COV644.bam,gs://cclebams/RRBS/G29750/COV644/v2/COV644.bai,,Female,,U,ovary,Ovarian Cancer,ovary_adenocarcinoma,mucinous,ovary,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,UfKuFQ==,,,,,,,,,,,1822252955
116,CDS-vbowgN,ACH-000998,1,,,CW2,PT-w6EAkAoU,CVCL_1151,,gs://cclebams/RRBS/G29750/CW-2/v2/CW-2.bam,gs://cclebams/RRBS/G29750/CW-2/v2/CW-2.bai,,Female,,55.0,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,2/5/2013,,,,xozZuQ==,,,,,,,,,,,2845316073
117,CDS-lKqNFK,ACH-000433,1,,,CAKI1,PT-t8VTrLZV,CVCL_0234,,gs://cclebams/RRBS/G29750/Caki-1/v2/Caki-1.bam,gs://cclebams/RRBS/G29750/Caki-1/v2/Caki-1.bai,,Male,,49.0,skin,Kidney Cancer,renal_cell_carcinoma,clear_cell,kidney,,,RRBS,,,CCLE line,CCLE2,11/4/2013,,,,FksUOg==,,,,,,,,,,,968975602
118,CDS-dKrXMK,ACH-000234,1,,,CAKI2,PT-N6PSjjqJ,CVCL_0235,,gs://cclebams/RRBS/G29750/Caki-2/v4/Caki-2.bam,gs://cclebams/RRBS/G29750/Caki-2/v4/Caki-2.bai,,Male,,69.0,kidney,Kidney Cancer,renal_cell_carcinoma,clear_cell,kidney,,,RRBS,,,CCLE line,CCLE2,29/5/2013,,,,bX8tvA==,,,,,,,,,,,2715884280
119,CDS-VMsW6Q,ACH-000511,1,,,CALU1,PT-iR3c8FWV,CVCL_0608,,gs://cclebams/RRBS/G29750/Calu-1/v3/Calu-1.bam,gs://cclebams/RRBS/G29750/Calu-1/v3/Calu-1.bai,,Male,,47.0,pleura,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,RRBS,,,CCLE line,CCLE2,1/4/2013,,,,9lZJYw==,,,,,,,,,,,1173145058
120,CDS-K2xa1y,ACH-000392,1,,,CALU3,PT-cocORV9F,CVCL_0609,,gs://cclebams/RRBS/G29750/Calu-3/v2/Calu-3.bam,gs://cclebams/RRBS/G29750/Calu-3/v2/Calu-3.bai,,Male,,25.0,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,RRBS,,,CCLE line,CCLE2,2/5/2013,,,,DG9Ifw==,,,,,,,,,,,2624480200
121,CDS-ZbR7HA,ACH-000264,1,,,CALU6,PT-aou4L6mT,CVCL_0236,,gs://cclebams/RRBS/G29750/Calu-6/v1/Calu-6.bam,gs://cclebams/RRBS/G29750/Calu-6/v1/Calu-6.bai,,Female,,61.0,pleural_effusion,Lung Cancer,NSCLC,,lung,,,RRBS,,,CCLE line,CCLE2,1/5/2013,,,,vrdcKg==,,,,,,,,,,,1213366385
