Adult/Pediatric,Alias,CCLE Name,CCLF Age,CCLF Gender,CDDB Registration Id,COSMIC.ID,Cell Line Name,Comments,Date Created,Date Last Modified,ELN Pages,MTA Terms,Original Source,Part of Genentech Project (Y/N),Part of PRISM,Part of Project Drive,Past CCLE names,Primary Disease,Primary Hist,Primary/Metastasis,Program,Projects,PubID,RRID,Sample Collection Site,Sanger Model ID,Sharing Terms,Stripped Cell Line Name,Subtype,User Created,User Last Modified,WTSI Master Cell ID,arxspan_id,depmap_disease,depmap_disease_subtype,depmap_molecular_subtype,depmap_public_comments,depmap_tissue
Pediatric,,A673_BONE,15,Female,CDDB:000037,684052,A-673,(RNAseq) EWS/FLI,09/23/2015 12:51:49 PM,11/19/2019 01:36:08 PM,[{'ACH-000052-00': []}],,ATCC,,PRN300 and P500,,,Bone Cancer,Ewings_sarcoma,Primary,CCLE,[],,CVCL_0080,soft_tissue,SIDM00848,,A673,Ewings Sarcoma,Arxspan Support,Emily Chambers,660,ACH-000052,Ewing_sarcoma,,EWS_FLI,,bone
Adult,,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,25,Male,CDDB:000515,907273,KARPAS-299,Received from NIBRI,09/23/2015 12:51:49 PM,11/20/2019 04:54:20 PM,[{'ACH-000053-00': []}],,Academic lab,,PRN300,,,Lymphoma,lymphoid_neoplasm,,CCLE,[],,CVCL_1324,haematopoietic_and_lymphoid_tissue,SIDM01010,,KARPAS299,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",Arxspan Support,Emily Chambers,906,ACH-000053,non_hodgkin_lymphoma,t_cell_ALCL,,,lymphocyte
Adult,,HT1080_SOFT_TISSUE,35,Male,CDDB:000446,907064,HT-1080,CCLE line,09/23/2015 12:51:50 PM,11/20/2019 04:55:23 PM,[{'ACH-000054-00': []}],,ATCC,,P500,,,Sarcoma,fibrosarcoma,Metastasis,CCLE,[],,CVCL_0317,soft_tissue,SIDM00828,,HT1080,Fibrosarcoma,Arxspan Support,Emily Chambers,1391,ACH-000054,fibrosarcoma,,,,soft_tissue
Pediatric,D283,D283MED_CENTRAL_NERVOUS_SYSTEM,6,Male,CDDB:000193,906834,D283 Med,"CCLE line; group 3, MYC-expressing",09/23/2015 12:51:51 PM,11/20/2019 04:55:23 PM,[{'ACH-000055-00': []}],-1,ATCC,-1,-1,-1,,Brain Cancer,medulloblastoma,Metastasis,CCLE,[],,CVCL_1155,abdomen,SIDM00888,,D283MED,Medulloblastoma,Arxspan Support,Emily Chambers,1184,ACH-000055,medulloblastoma,med_group_3,MYC_exp,,central_nervous_system
Adult,,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,60,Male,CDDB:000222,906842,DOHH-2,CCLE line,09/23/2015 12:51:52 PM,11/20/2019 04:56:53 PM,[{'ACH-000056-00': []}],,DSMZ,,PRN300,,,Lymphoma,lymphoid_neoplasm,Metastasis,CCLE,[],,CVCL_1179,pleural_effusion,SIDM00981,,DOHH2,Diffuse Large B-cell Lymphoma (DLBCL),Arxspan Support,Emily Chambers,1339,ACH-000056,non_hodgkin_lymphoma,DLBCL,,,lymphocyte
Adult,,OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,Female,CDDB:000900,,OPM-1,"same patient as OPM-2; Received from Academic lab (Constantine, ?)",09/23/2015 12:51:53 PM,11/20/2019 04:54:20 PM,[{'ACH-000057-00': []}],-1,Academic lab,-1,-1,-1,,Myeloma,haematopoietic_neoplasm,,Appendix,[],,CVCL_5210,haematopoietic_and_lymphoid_tissue,SIDM00456,,OPM1,Multiple Myeloma,Arxspan Support,Emily Chambers,,ACH-000057,multiple_myeloma,,,,plasma_cell
Adult,,ML1_THYROID,,Unknown,CDDB:000686,1240178,ML-1,CCLE line,09/23/2015 12:51:53 PM,11/21/2019 11:49:06 AM,[{'ACH-000058-00': []}],,DSMZ,,,,,Thyroid Cancer,carcinoma,,CCLE,[],,CVCL_H525,thyroid,SIDM00442,,ML1,"Carcinoma, follicular",Arxspan Support,Emily Chambers,1227,ACH-000058,thyroid_carcinoma,follicular,,,thyroid
Pediatric,,SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9,Male,CDDB:001146,1247871,SUP-B15,CCLE line,09/23/2015 12:51:54 PM,11/20/2019 04:55:23 PM,[{'ACH-000059-00': []}],,ATCC,,PRN300,,,Leukemia,lymphoid_neoplasm,Primary,CCLE,[],,CVCL_0103,bone_marrow,SIDM01176,,SUPB15,"Acute Lymphoblastic Leukemia (ALL), B-cell",Arxspan Support,Emily Chambers,786,ACH-000059,ALL,b_cell,,,blood
Adult,,PANC1005_PANCREAS,56,Male,CDDB:000927,925348,Panc 10.05,CCLE line; Identical lines: Panc 10.05 and PL45 were derived from the same sample,09/23/2015 12:51:55 PM,11/20/2019 04:55:23 PM,[{'ACH-000060-00': []}],,ATCC,,P500,,,Pancreatic Cancer,carcinoma,Primary,CCLE,[],,CVCL_1639,pancreas,SIDM01135,,PANC1005,"Ductal Adenocarcinoma, exocrine",Arxspan Support,Emily Chambers,197,ACH-000060,exocrine,exocrine_adenocarcinoma,,,pancreas
Adult,,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,61,Male,CDDB:000369,907056,HH,CCLE line,09/23/2015 12:51:56 PM,11/20/2019 04:55:23 PM,[{'ACH-000061-00': []}],-1,ATCC,-1,PRN300,,,Lymphoma,lymphoid_neoplasm,,CCLE,[],,CVCL_1280,haematopoietic_and_lymphoid_tissue,SIDM00671,,HH,"T-cell, Non-Hodgkins, Cutaneous",Arxspan Support,Emily Chambers,310,ACH-000061,non_hodgkin_lymphoma,t_cell_cutaneous,,,lymphocyte
Adult,,RERFLCMS_LUNG,,Male,CDDB:000971,910931,RERF-LC-MS,CCLE line,09/23/2015 12:51:57 PM,11/20/2019 04:58:15 PM,[{'ACH-000062-00': []}],,JCRB,,P500,,,Lung Cancer,carcinoma,Primary,CCLE,[],,CVCL_1655,lung,SIDM00355,,RERFLCMS,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Arxspan Support,Emily Chambers,2051,ACH-000062,NSCLC,NSCLC_adenocarcinoma,,,lung
Adult,,HS616T_FIBROBLAST,16,Male,CDDB:000406,,,CCLE line,09/23/2015 12:51:57 PM,11/20/2019 04:58:46 PM,[{'ACH-000063-00': []}],,,,,,HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE; HS616T_FIBROBLAST,Fibroblast,lymphoid_neoplasm,,Appendix,[],,CVCL_0825,fibroblast,,,HS616T,Lymphoma,Arxspan Support,Emily Chambers,,ACH-000063,fibroblast_lymphocyte,,,,fibroblast
Adult,,SALE_LUNG,,Unknown,CDDB:001003,,SALE,"Received from Academic lab (Boehm, Broad)",09/23/2015 12:51:58 PM,11/21/2019 11:49:07 AM,[{'ACH-000064-00': []}],,Academic lab,,,,,Engineered,other,,Appendix,[],,CVCL_WS60,lung,,,SALE,,Arxspan Support,Emily Chambers,,ACH-000064,,,,,engineered_lung
Pediatric,,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,77,Male,CDDB:000886,1330983,OCI-AML5,CCLE line; no known fusion; p53 WT; RAS WT; PTPN11 mut,09/23/2015 12:51:59 PM,11/20/2019 04:56:53 PM,[{'ACH-000065-00': []}],,DSMZ,,PRN300,,,Leukemia,haematopoietic_neoplasm,Primary,CCLE,[],,CVCL_1620,haematopoietic_and_lymphoid_tissue,SIDM00461,,OCIAML5,Acute Myelogenous Leukemia (AML),Arxspan Support,Emily Chambers,2130,ACH-000065,AML,,,,blood
Adult,,HCC4006_LUNG,,Male,CDDB:000331,,HCC4006,CCLE line,09/23/2015 12:52:00 PM,11/20/2019 04:55:23 PM,[{'ACH-000066-00': []}],,ATCC,,P500,,,Lung Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_1269,pleural_effusion,,,HCC4006,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Arxspan Support,Emily Chambers,,ACH-000066,NSCLC,NSCLC_adenocarcinoma,,,lung
Adult,,HS683_CENTRAL_NERVOUS_SYSTEM,76,Male,CDDB:000409,1240150,Hs 683,CCLE line,09/23/2015 12:52:01 PM,11/20/2019 04:55:23 PM,[{'ACH-000067-00': []}],,ATCC,,PRN300,,,Brain Cancer,glioma,Primary,CCLE,[],,CVCL_0844,central_nervous_system,SIDM00666,,HS683,Oligodendroglioma,Arxspan Support,Emily Chambers,769,ACH-000067,glioma,oligodendroglioma,,,central_nervous_system
Adult,,REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,61,Male,CDDB:000964,,REC-1,CCLE line,09/23/2015 12:52:02 PM,11/20/2019 04:56:54 PM,[{'ACH-000068-00': []}],,DSMZ,,,,,Lymphoma,lymphoid_neoplasm,,CCLE,[],,CVCL_1884,lymph_node,,,REC1,"B-cell, Non-Hodgkins, Mantle Cell",Arxspan Support,Emily Chambers,,ACH-000068,non_hodgkin_lymphoma,b_cell_mantle_cell,,,lymphocyte
Adult,,HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,48,Female,CDDB:000405,,Hs 611.T,CCLE line,09/23/2015 12:52:02 PM,11/20/2019 04:55:23 PM,[{'ACH-000069-00': []}],,ATCC,,PRN300,,,Lymphoma,lymphoid_neoplasm,,CCLE,[],,CVCL_0823,haematopoietic_and_lymphoid_tissue,,,HS611T,"B-cell, Hodgkins",Arxspan Support,Emily Chambers,,ACH-000069,hodgkin_lymphoma,,,,lymphocyte
Pediatric,,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,12,Male,CDDB:000001,906800,697,CCLE line,09/23/2015 12:52:03 PM,11/20/2019 04:56:54 PM,[{'ACH-000070-00': []}],,DSMZ,,PRN300,,,Leukemia,lymphoid_neoplasm,Primary,CCLE,[],,CVCL_0079,bone_marrow,SIDM01076,,697,"Acute Lymphoblastic Leukemia (ALL), B-cell",Arxspan Support,Emily Chambers,63,ACH-000070,ALL,b_cell,,,blood
Adult,,HS706T_BONE,16,Female,CDDB:000413,,,CCLE line,09/23/2015 12:52:04 PM,11/20/2019 04:55:24 PM,[{'ACH-000071-00': []}],,ATCC,,,,,Fibroblast,other,,Appendix,[],,CVCL_0863,fibroblast,,,HS706T,Bone,Arxspan Support,Emily Chambers,,ACH-000071,fibroblast_bone,,,,fibroblast
Adult,,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,55,Male,CDDB:000665,908126,MEG-01,CCLE line,09/23/2015 12:52:05 PM,11/20/2019 04:55:24 PM,[{'ACH-000072-00': []}],,ATCC,,PRN300,,,Leukemia,haematopoietic_neoplasm,,CCLE,[],,CVCL_0425,bone_marrow,SIDM00526,,MEG01,Chronic Myelogenous Leukemia (CML),Arxspan Support,Emily Chambers,1263,ACH-000072,CML,,,,blood
Adult,,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,58,Female,CDDB:000283,1303897,GRANTA-519,CCLE line,09/23/2015 12:52:06 PM,11/20/2019 04:56:54 PM,[{'ACH-000073-00': []}],,DSMZ,,PRN300,,,Lymphoma,lymphoid_neoplasm,Primary,CCLE,[],,CVCL_1818,haematopoietic_and_lymphoid_tissue,SIDM01058,,GRANTA519,"B-cell, Non-Hodgkins, Mantle Cell",Arxspan Support,Emily Chambers,1776,ACH-000073,non_hodgkin_lymphoma,b_cell_mantle_cell,,,lymphocyte
Adult,,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,38,Male,CDDB:000576,907311,KU812,CCLE line,09/23/2015 12:52:06 PM,11/20/2019 04:55:24 PM,[{'ACH-000074-00': []}],,ATCC,,PRN300,,,Leukemia,haematopoietic_neoplasm,,CCLE,[],,CVCL_0379,haematopoietic_and_lymphoid_tissue,SIDM00308,,KU812,"Chronic Myelogenous Leukemia (CML), blast crisis",Arxspan Support,Emily Chambers,598,ACH-000074,CML,blast_crisis,,,blood
Adult,,U87MG_CENTRAL_NERVOUS_SYSTEM,44,Unknown,CDDB:001230,687590,U-87 MG,CCLE line; Astrocytoma,09/23/2015 12:52:07 PM,11/21/2019 11:49:07 AM,[{'ACH-000075-00': []}],-1,ATCC,-1,PRN300,-1,,Brain Cancer,glioma,Primary,CCLE,[],,CVCL_0022,central_nervous_system,SIDM01189,,U87MG,Astrocytoma,Arxspan Support,Emily Chambers,549,ACH-000075,glioma,astrocytoma,,,central_nervous_system
Adult,,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,35,Female,CDDB:000851,,NCO2,CCLE line,09/23/2015 12:52:08 PM,11/20/2019 04:57:53 PM,[{'ACH-000076-00': []}],,HSRRB,,PRN300,,,Leukemia,haematopoietic_neoplasm,,CCLE,[],,CVCL_3043,haematopoietic_and_lymphoid_tissue,,,NCO2,Chronic Myelogenous Leukemia (CML),Arxspan Support,Emily Chambers,,ACH-000076,CML,,,,blood
Adult,,MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,50,Male,CDDB:000681,,MJ,CCLE line,09/23/2015 12:52:09 PM,11/20/2019 04:55:24 PM,[{'ACH-000077-00': []}],,ATCC,,,,,Lymphoma,lymphoid_neoplasm,,CCLE,[],,CVCL_1414,haematopoietic_and_lymphoid_tissue,,,MJ,"T-cell, Non-Hodgkins, Cutaneous",Arxspan Support,Emily Chambers,,ACH-000077,non_hodgkin_lymphoma,t_cell_cutaneous,,,lymphocyte
Pediatric,,MHHNB11_AUTONOMIC_GANGLIA,4,Male,CDDB:000678,908135,MHH-NB-11,CCLE line; MYCN amp; adrengenic; 1p +,09/23/2015 12:52:10 PM,11/20/2019 04:56:54 PM,[{'ACH-000078-00': []}],,DSMZ,,PRN300,,,Neuroblastoma,neuroblastoma,Metastasis,CCLE,[],,CVCL_1412,autonomic_ganglia,SIDM00387,,MHHNB11,,Arxspan Support,Emily Chambers,1818,ACH-000078,neuroblastoma,,MYCN_amp,,peripheral_nervous_system
Pediatric,,TE125T_FIBROBLAST,1,Female,CDDB:001187,,TE 125.T,CCLE line,09/23/2015 12:52:10 PM,11/20/2019 04:55:24 PM,[{'ACH-000079-00': []}],,ATCC,,,,TE125T_SOFT_TISSUE; TE125T_FIBROBLAST,Fibroblast,rhabdomyosarcoma,,CCLE,[],,CVCL_1740,fibroblast,,,TE125T,Soft tissue,Arxspan Support,Emily Chambers,,ACH-000079,fibroblast_soft_tissue,,,,fibroblast
Adult,,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,Male,CDDB:000058,,BDCM,CCLE line,09/23/2015 12:52:11 PM,11/20/2019 04:55:24 PM,[{'ACH-000080-00': []}],,ATCC,,PRN300,,,Leukemia,lymphoid_neoplasm,,CCLE,[],,CVCL_4613,haematopoietic_and_lymphoid_tissue,,,BDCM,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",Arxspan Support,Emily Chambers,,ACH-000080,AML,M5,,,blood
Pediatric,,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,66,Female,CDDB:000272,906870,GDM-1,CCLE line; MNXas1-MB; p53 WT; RAS WT; PTPN11 mut,09/23/2015 12:52:12 PM,11/20/2019 04:55:25 PM,[{'ACH-000081-00': []}],,ATCC,,PRN300,,,Leukemia,haematopoietic_neoplasm,,CCLE,[],,CVCL_1230,haematopoietic_and_lymphoid_tissue,SIDM01057,,GDM1,Acute Myelogenous Leukemia (AML),Arxspan Support,Emily Chambers,164,ACH-000081,AML,,,,blood
Pediatric,"G292CLONEA141B1, G-292 clone A141B1",G292CLONEA141B1_BONE,9,Female,CDDB:000262,1290807,"G-292, clone A141B1",CCLE line,09/23/2015 12:52:13 PM,11/20/2019 04:55:25 PM,[{'ACH-000082-00': []}],,ATCC,,PRN300 and P500,,,Bone Cancer,,Primary,CCLE,[],,CVCL_2909,bone,SIDM00858,,G292CLONEA141B1,Osteosarcoma,Arxspan Support,Emily Chambers,661,ACH-000082,osteosarcoma,,,,bone
Adult,,HS281T_FIBROBLAST,37,Female,CDDB:000394,,Hs 281.T,CCLE line,09/23/2015 12:52:14 PM,11/20/2019 04:55:25 PM,[{'ACH-000083-00': []}],-1,ATCC,-1,,,HS281T_BREAST; HS281T_FIBROBLAST,Fibroblast,carcinoma,,CCLE Phase II- not available,[],,CVCL_0715,fibroblast,,,HS281T,Breast,Arxspan Support,Emily Chambers,,ACH-000083,fibroblast_breast,,,,fibroblast
Adult,MUTZ3,MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,29,Male,CDDB:000708,,,CCLE line,09/23/2015 12:52:14 PM,11/20/2019 04:56:54 PM,[{'ACH-000084-00': []}],,DSMZ,,,,,Leukemia,haematopoietic_neoplasm,,Appendix,[],,CVCL_1433,haematopoietic_and_lymphoid_tissue,,,MUTZ3,Acute Myelogenous Leukemia (AML),Arxspan Support,Emily Chambers,,ACH-000084,AML,,,,blood
Adult,,T3M4_PANCREAS,64,Male,CDDB:001174,,T3M-4,CCLE line,09/23/2015 12:52:15 PM,11/20/2019 04:58:30 PM,[{'ACH-000085-00': []}],,RIKEN,,,,,Pancreatic Cancer,Adenocarcinoma,Primary,CCLE,[],,CVCL_4056,lymph_node,,,T3M4,"Ductal Adenocarcinoma, exocrine",Arxspan Support,Emily Chambers,,ACH-000085,exocrine,exocrine_adenocarcinoma,,,pancreas
Adult,,ACCMESO1_PLEURA,61,Female,CDDB:000041,,ACC-MESO-1,CCLE line,09/23/2015 12:52:16 PM,11/20/2019 04:58:30 PM,[{'ACH-000086-00': []}],,RIKEN,,P500,,,Lung Cancer,mesothelioma,,CCLE,[],,CVCL_5113,pleura,,,ACCMESO1,Mesothelioma,Arxspan Support,Emily Chambers,,ACH-000086,mesothelioma,,,,lung
Pediatric,,SKES1_BONE,18,Male,CDDB:001035,684072,SK-ES-1,(RNAseq) EWS/FLI,09/23/2015 12:52:17 PM,11/19/2019 01:36:16 PM,[{'ACH-000087-00': []}],,ATCC,,PRN300 and P500,,,Bone Cancer,Ewings_sarcoma,Primary,CCLE,[],,CVCL_0627,bone,SIDM01111,,SKES1,Ewings Sarcoma,Arxspan Support,Emily Chambers,41,ACH-000087,Ewing_sarcoma,,EWS_FLI,,bone
Adult,,HS172T_FIBROBLAST,50,Male,CDDB:000388,,,CCLE line,09/23/2015 12:52:18 PM,11/20/2019 04:55:25 PM,[{'ACH-000088-00': []}],,ATCC,,,,HS172T_URINARY_TRACT; HS172T_FIBROBLAST,Fibroblast,carcinoma,,Appendix,[],,CVCL_0660,fibroblast,,,HS172T,Bladder,Arxspan Support,Emily Chambers,,ACH-000088,fibroblast_urinary_tract,,,,fibroblast
Pediatric,,NCIH684_LARGE_INTESTINE,55,Male,CDDB:155345,,NCI-H684,CCLE line,09/23/2015 12:52:19 PM,11/20/2019 04:58:18 PM,[{'ACH-000089-00': []}],-1,KCLB,-1,-1,-1,NCIH684_LIVER,Colon/Colorectal Cancer,-1,Metastasis,CCLE,[],,CVCL_9980,liver,,,NCIH684,Adenocarcinoma,Arxspan Support,Emily Chambers,,ACH-000089,colorectal_adenocarcinoma,,,,colorectal
Adult,,PC3_PROSTATE,62,Male,CDDB:000932,905934,PC-3,CCLE line,09/23/2015 12:52:19 PM,11/20/2019 04:55:25 PM,[{'ACH-000090-00': []}],,ATCC,,P500,,,Prostate Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_0035,bone,SIDM00088,,PC3,Adenocarcinoma,Arxspan Support,Emily Chambers,911,ACH-000090,prostate_adenocarcinoma,,,,prostate
Adult,,OV56_OVARY,46,Female,CDDB:000905,1480362,OV56,CCLE line,09/23/2015 12:52:20 PM,11/20/2019 04:57:26 PM,[{'ACH-000091-00': []}],,ECACC,,P500,,,Ovarian Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_2673,ascites,SIDM00475,,OV56,"Adenocarcinoma, serous",Arxspan Support,Emily Chambers,686,ACH-000091,ovary_adenocarcinoma,serous,,,ovary
Adult,,NCIH2452_PLEURA,,Male,CDDB:155520,908462,NCI-H2452,CCLE line,09/23/2015 12:52:21 PM,11/20/2019 04:55:25 PM,[{'ACH-000092-00': []}],,ATCC,,P500,,,Lung Cancer,mesothelioma,Metastasis,CCLE,[],,CVCL_1553,pleura,SIDM00722,,NCIH2452,Mesothelioma,Arxspan Support,Emily Chambers,624,ACH-000092,mesothelioma,,,,lung
Adult,,PANC0504_PANCREAS,77,Female,CDDB:000924,,Panc 05.04,CCLE line,09/23/2015 12:52:22 PM,11/20/2019 04:55:25 PM,[{'ACH-000093-00': []}],,ATCC,,PRN300,,,Pancreatic Cancer,carcinoma,Primary,CCLE,[],,CVCL_1637,pancreas,,,PANC0504,"Ductal Adenocarcinoma, exocrine",Arxspan Support,Emily Chambers,,ACH-000093,exocrine,exocrine_adenocarcinoma,,,pancreas
Adult,,HPAFII_PANCREAS,44,Male,CDDB:000385,724869,HPAF-II,CCLE line,09/23/2015 12:52:23 PM,11/20/2019 04:55:25 PM,[{'ACH-000094-00': []}],,ATCC,,PRN300,,,Pancreatic Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_0313,ascites,SIDM00669,,HPAFII,"Ductal Adenocarcinoma, exocrine",Arxspan Support,Emily Chambers,889,ACH-000094,exocrine,exocrine_adenocarcinoma,,,pancreas
Pediatric,D341MED,D341MED_CENTRAL_NERVOUS_SYSTEM,3.5,Male,CDDB:000195,,D341,"CCLE line; group 3, MYC-amp",09/23/2015 12:52:23 PM,11/20/2019 04:55:26 PM,[{'ACH-000095-00': []}],-1,ATCC,-1,-1,-1,D341MED_CENTRAL_NERVOUS_SYSTEM; D341_CENTRAL_NERVOUS_SYSTEM,Brain Cancer,medulloblastoma,,Appendix,[],,CVCL_0018,central_nervous_system,,,D341,Medulloblastoma,Arxspan Support,Emily Chambers,,ACH-000095,medulloblastoma,med_group_3,MYC_amp,,central_nervous_system
Pediatric,,G401_SOFT_TISSUE,0.25,Male,CDDB:000264,907299,G-401,CCLE line,09/23/2015 12:52:24 PM,11/20/2019 04:55:26 PM,[{'ACH-000096-00': []}],,ATCC,,PRN300 and P500,,,Rhabdoid,Rhabdoid_tumour,Primary,CCLE,[],,CVCL_0270,kidney,SIDM00856,,G401,Malignant Rhabdoid Tumor,Arxspan Support,Emily Chambers,962,ACH-000096,malignant_rhabdoid_tumor,,,,kidney
Adult,,ZR751_BREAST,63,Female,CDDB:001285,,ZR-75-1,CCLE line; luminal; ERpos; Known to be synonymous with ZR-75-1 (JHSF).,09/23/2015 12:52:25 PM,11/20/2019 04:55:26 PM,[{'ACH-000097-00': []}],-1,ATCC,-1,P500,-1,,Breast Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_0588,ascites,SIDM00314,,ZR751,Breast Ductal Carcinoma,Arxspan Support,Emily Chambers,,ACH-000097,breast_ductal_carcinoma,ERpos_HER2neg,luminal,,breast
Adult,,GAMG_CENTRAL_NERVOUS_SYSTEM,42,Female,CDDB:000268,906868,GAMG,CCLE line,09/23/2015 12:52:26 PM,11/20/2019 04:56:55 PM,[{'ACH-000098-00': []}],,DSMZ,,P500,,,Brain Cancer,glioma,Primary,CCLE,[],,CVCL_1226,central_nervous_system,SIDM01055,,GAMG,Glioblastoma,Arxspan Support,Emily Chambers,1174,ACH-000098,glioma,glioblastoma,,,central_nervous_system
Pediatric,,SIMA_AUTONOMIC_GANGLIA,1.67,Male,CDDB:001030,753620,SIMA,CCLE line; MYCN WT; adrenergic; 1p normal,09/23/2015 12:52:27 PM,11/20/2019 04:56:55 PM,[{'ACH-000099-00': []}],,DSMZ,,PRN300 and P500,,,Neuroblastoma,neuroblastoma,,CCLE,[],,CVCL_1695,autonomic_ganglia,SIDM00395,,SIMA,,Arxspan Support,Emily Chambers,2076,ACH-000099,neuroblastoma,,,,peripheral_nervous_system
Pediatric,,RH41_SOFT_TISSUE,,Female,CDDB:000976,1240210,RH-41,CCLE line,09/23/2015 12:52:27 PM,11/20/2019 04:56:55 PM,[{'ACH-000100-00': []}],,DSMZ,,PRN300,,,Sarcoma,rhabdomyosarcoma,Metastasis,CCLE,[],,CVCL_2176,liver,SIDM00426,,RH41,"Rhabdomyosarcoma, alveolar",Arxspan Support,Emily Chambers,2052,ACH-000100,rhabdomyosarcoma,alveolar,,,soft_tissue
Adult,,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,27,Male,CDDB:000525,907277,KE-37,CCLE line,09/23/2015 12:52:28 PM,11/20/2019 04:56:55 PM,[{'ACH-000101-00': []}],,DSMZ,,PRN300,,,Leukemia,lymphoid_neoplasm,,CCLE,[],,CVCL_1327,haematopoietic_and_lymphoid_tissue,SIDM01003,,KE37,"Acute Lymphoblastic Leukemia (ALL), T-cell",Arxspan Support,Emily Chambers,1012,ACH-000101,ALL,t_cell,,,blood
Adult,,GMS10_CENTRAL_NERVOUS_SYSTEM,49,Male,CDDB:000280,906873,GMS-10,CCLE line,09/23/2015 12:52:29 PM,11/20/2019 04:56:55 PM,[{'ACH-000102-00': []}],,DSMZ,,P500,,,Brain Cancer,glioma,Primary,CCLE,[],,CVCL_1233,central_nervous_system,SIDM01074,,GMS10,Glioblastoma,Arxspan Support,Emily Chambers,294,ACH-000102,glioma,glioblastoma,,,central_nervous_system
Adult,,CAOV4_OVARY,45,Female,CDDB:000127,949090,Caov-4,CCLE line; High grade ovarian serous adenocarcinoma,09/23/2015 12:52:30 PM,11/20/2019 04:55:26 PM,[{'ACH-000103-00': []}],Yes,ATCC,-1,-1,-1,,Ovarian Cancer,carcinoma,Metastasis,DMX,[],,CVCL_0202,ovary,SIDM00918,Broad Only (Broad employees in Broad buildings; no sharing with partner institutions),CAOV4,"Adenocarcinoma, high grade serous",Arxspan Support,Emily Chambers,1524,ACH-000103,ovary_adenocarcinoma,high_grade_serous,,,ovary
Adult,,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,38,Female,CDDB:000620,907789,Loucy,CCLE line,09/23/2015 12:52:31 PM,11/20/2019 04:55:26 PM,[{'ACH-000104-00': []}],,ATCC,,,,,Leukemia,lymphoid_neoplasm,,CCLE,[],,CVCL_1380,haematopoietic_and_lymphoid_tissue,SIDM00342,,LOUCY,"Acute Lymphoblastic Leukemia (ALL), T-cell",Arxspan Support,Emily Chambers,1645,ACH-000104,ALL,t_cell,,,blood
Pediatric,,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17,Male,CDDB:000046,1295740,ALL-SIL,CCLE line,09/23/2015 12:52:32 PM,11/20/2019 04:56:55 PM,[{'ACH-000105-00': []}],,DSMZ,,PRN300,,,Leukemia,lymphoid_neoplasm,Primary,CCLE,[],,CVCL_1805,haematopoietic_and_lymphoid_tissue,SIDM00994,,ALLSIL,"Acute Lymphoblastic Leukemia (ALL), T-cell",Arxspan Support,Emily Chambers,2263,ACH-000105,ALL,t_cell,,,blood
Adult,,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,63,Female,CDDB:000510,907269,JVM-2,CCLE line,09/23/2015 12:52:32 PM,11/20/2019 04:56:56 PM,[{'ACH-000106-00': []}],,DSMZ,,,,,Lymphoma,lymphoid_neoplasm,,CCLE,[],,CVCL_1319,haematopoietic_and_lymphoid_tissue,SIDM01013,,JVM2,"B-cell, Non-Hodgkins, Mantle Cell",Arxspan Support,Emily Chambers,764,ACH-000106,non_hodgkin_lymphoma,b_cell_mantle_cell,,,lymphocyte
